budget,split,bootstrap_replicate,cost_model,Q0,L_ctx,cap,oracle_loss,oracle_N_B,oracle_D_B,oracle_Q_B,oracle_budget_ratio
1e+22,heldout,13,power,0.8,2048,1x,2.14917315241,5.49592786473,261.926157742,1,1
1e+22,heldout,13,power,0.8,2048,2x,2.14917315241,5.49592812198,261.92614643,1,1
1e+22,heldout,13,power,0.8,2048,3x,2.14917315241,5.49592800268,261.926151676,1,1
1e+22,heldout,13,power,0.8,2048,5x,2.14917315241,5.49592773359,261.926163509,1,1
1e+22,heldout,13,power,0.8,2048,free,2.14917315241,5.49592882042,261.926115718,1,1
1e+22,heldout,13,power,0.8,32768,1x,2.19714146475,3.95191434327,190.24879099,1,1
1e+22,heldout,13,power,0.8,32768,2x,2.19714146475,3.95191482276,190.248769203,1,1
1e+22,heldout,13,power,0.8,32768,3x,2.19714146475,3.95191451784,190.248783058,1,1
1e+22,heldout,13,power,0.8,32768,5x,2.19714146475,3.95191458672,190.248779928,1,1
1e+22,heldout,13,power,0.8,32768,free,2.19714146475,3.95191461542,190.248778624,1,1
1e+22,heldout,13,logarithmic,0.2,2048,1x,2.14849221467,5.44123491799,266.84666151,1,1
1e+22,heldout,13,logarithmic,0.2,2048,2x,2.14849221467,5.44123517142,266.846649943,1,1
1e+22,heldout,13,logarithmic,0.2,2048,3x,2.14849221467,5.441235093,266.846653522,1,1
1e+22,heldout,13,logarithmic,0.2,2048,5x,2.14849221467,5.44123505621,266.846655201,1,1
1e+22,heldout,13,logarithmic,0.2,2048,free,2.14849221467,5.44123506137,266.846654966,1,1
1e+22,heldout,13,logarithmic,0.2,32768,1x,2.19660150331,3.92275066972,192.889295168,1,1
1e+22,heldout,13,logarithmic,0.2,32768,2x,2.19660150331,3.92275034617,192.889310281,1,1
1e+22,heldout,13,logarithmic,0.2,32768,3x,2.19660150331,3.9227507749,192.889290256,1,1
1e+22,heldout,13,logarithmic,0.2,32768,5x,2.19660150331,3.92275024876,192.88931483,1,1
1e+22,heldout,13,logarithmic,0.2,32768,free,2.19660150331,3.92275035697,192.889309776,1,1
1e+22,heldout,13,logarithmic,0.8,2048,1x,2.14403632701,5.1397723841,299.893,1,0.999999999998
1e+22,heldout,13,logarithmic,0.8,2048,2x,2.1440330659,5.0772436896,303.541332858,1,1
1e+22,heldout,13,logarithmic,0.8,2048,3x,2.1440330659,5.07724420937,303.541302162,1,1
1e+22,heldout,13,logarithmic,0.8,2048,5x,2.1440330659,5.07724380531,303.541326024,1,1
1e+22,heldout,13,logarithmic,0.8,2048,free,2.1440330659,5.07724409176,303.541309108,1,1
1e+22,heldout,13,logarithmic,0.8,32768,1x,2.19311546567,3.73209071633,211.628945333,1,1
1e+22,heldout,13,logarithmic,0.8,32768,2x,2.19311546567,3.732091146,211.628921175,1,1
1e+22,heldout,13,logarithmic,0.8,32768,3x,2.19311546567,3.73209115617,211.628920603,1,1
1e+22,heldout,13,logarithmic,0.8,32768,5x,2.19311546567,3.7320910371,211.628927298,1,1
1e+22,heldout,13,logarithmic,0.8,32768,free,2.19311546567,3.73209058222,211.628952873,1,1
1e+22,heldout,29,exponential,0.2,2048,1x,2.15114792425,5.65198245556,248.582869376,1,1
1e+22,heldout,29,exponential,0.2,2048,2x,2.15114792425,5.65198145034,248.58290919,1,1
1e+22,heldout,29,exponential,0.2,2048,3x,2.15114792425,5.65198131983,248.582914359,1,1
1e+22,heldout,29,exponential,0.2,2048,5x,2.15114792425,5.65198206674,248.582884777,1,1
1e+22,heldout,29,exponential,0.2,2048,free,2.15114792425,5.65198230487,248.582875345,1,1
1e+22,heldout,29,exponential,0.2,32768,1x,2.19872035456,4.03561345861,182.940559137,1,1
1e+22,heldout,29,exponential,0.2,32768,2x,2.19872035456,4.03561376968,182.940546068,1,1
1e+22,heldout,29,exponential,0.2,32768,3x,2.19872035456,4.03561322692,182.940568871,1,1
1e+22,heldout,29,exponential,0.2,32768,5x,2.19872035456,4.03561327791,182.940566729,1,1
1e+22,heldout,29,exponential,0.2,32768,free,2.19872035456,4.03561319199,182.940570338,1,1
1e+22,heldout,29,exponential,0.8,2048,1x,2.14892275396,5.47439808601,263.797355272,1,1
1e+22,heldout,29,exponential,0.8,2048,2x,2.14892275396,5.47439704091,263.797401887,1,1
1e+22,heldout,29,exponential,0.8,2048,3x,2.14892275396,5.47439806556,263.797356184,1,1
1e+22,heldout,29,exponential,0.8,2048,5x,2.14892275396,5.47439798558,263.797359751,1,1
1e+22,heldout,29,exponential,0.8,2048,free,2.14892275396,5.47439790733,263.797363242,1,1
1e+22,heldout,29,exponential,0.8,32768,1x,2.19694543701,3.94025805721,191.264538067,1,1
1e+22,heldout,29,exponential,0.8,32768,2x,2.19694543701,3.94025805721,191.264538067,1,1
1e+22,heldout,29,exponential,0.8,32768,3x,2.19694543701,3.94025805721,191.264538067,1,1
1e+22,heldout,29,exponential,0.8,32768,5x,2.19694543701,3.94025805721,191.264538067,1,1
1e+22,heldout,29,exponential,0.8,32768,free,2.19694543701,3.940257564,191.264560717,1,1
1e+22,heldout,29,power,0.2,2048,1x,2.15294409266,5.79399019927,237.365285693,1,1
1e+22,heldout,29,power,0.2,2048,2x,2.15294409266,5.79399041802,237.365277793,1,1
1e+22,heldout,29,power,0.2,2048,3x,2.15294409266,5.79398927826,237.365318953,1,1
1e+22,heldout,29,power,0.2,2048,5x,2.15294409266,5.79398942848,237.365313528,1,1
1e+22,heldout,29,power,0.2,2048,free,2.15294409266,5.79399054502,237.365273207,1,1
1e+22,heldout,29,power,0.2,32768,1x,2.20016643093,4.11267733334,176.613210139,1,1
1e+22,heldout,29,power,0.2,32768,2x,2.20016643093,4.11267744893,176.613205613,1,1
1e+22,heldout,29,power,0.2,32768,3x,2.20016643093,4.11267760082,176.613199665,1,1
1e+22,heldout,29,power,0.2,32768,5x,2.20016643093,4.11267777651,176.613192786,1,1
1e+22,heldout,29,power,0.2,32768,free,2.20016643093,4.11267785647,176.613189655,1,1
1e+22,heldout,29,power,0.8,2048,1x,2.14917763413,5.49484223056,261.97390532,1,1
1e+22,heldout,29,power,0.8,2048,2x,2.14917763413,5.49484123021,261.973949324,1,1
1e+22,heldout,29,power,0.8,2048,3x,2.14917763413,5.49484208959,261.973911521,1,1
1e+22,heldout,29,power,0.8,2048,5x,2.14917763413,5.49484139503,261.973942074,1,1
1e+22,heldout,29,power,0.8,2048,free,2.14917763413,5.49484167242,261.973929872,1,1
1e+22,heldout,29,power,0.8,32768,1x,2.19714776557,3.95117338143,190.282464222,1,1
1e+22,heldout,29,power,0.8,32768,2x,2.19714776557,3.95117398258,190.282436897,1,1
1e+22,heldout,29,power,0.8,32768,3x,2.19714776557,3.95117385706,190.282442602,1,1
1e+22,heldout,29,power,0.8,32768,5x,2.19714776557,3.95117393759,190.282438942,1,1
1e+22,heldout,29,power,0.8,32768,free,2.19714776557,3.9511739445,190.282438628,1,1
1e+22,heldout,29,logarithmic,0.2,2048,1x,2.14849653385,5.44014547316,266.896394051,1,1
1e+22,heldout,29,logarithmic,0.2,2048,2x,2.14849653385,5.44014629789,266.896356396,1,1
1e+22,heldout,29,logarithmic,0.2,2048,3x,2.14849653385,5.44014655739,266.896344547,1,1
1e+22,heldout,29,logarithmic,0.2,2048,5x,2.14849653385,5.44014644873,266.896349509,1,1
1e+22,heldout,29,logarithmic,0.2,2048,free,2.14849653385,5.44014662588,266.89634142,1,1
1e+22,heldout,29,logarithmic,0.2,32768,1x,2.19660768255,3.92200784512,192.923996724,1,1
1e+22,heldout,29,logarithmic,0.2,32768,2x,2.19660768255,3.92200770176,192.924003422,1,1
1e+22,heldout,29,logarithmic,0.2,32768,3x,2.19660768255,3.92200830351,192.923975306,1,1
1e+22,heldout,29,logarithmic,0.2,32768,5x,2.19660768255,3.9220078421,192.923996865,1,1
1e+22,heldout,29,logarithmic,0.2,32768,free,2.19660768255,3.922008329,192.923974115,1,1
1e+22,heldout,29,logarithmic,0.8,2048,1x,2.14403963815,5.13977239104,299.8929996,1,1
1e+22,heldout,29,logarithmic,0.8,2048,2x,2.14403625933,5.0761328049,303.606951836,1,1
1e+22,heldout,29,logarithmic,0.8,2048,3x,2.14403625933,5.07613187866,303.60700656,1,1
1e+22,heldout,29,logarithmic,0.8,2048,5x,2.14403625933,5.0761321221,303.606992177,1,1
1e+22,heldout,29,logarithmic,0.8,2048,free,2.14403625933,5.07613199558,303.606999652,1,1
1e+22,heldout,29,logarithmic,0.8,32768,1x,2.19312082563,3.73133488436,211.67144944,1,1
1e+22,heldout,29,logarithmic,0.8,32768,2x,2.19312082563,3.73133535751,211.671422827,1,1
1e+22,heldout,29,logarithmic,0.8,32768,3x,2.19312082563,3.7313348741,211.671450017,1,1
1e+22,heldout,29,logarithmic,0.8,32768,5x,2.19312082563,3.73133511715,211.671436346,1,1
1e+22,heldout,29,logarithmic,0.8,32768,free,2.19312082563,3.73133539049,211.671420972,1,1
1e+22,heldout,53,exponential,0.2,2048,1x,2.15114899757,5.65427975738,248.491913149,1,1
1e+22,heldout,53,exponential,0.2,2048,2x,2.15114899757,5.65428030857,248.491891334,1,1
1e+22,heldout,53,exponential,0.2,2048,3x,2.15114899757,5.65428087266,248.491869008,1,1
1e+22,heldout,53,exponential,0.2,2048,5x,2.15114899757,5.65428094544,248.491866127,1,1
1e+22,heldout,53,exponential,0.2,2048,free,2.15114899757,5.65428074405,248.491874098,1,1
1e+22,heldout,53,exponential,0.2,32768,1x,2.19872330846,4.03704809444,182.880304996,1,1
1e+22,heldout,53,exponential,0.2,32768,2x,2.19872330846,4.03704813563,182.880303266,1,1
1e+22,heldout,53,exponential,0.2,32768,3x,2.19872330846,4.03704750578,182.880329711,1,1
1e+22,heldout,53,exponential,0.2,32768,5x,2.19872330846,4.03704858459,182.880284416,1,1
1e+22,heldout,53,exponential,0.2,32768,free,2.19872330846,4.03704803698,182.880307408,1,1
1e+22,heldout,53,exponential,0.8,2048,1x,2.14892463982,5.47666943002,263.696083605,1,1
1e+22,heldout,53,exponential,0.8,2048,2x,2.14892463982,5.47666862013,263.696119701,1,1
1e+22,heldout,53,exponential,0.8,2048,3x,2.14892463982,5.47666942932,263.696083636,1,1
1e+22,heldout,53,exponential,0.8,2048,5x,2.14892463982,5.47666965836,263.696073427,1,1
1e+22,heldout,53,exponential,0.8,2048,free,2.14892463982,5.47666929991,263.696089403,1,1
1e+22,heldout,53,exponential,0.8,32768,1x,2.19694897445,3.94168040536,191.199240828,1,1
1e+22,heldout,53,exponential,0.8,32768,2x,2.19694897445,3.9416803563,191.199243079,1,1
1e+22,heldout,53,exponential,0.8,32768,3x,2.19694897445,3.9416803563,191.199243079,1,1
1e+22,heldout,53,exponential,0.8,32768,5x,2.19694897445,3.9416803563,191.199243079,1,1
1e+22,heldout,53,exponential,0.8,32768,free,2.19694897445,3.94168008998,191.199255302,1,1
1e+22,heldout,53,power,0.2,2048,1x,2.15294453233,5.79631195447,237.281469413,1,1
1e+22,heldout,53,power,0.2,2048,2x,2.15294453233,5.7963115723,237.281483204,1,1
1e+22,heldout,53,power,0.2,2048,3x,2.15294453233,5.7963112552,237.281494648,1,1
1e+22,heldout,53,power,0.2,2048,5x,2.15294453233,5.79631149349,237.281486048,1,1
1e+22,heldout,53,power,0.2,2048,free,2.15294453233,5.79631126259,237.281494381,1,1
1e+22,heldout,53,power,0.2,32768,1x,2.20016892179,4.11412275044,176.556629391,1,1
1e+22,heldout,53,power,0.2,32768,2x,2.20016892179,4.11412285373,176.556625349,1,1
1e+22,heldout,53,power,0.2,32768,3x,2.20016892179,4.11412256433,176.556636674,1,1
1e+22,heldout,53,power,0.2,32768,5x,2.20016892179,4.11412307436,176.556616715,1,1
1e+22,heldout,53,power,0.2,32768,free,2.20016892179,4.11412293793,176.556622054,1,1
1e+22,heldout,53,power,0.8,2048,1x,2.14917942527,5.49711659149,261.87389598,1,1
1e+22,heldout,53,power,0.8,2048,2x,2.14917942527,5.4971158593,261.873928164,1,1
1e+22,heldout,53,power,0.8,2048,3x,2.14917942527,5.49711620874,261.873912805,1,1
1e+22,heldout,53,power,0.8,2048,5x,2.14917942527,5.4971159259,261.873925237,1,1
1e+22,heldout,53,power,0.8,2048,free,2.14917942527,5.49711702156,261.873877076,1,1
1e+22,heldout,53,power,0.8,32768,1x,2.1971512356,3.95259759108,190.217751149,1,1
1e+22,heldout,53,power,0.8,32768,2x,2.1971512356,3.95259765454,190.217748266,1,1
1e+22,heldout,53,power,0.8,32768,3x,2.1971512356,3.95259776878,190.217743077,1,1
1e+22,heldout,53,power,0.8,32768,5x,2.1971512356,3.95259760654,190.217750447,1,1
1e+22,heldout,53,power,0.8,32768,free,2.1971512356,3.95259719541,190.217769121,1,1
1e+22,heldout,53,logarithmic,0.2,2048,1x,2.1484985791,5.44241220487,266.79293986,1,1
1e+22,heldout,53,logarithmic,0.2,2048,2x,2.1484985791,5.4424132498,266.792892188,1,1
1e+22,heldout,53,logarithmic,0.2,2048,3x,2.1484985791,5.44241315144,266.792896675,1,1
1e+22,heldout,53,logarithmic,0.2,2048,5x,2.1484985791,5.44241310284,266.792898893,1,1
1e+22,heldout,53,logarithmic,0.2,2048,free,2.1484985791,5.44241302505,266.792902442,1,1
1e+22,heldout,53,logarithmic,0.2,32768,1x,2.19661133303,3.92342757579,192.857683911,1,1
1e+22,heldout,53,logarithmic,0.2,32768,2x,2.19661133303,3.92342815326,192.857656948,1,1
1e+22,heldout,53,logarithmic,0.2,32768,3x,2.19661133303,3.92342749905,192.857687494,1,1
1e+22,heldout,53,logarithmic,0.2,32768,5x,2.19661133303,3.92342788935,192.857669271,1,1
1e+22,heldout,53,logarithmic,0.2,32768,free,2.19661133303,3.9234278968,192.857668923,1,1
1e+22,heldout,53,logarithmic,0.8,2048,1x,2.14404319993,5.13977238579,299.892999903,1,1
1e+22,heldout,53,logarithmic,0.8,2048,2x,2.14404005467,5.07835472809,303.47573316,1,1
1e+22,heldout,53,logarithmic,0.8,2048,3x,2.14404005467,5.07835539712,303.475693667,1,1
1e+22,heldout,53,logarithmic,0.8,2048,5x,2.14404005467,5.07835501194,303.475716404,1,1
1e+22,heldout,53,logarithmic,0.8,2048,free,2.14404005467,5.07835529976,303.475699414,1,1
1e+22,heldout,53,logarithmic,0.8,32768,1x,2.19312568448,3.73273421867,211.592771518,1,1
1e+22,heldout,53,logarithmic,0.8,32768,2x,2.19312568448,3.73273459064,211.592750612,1,1
1e+22,heldout,53,logarithmic,0.8,32768,3x,2.19312568448,3.73273436087,211.592763526,1,1
1e+22,heldout,53,logarithmic,0.8,32768,5x,2.19312568448,3.73273414467,211.592775677,1,1
1e+22,heldout,53,logarithmic,0.8,32768,free,2.19312568448,3.73273402274,211.59278253,1,1
1e+22,heldout,68,exponential,0.2,2048,1x,2.15114431739,5.65521334976,248.454968786,1,1
1e+22,heldout,68,exponential,0.2,2048,2x,2.15114431739,5.65521387104,248.454948161,1,1
1e+22,heldout,68,exponential,0.2,2048,3x,2.15114431739,5.65521385471,248.454948807,1,1
1e+22,heldout,68,exponential,0.2,2048,5x,2.15114431739,5.6552136144,248.454958316,1,1
1e+22,heldout,68,exponential,0.2,2048,free,2.15114431739,5.65521313481,248.454977291,1,1
1e+22,heldout,68,exponential,0.2,32768,1x,2.19871990549,4.0376806416,182.85375087,1,1
1e+22,heldout,68,exponential,0.2,32768,2x,2.19871990549,4.03768053697,182.853755262,1,1
1e+22,heldout,68,exponential,0.2,32768,3x,2.19871990549,4.03768033995,182.853763531,1,1
1e+22,heldout,68,exponential,0.2,32768,5x,2.19871990549,4.03768071142,182.853747939,1,1
1e+22,heldout,68,exponential,0.2,32768,free,2.19871990549,4.03768042778,182.853759845,1,1
1e+22,heldout,68,exponential,0.8,2048,1x,2.14892026384,5.47758737951,263.655177352,1,1
1e+22,heldout,68,exponential,0.8,2048,2x,2.14892026384,5.47758728571,263.655181531,1,1
1e+22,heldout,68,exponential,0.8,2048,3x,2.14892026384,5.47758737123,263.655177721,1,1
1e+22,heldout,68,exponential,0.8,2048,5x,2.14892026384,5.47758823816,263.655139094,1,1
1e+22,heldout,68,exponential,0.8,2048,free,2.14892026384,5.47758784701,263.655156522,1,1
1e+22,heldout,68,exponential,0.8,32768,1x,2.19694581072,3.94230500144,191.170580922,1,1
1e+22,heldout,68,exponential,0.8,32768,2x,2.19694581072,3.94230538974,191.170563107,1,1
1e+22,heldout,68,exponential,0.8,32768,3x,2.19694581072,3.94230560191,191.170553373,1,1
1e+22,heldout,68,exponential,0.8,32768,5x,2.19694581072,3.94230558666,191.170554073,1,1
1e+22,heldout,68,exponential,0.8,32768,free,2.19694581072,3.94230558909,191.170553961,1,1
1e+22,heldout,68,power,0.2,2048,1x,2.15293961363,5.79725719832,237.247362689,1,1
1e+22,heldout,68,power,0.2,2048,2x,2.15293961363,5.79725679611,237.2473772,1,1
1e+22,heldout,68,power,0.2,2048,3x,2.15293961363,5.79725679611,237.2473772,1,1
1e+22,heldout,68,power,0.2,2048,5x,2.15293961363,5.79725714876,237.247364477,1,1
1e+22,heldout,68,power,0.2,2048,free,2.15293961363,5.797257123,237.247365406,1,1
1e+22,heldout,68,power,0.2,32768,1x,2.20016532812,4.11476104945,176.53165476,1,1
1e+22,heldout,68,power,0.2,32768,2x,2.20016532812,4.11476119444,176.531649088,1,1
1e+22,heldout,68,power,0.2,32768,3x,2.20016532812,4.11476137778,176.531641915,1,1
1e+22,heldout,68,power,0.2,32768,5x,2.20016532812,4.11476129397,176.531645194,1,1
1e+22,heldout,68,power,0.2,32768,free,2.20016532812,4.11476129002,176.531645349,1,1
1e+22,heldout,68,power,0.8,2048,1x,2.14917501393,5.49803640773,261.833471041,1,1
1e+22,heldout,68,power,0.8,2048,2x,2.14917501393,5.49803664099,261.833460791,1,1
1e+22,heldout,68,power,0.8,2048,3x,2.14917501393,5.49803663045,261.833461255,1,1
1e+22,heldout,68,power,0.8,2048,5x,2.14917501393,5.49803676964,261.833455138,1,1
1e+22,heldout,68,power,0.8,2048,free,2.14917501393,5.49803659847,261.83346266,1,1
1e+22,heldout,68,power,0.8,32768,1x,2.1971480443,3.95322306718,190.189344747,1,1
1e+22,heldout,68,power,0.8,32768,2x,2.1971480443,3.95322398524,190.189303059,1,1
1e+22,heldout,68,power,0.8,32768,3x,2.1971480443,3.95322315624,190.189340702,1,1
1e+22,heldout,68,power,0.8,32768,5x,2.1971480443,3.9532231121,190.189342707,1,1
1e+22,heldout,68,power,0.8,32768,free,2.1971480443,3.95322362987,190.189319196,1,1
1e+22,heldout,68,logarithmic,0.2,2048,1x,2.14849426257,5.44332867895,266.751134524,1,1
1e+22,heldout,68,logarithmic,0.2,2048,2x,2.14849426257,5.44332926386,266.751107847,1,1
1e+22,heldout,68,logarithmic,0.2,2048,3x,2.14849426257,5.44332914197,266.751113406,1,1
1e+22,heldout,68,logarithmic,0.2,2048,5x,2.14849426257,5.44332918404,266.751111488,1,1
1e+22,heldout,68,logarithmic,0.2,2048,free,2.14849426257,5.44332887144,266.751125745,1,1
1e+22,heldout,68,logarithmic,0.2,32768,1x,2.19660821552,3.92405164142,192.828549461,1,1
1e+22,heldout,68,logarithmic,0.2,32768,2x,2.19660821552,3.92405153135,192.828554598,1,1
1e+22,heldout,68,logarithmic,0.2,32768,3x,2.19660821552,3.92405207032,192.82852944,1,1
1e+22,heldout,68,logarithmic,0.2,32768,5x,2.19660821552,3.92405214087,192.828526147,1,1
1e+22,heldout,68,logarithmic,0.2,32768,free,2.19660821552,3.92405218863,192.828523918,1,1
1e+22,heldout,68,logarithmic,0.8,2048,1x,2.14403944083,5.13977238437,299.892999985,1,1
1e+22,heldout,68,logarithmic,0.8,2048,2x,2.14403638672,5.07924577115,303.423143266,1,1
1e+22,heldout,68,logarithmic,0.8,2048,3x,2.14403638672,5.07924579164,303.423142058,1,1
1e+22,heldout,68,logarithmic,0.8,2048,5x,2.14403638672,5.07924548351,303.42316024,1,1
1e+22,heldout,68,logarithmic,0.8,2048,free,2.14403638672,5.07924575756,303.423144068,1,1
1e+22,heldout,68,logarithmic,0.8,32768,1x,2.19312305837,3.7333454564,211.558422875,1,1
1e+22,heldout,68,logarithmic,0.8,32768,2x,2.19312305837,3.73334520066,211.558437244,1,1
1e+22,heldout,68,logarithmic,0.8,32768,3x,2.19312305837,3.73334544375,211.558423586,1,1
1e+22,heldout,68,logarithmic,0.8,32768,5x,2.19312305837,3.73334537333,211.558427542,1,1
1e+22,heldout,68,logarithmic,0.8,32768,free,2.19312305837,3.73334550306,211.558420253,1,1
1e+22,heldout,101,exponential,0.2,2048,1x,2.15115447652,5.65528597024,248.452095491,1,1
1e+22,heldout,101,exponential,0.2,2048,2x,2.15115447652,5.65528650141,248.452074474,1,1
1e+22,heldout,101,exponential,0.2,2048,3x,2.15115447652,5.65528609063,248.452090727,1,1
1e+22,heldout,101,exponential,0.2,2048,5x,2.15115447652,5.65528594553,248.452096468,1,1
1e+22,heldout,101,exponential,0.2,2048,free,2.15115447652,5.6552860993,248.452090384,1,1
1e+22,heldout,101,exponential,0.2,32768,1x,2.19872447484,4.03775974721,182.850430585,1,1
1e+22,heldout,101,exponential,0.2,32768,2x,2.19872447484,4.03775953955,182.8504393,1,1
1e+22,heldout,101,exponential,0.2,32768,3x,2.19872447484,4.03775961463,182.850436149,1,1
1e+22,heldout,101,exponential,0.2,32768,5x,2.19872447484,4.0377600657,182.850417217,1,1
1e+22,heldout,101,exponential,0.2,32768,free,2.19872447484,4.03775971167,182.850432076,1,1
1e+22,heldout,101,exponential,0.8,2048,1x,2.14893072862,5.47768156427,263.650980948,1,1
1e+22,heldout,101,exponential,0.8,2048,2x,2.14893072862,5.47768106536,263.651003177,1,1
1e+22,heldout,101,exponential,0.8,2048,3x,2.14893072862,5.4776816933,263.650975199,1,1
1e+22,heldout,101,exponential,0.8,2048,5x,2.14893072862,5.47768147219,263.650985051,1,1
1e+22,heldout,101,exponential,0.8,2048,free,2.14893072862,5.47768085656,263.65101248,1,1
1e+22,heldout,101,exponential,0.8,32768,1x,2.19695061821,3.94239651365,191.16638256,1,1
1e+22,heldout,101,exponential,0.8,32768,2x,2.19695061821,3.94239651199,191.166382636,1,1
1e+22,heldout,101,exponential,0.8,32768,3x,2.19695061821,3.94239661135,191.166378078,1,1
1e+22,heldout,101,exponential,0.8,32768,5x,2.19695061821,3.94239642952,191.166386419,1,1
1e+22,heldout,101,exponential,0.8,32768,free,2.19695061821,3.94239655894,191.166380482,1,1
1e+22,heldout,101,power,0.2,2048,1x,2.15294953302,5.79731326516,237.245339968,1,1
1e+22,heldout,101,power,0.2,2048,2x,2.15294953302,5.79731323286,237.245341133,1,1
1e+22,heldout,101,power,0.2,2048,3x,2.15294953302,5.79731236944,237.245372282,1,1
1e+22,heldout,101,power,0.2,2048,5x,2.15294953302,5.79731339099,237.245335428,1,1
1e+22,heldout,101,power,0.2,2048,free,2.15294953302,5.7973132764,237.245339562,1,1
1e+22,heldout,101,power,0.2,32768,1x,2.2001697081,4.11483100068,176.528918218,1,1
1e+22,heldout,101,power,0.2,32768,2x,2.2001697081,4.11483182712,176.528885888,1,1
1e+22,heldout,101,power,0.2,32768,3x,2.2001697081,4.11483102618,176.528917221,1,1
1e+22,heldout,101,power,0.2,32768,5x,2.2001697081,4.11483110955,176.528913959,1,1
1e+22,heldout,101,power,0.2,32768,free,2.2001697081,4.11483133416,176.528905172,1,1
1e+22,heldout,101,power,0.8,2048,1x,2.14918544318,5.49812750477,261.829468103,1,1
1e+22,heldout,101,power,0.8,2048,2x,2.14918544318,5.49812786187,261.829452412,1,1
1e+22,heldout,101,power,0.8,2048,3x,2.14918544318,5.49812759708,261.829464047,1,1
1e+22,heldout,101,power,0.8,2048,5x,2.14918544318,5.49812699668,261.829490429,1,1
1e+22,heldout,101,power,0.8,2048,free,2.14918544318,5.49812777305,261.829456315,1,1
1e+22,heldout,101,power,0.8,32768,1x,2.19715282431,3.95331277849,190.185271145,1,1
1e+22,heldout,101,power,0.8,32768,2x,2.19715282431,3.95331342879,190.185241617,1,1
1e+22,heldout,101,power,0.8,32768,3x,2.19715282431,3.95331267803,190.185275707,1,1
1e+22,heldout,101,power,0.8,32768,5x,2.19715282431,3.95331286648,190.18526715,1,1
1e+22,heldout,101,power,0.8,32768,free,2.19715282431,3.95331346785,190.185239844,1,1
1e+22,heldout,101,logarithmic,0.2,2048,1x,2.14850478707,5.44342563575,266.746712567,1,1
1e+22,heldout,101,logarithmic,0.2,2048,2x,2.14850478707,5.44342658883,266.7466691,1,1
1e+22,heldout,101,logarithmic,0.2,2048,3x,2.14850478707,5.4434264656,266.74667472,1,1
1e+22,heldout,101,logarithmic,0.2,2048,5x,2.14850478707,5.44342627733,266.746683307,1,1
1e+22,heldout,101,logarithmic,0.2,2048,free,2.14850478707,5.44342571114,266.746709128,1,1
1e+22,heldout,101,logarithmic,0.2,32768,1x,2.19661306908,3.92414490976,192.824195992,1,1
1e+22,heldout,101,logarithmic,0.2,32768,2x,2.19661306908,3.92414460405,192.824210261,1,1
1e+22,heldout,101,logarithmic,0.2,32768,3x,2.19661306908,3.92414468658,192.824206409,1,1
1e+22,heldout,101,logarithmic,0.2,32768,5x,2.19661306908,3.92414482883,192.82419977,1,1
1e+22,heldout,101,logarithmic,0.2,32768,free,2.19661306908,3.92414476882,192.824202571,1,1
1e+22,heldout,101,logarithmic,0.8,2048,1x,2.14405060167,5.13977238466,299.892999968,1,1
1e+22,heldout,101,logarithmic,0.8,2048,2x,2.1440475621,5.0793883046,303.414732548,1,1
1e+22,heldout,101,logarithmic,0.8,2048,3x,2.1440475621,5.07938750025,303.414780011,1,1
1e+22,heldout,101,logarithmic,0.8,2048,5x,2.1440475621,5.07938750025,303.414780011,1,1
1e+22,heldout,101,logarithmic,0.8,2048,free,2.1440475621,5.07938792394,303.41475501,1,1
1e+22,heldout,101,logarithmic,0.8,32768,1x,2.19312840313,3.73346256654,211.551843116,1,1
1e+22,heldout,101,logarithmic,0.8,32768,2x,2.19312840313,3.73346223189,211.551861918,1,1
1e+22,heldout,101,logarithmic,0.8,32768,3x,2.19312840313,3.73346270706,211.551835222,1,1
1e+22,heldout,101,logarithmic,0.8,32768,5x,2.19312840313,3.73346287004,211.551826065,1,1
1e+22,heldout,101,logarithmic,0.8,32768,free,2.19312840313,3.73346292853,211.551822779,1,1
1e+22,heldout,102,exponential,0.2,2048,1x,2.15115367854,5.65566922637,248.43693271,1,1
1e+22,heldout,102,exponential,0.2,2048,2x,2.15115367854,5.65566997212,248.436903207,1,1
1e+22,heldout,102,exponential,0.2,2048,3x,2.15115367854,5.65566993608,248.436904633,1,1
1e+22,heldout,102,exponential,0.2,2048,5x,2.15115367854,5.65566995551,248.436903864,1,1
1e+22,heldout,102,exponential,0.2,2048,free,2.15115367854,5.6556698541,248.436907876,1,1
1e+22,heldout,102,exponential,0.2,32768,1x,2.19872838411,4.03800645145,182.840076486,1,1
1e+22,heldout,102,exponential,0.2,32768,2x,2.19872838411,4.03800608031,182.840092062,1,1
1e+22,heldout,102,exponential,0.2,32768,3x,2.19872838411,4.03800621079,182.840086586,1,1
1e+22,heldout,102,exponential,0.2,32768,5x,2.19872838411,4.03800606447,182.840092727,1,1
1e+22,heldout,102,exponential,0.2,32768,free,2.19872838411,4.03800676491,182.840063331,1,1
1e+22,heldout,102,exponential,0.8,2048,1x,2.14892985254,5.47804860362,263.634628778,1,1
1e+22,heldout,102,exponential,0.8,2048,2x,2.14892985254,5.47804816344,263.634648387,1,1
1e+22,heldout,102,exponential,0.8,2048,3x,2.14892985254,5.47804815389,263.634648813,1,1
1e+22,heldout,102,exponential,0.8,2048,5x,2.14892985254,5.47804829153,263.634642681,1,1
