kind,improvement_over_compute_only,bootstrap_low95,bootstrap_high95,p_bootstrap_improvement
time_only,-4.045958111968656,-5.627752902043178,0.07884824244593415,0.027666666666666666
structural,-0.051127670474728326,-0.24618204769696664,0.12197579940757397,0.24133333333333334
