strategy,mixture_loss,delta_p,support_class,observed_training_row,max_share,knn5,mahalanobis,pca_residual,knn5_p95,mahalanobis_p95,pca_residual_p95,knn5_p99,mahalanobis_p99,pca_residual_p99,train_the_pile_arxiv,train_the_pile_freelaw,train_the_pile_nih_exporter,train_the_pile_pubmed_central,train_the_pile_wikipedia_en,train_the_pile_dm_mathematics,train_the_pile_github,train_the_pile_philpapers,train_the_pile_stackexchange,train_the_pile_enron_emails,train_the_pile_gutenberg_pg_19,train_the_pile_pile_cc,train_the_pile_ubuntu_irc,train_the_pile_europarl,train_the_pile_hackernews,train_the_pile_pubmed_abstracts,train_the_pile_uspto_backgrounds
P0_reference,5.21742885026,0,in-support,-1,0.0588235294118,2.16283158922,2.09500248582,0.482098310266,2.85491099071,18.3105908705,1.34639906102,2.95079587523,20.9167868498,1.52408890793,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118,0.0588235294118
P1_observed_support,4.72012565597,-0.497303194293,in-support,71,0.363,2.08649663383,3.57224787173,1.24288176018,2.85491099071,18.3105908705,1.34639906102,2.95079587523,20.9167868498,1.52408890793,0.038,0.024,0,0.363,0.006,0.138,0.185,0.003,0.021,0,0.072,0.037,0.041,0.02,0.026,0.016,0.01
P2_continuous_support,4.6618409373,-0.555587912958,in-support,-1,0.296290436348,2.06883443207,3.59512148443,1.14139977262,2.85491099071,18.3105908705,1.34639906102,2.95079587523,20.9167868498,1.52408890793,0.0598380077896,0.0358403034972,7.13125260515e-19,0.296290436348,0.0294732765141,0.0957328326979,0.152579818464,0.00172412940124,0.117565139582,4.17414655148e-18,0.087282926699,0.0246647308237,0.0209648527208,0.0211021146471,0.0130303160362,0.0242316596079,0.0196794551706
P3_loose_simplex,4.32439405613,-0.893034794135,in-support,-1,0.19343217479,2.50338725852,15.0965425854,0.862161790118,2.85491099071,18.3105908705,1.34639906102,2.95079587523,20.9167868498,1.52408890793,0.0628091809271,0.0650428822696,4.08622714337e-07,0.0715676990557,0.0114756406668,0.19343217479,0.039949335865,4.08622714337e-07,0.0913200984894,4.08622714337e-07,4.08622714337e-07,0.185504118193,0.164659704583,4.08622714337e-07,4.08622714337e-07,0.0477314087836,0.0665053046411
