budget,theory_eN,theory_eD,theory_D_over_N_exponent,numeric_eN,numeric_eD,numeric_D_over_N_exponent,N_abs_gap,D_abs_gap,Q_saturated
1e+22,0.451522145158,0.548477854842,0.0969557096848,0.408730053275,0.628092585264,0.21936253199,0.0427920918831,0.0796147304218,True
1e+24,0.451522145158,0.548477854842,0.0969557096848,0.444625098645,0.561339540469,0.116714441824,0.00689704651228,0.0128616856268,True
1e+25,0.451522145158,0.548477854842,0.0969557096848,0.449016369401,0.553153640647,0.104137271246,0.0025057757567,0.00467578580466,True
1e+27,0.451522145158,0.548477854842,0.0969557096848,0.451246146554,0.549028987525,0.0977828409715,0.000275998603884,0.000551132682743,True
1e+29,0.451522145158,0.548477854842,0.0969557096848,0.451415193665,0.548619254313,0.0972040606482,0.000106951492901,0.000141399470491,True
