dataset,version,n_mixtures,mean_loss_spearman,centered_slope,slope_ci_low,slope_ci_high,mean_loss_bias,evidence_status
test_1m,v1,256,0.492021915770199,0.9001835487354815,0.7151812101534651,1.0850341106744996,0.0540029658238435,retrospective_test_diagnostic_not_new_blind_validation
test_60m,v1,256,0.4632803559166857,0.6583446513314195,0.5078056010143007,0.8195549000487309,1.5133737545121135,retrospective_test_diagnostic_not_new_blind_validation
test_1B,v1,64,0.662179487179487,0.2851466261846959,0.1811934991259313,0.3980703271596983,2.9114481710393365,retrospective_test_diagnostic_not_new_blind_validation
test_1m,v2,256,0.7305633440146485,0.8635176309414964,0.7704508707462769,0.966655791849894,0.0436116524058998,selected_ALR_ElasticNet_retrospective_not_blind
test_60m,v2,256,0.6891258010986494,0.635567803083315,0.5527473624058101,0.7330562180278565,1.5029824410941697,selected_ALR_ElasticNet_retrospective_not_blind
test_1B,v2,64,0.6577380952380951,0.2087983180382605,0.1579841961679908,0.2691224756356647,2.6128643639280007,selected_ALR_ElasticNet_retrospective_not_blind
