horizon_months,target_date,compute_scenario,regime,p_scenario,compute_budget,N_B,D_B,Q_B,loss,benchmark,bridge_cv_rmse,bridge_error_band_low,bridge_error_band_high,bridge_loss_range_status,extrapolation
12,2026-01-31,strong_slowdown,E2_free_scaling,P1_observed_support_lambda0.25,5.637818030377867e+24,85.65725986937801,9591.677235315216,1.0,1.7387319870952038,28.20892300759136,11.86412981770644,4.955228564886738,51.46261745029598,inside,strong
24,2027-01-31,continuation,E0_empirical,P0_reference,1.8101020176636807e+26,11.965825000000002,299.893,0.9999999999999999,2.0933794714890714,18.011195607572333,11.86412981770644,0.0,41.264890050276954,inside,strong
24,2027-01-31,continuation,E0_empirical,P1_observed_support_lambda0.25,1.8101020176636807e+26,11.965825000000002,299.893,0.9999999999999999,1.9690536729158215,21.219431438298272,11.86412981770644,0.0,44.47312588100289,inside,strong
24,2027-01-31,continuation,E1_moderate_3x,P0_reference,1.8101020176636807e+26,35.89747500000001,899.6789999999999,1.0,1.9793992513321863,20.93726152720495,11.86412981770644,0.0,44.19095596990957,inside,strong
24,2027-01-31,continuation,E1_moderate_3x,P1_observed_support_lambda0.25,1.8101020176636807e+26,35.89747500000001,899.6789999999999,1.0,1.8550734527589363,24.510885400250874,11.86412981770644,1.2571909575462534,47.7645798429555,inside,strong
24,2027-01-31,continuation,E2_free_scaling,P0_reference,1.8101020176636807e+26,407.8778735557793,64993.07385412472,1.0,1.7914446651296776,26.49207356765235,11.86412981770644,3.2383791249477305,49.74576801035697,inside,strong
24,2027-01-31,continuation,E2_free_scaling,P1_observed_support_lambda0.25,1.8101020176636807e+26,407.8778735557793,64993.07385412472,1.0,1.6671188665564276,30.64630049121587,11.86412981770644,7.392606048511251,53.899994933920496,inside,strong
24,2027-01-31,moderate_slowdown,E0_empirical,P0_reference,2.49340794614254e+25,11.965825000000002,299.893,0.9999999999999999,2.0933794714890714,18.011195607572333,11.86412981770644,0.0,41.264890050276954,inside,strong
24,2027-01-31,moderate_slowdown,E0_empirical,P1_observed_support_lambda0.25,2.49340794614254e+25,11.965825000000002,299.893,0.9999999999999999,1.9690536729158215,21.219431438298272,11.86412981770644,0.0,44.47312588100289,inside,strong
24,2027-01-31,moderate_slowdown,E1_moderate_3x,P0_reference,2.49340794614254e+25,35.89747500000001,899.6789999999999,1.0,1.9793992513321863,20.93726152720495,11.86412981770644,0.0,44.19095596990957,inside,strong
24,2027-01-31,moderate_slowdown,E1_moderate_3x,P1_observed_support_lambda0.25,2.49340794614254e+25,35.89747500000001,899.6789999999999,1.0,1.8550734527589363,24.510885400250874,11.86412981770644,1.2571909575462534,47.7645798429555,inside,strong
24,2027-01-31,moderate_slowdown,E2_free_scaling,P0_reference,2.49340794614254e+25,167.01973735683927,21822.051940709927,1.0,1.827638305280756,25.35269355352022,11.86412981770644,2.0989991108155976,48.60638799622484,inside,strong
24,2027-01-31,moderate_slowdown,E2_free_scaling,P1_observed_support_lambda0.25,2.49340794614254e+25,167.01973735683927,21822.051940709927,1.0,1.7033125067075061,29.399712237733784,11.86412981770644,6.146017795029163,52.65340668043841,inside,strong
24,2027-01-31,strong_slowdown,E0_empirical,P0_reference,9.254191505955551e+24,11.965825000000002,299.893,0.9999999999999999,2.0933794714890714,18.011195607572333,11.86412981770644,0.0,41.264890050276954,inside,strong
24,2027-01-31,strong_slowdown,E0_empirical,P1_observed_support_lambda0.25,9.254191505955551e+24,11.965825000000002,299.893,0.9999999999999999,1.9690536729158215,21.219431438298272,11.86412981770644,0.0,44.47312588100289,inside,strong
24,2027-01-31,strong_slowdown,E1_moderate_3x,P0_reference,9.254191505955551e+24,35.89747500000001,899.6789999999999,1.0,1.9793992513321863,20.93726152720495,11.86412981770644,0.0,44.19095596990957,inside,strong
24,2027-01-31,strong_slowdown,E1_moderate_3x,P1_observed_support_lambda0.25,9.254191505955551e+24,35.89747500000001,899.6789999999999,1.0,1.8550734527589363,24.510885400250874,11.86412981770644,1.2571909575462534,47.7645798429555,inside,strong
24,2027-01-31,strong_slowdown,E2_free_scaling,P0_reference,9.254191505955551e+24,106.98333137759388,12621.491300188354,1.0,1.8503349597293877,24.654921278559407,11.86412981770644,1.4012268358547857,47.90861572126403,inside,strong
24,2027-01-31,strong_slowdown,E2_free_scaling,P1_observed_support_lambda0.25,9.254191505955551e+24,106.98333137759388,12621.491300188354,1.0,1.7260091611561377,28.633280420438272,11.86412981770644,5.379585977733651,51.886974863142896,inside,strong
