folder,file,model_name,result_date,tasks
JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_1ep,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_1ep\results_2024-12-31T02-18-06.890327.json,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_1ep,1735610392.6931112,44
JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_2ep,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_2ep\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_2ep,1735609007.5954583,44
JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam,1735608820.6431608,44
JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_1ep,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_1ep\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_1ep,1735610773.1320188,44
JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_2ep,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_2ep\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_2ep,1735610710.5030174,44
JayHyeon_Qwen2.5-0.5B-SFT-5e-5,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-5e-5\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen2.5-0.5B-SFT-5e-5,1735374972.6366026,44
JayHyeon_Qwen2.5-0.5B-SFT-5e-5-2ep,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-5e-5-2ep\results_2024-12-30T00-39-05.683860.json,JayHyeon/Qwen2.5-0.5B-SFT-5e-5-2ep,1735517231.1453555,44
JayHyeon_Qwen2.5-0.5B-SFT-5e-5-3ep,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-5e-5-3ep\results_2024-12-29T15-05-41.185341.json,JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,1735483037.911985,44
JayHyeon_Qwen2.5-0.5B-SFT-5e-5-5ep,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-5e-5-5ep\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen2.5-0.5B-SFT-5e-5-5ep,1735542495.4053273,44
JayHyeon_Qwen2.5-0.5B-SFT-7e-5,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-7e-5\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen2.5-0.5B-SFT-7e-5,1735375640.5465477,44
JayHyeon_Qwen2.5-0.5B-SFT-7e-5-2ep,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-7e-5-2ep\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen2.5-0.5B-SFT-7e-5-2ep,1735517231.1452763,44
JayHyeon_Qwen2.5-0.5B-SFT-7e-5-3ep,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-7e-5-3ep\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen2.5-0.5B-SFT-7e-5-3ep,1735483037.8439703,44
JayHyeon_Qwen2.5-0.5B-SFT-7e-5-5ep,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-7e-5-5ep\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen2.5-0.5B-SFT-7e-5-5ep,1735542682.6538439,44
JayHyeon_Qwen2.5-0.5B-SFT-DPO-1epoch_v1,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-DPO-1epoch_v1\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen2.5-0.5B-SFT-DPO-1epoch_v1,1735353799.0755575,44
JayHyeon_Qwen2.5-0.5B-SFT-MDPO-1epoch_v1,detailed_results\JayHyeon_Qwen2.5-0.5B-SFT-MDPO-1epoch_v1\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen2.5-0.5B-SFT-MDPO-1epoch_v1,1735279061.218037,44
JayHyeon_Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.1,detailed_results\JayHyeon_Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.1\results_2025-02-24T22-44-46.252795.json,JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.1,1740435213.6750486,44
JayHyeon_Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.3,detailed_results\JayHyeon_Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.3\results_2025-02-18T17-55-04.123975.json,JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.3,1739899343.2591748,44
JayHyeon_Qwen_0.5-DPOP_1e-6-3ep_0alp_5lam,detailed_results\JayHyeon_Qwen_0.5-DPOP_1e-6-3ep_0alp_5lam\results_2025-01-14T02-50-52.528378.json,JayHyeon/Qwen_0.5-DPOP_1e-6-3ep_0alp_5lam,1736821033.3458312,44
JayHyeon_Qwen_0.5-DPOP_1e-7-3ep_0alp_5lam,detailed_results\JayHyeon_Qwen_0.5-DPOP_1e-7-3ep_0alp_5lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-DPOP_1e-7-3ep_0alp_5lam,1736795713.0442371,44
JayHyeon_Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,detailed_results\JayHyeon_Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam\results_2025-01-09T03-58-26.030948.json,JayHyeon/Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,1736393990.4047482,44
JayHyeon_Qwen_0.5-DPOP_3e-6-2ep_0alp_5lam,detailed_results\JayHyeon_Qwen_0.5-DPOP_3e-6-2ep_0alp_5lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-DPOP_3e-6-2ep_0alp_5lam,1736393504.2757258,44
JayHyeon_Qwen_0.5-DPOP_3e-6-3ep_0alp_5lam,detailed_results\JayHyeon_Qwen_0.5-DPOP_3e-6-3ep_0alp_5lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-DPOP_3e-6-3ep_0alp_5lam,1736393929.4991562,44
JayHyeon_Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam,detailed_results\JayHyeon_Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam\results_2025-01-15T05-30-28.203370.json,JayHyeon/Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam,1736917849.3978484,44
JayHyeon_Qwen_0.5-DPOP_3e-7-2ep_0alp_5lam,detailed_results\JayHyeon_Qwen_0.5-DPOP_3e-7-2ep_0alp_5lam\results_2025-01-15T05-21-45.094032.json,JayHyeon/Qwen_0.5-DPOP_3e-7-2ep_0alp_5lam,1736917351.1485527,44
JayHyeon_Qwen_0.5-DPOP_3e-7-3ep_0alp_5lam,detailed_results\JayHyeon_Qwen_0.5-DPOP_3e-7-3ep_0alp_5lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-DPOP_3e-7-3ep_0alp_5lam,1736931083.7017517,44
JayHyeon_Qwen_0.5-DPOP_5e-7-1ep_0alp_5lam,detailed_results\JayHyeon_Qwen_0.5-DPOP_5e-7-1ep_0alp_5lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-DPOP_5e-7-1ep_0alp_5lam,1736391074.5938687,44
JayHyeon_Qwen_0.5-DPOP_5e-7-2ep_0alp_5lam,detailed_results\JayHyeon_Qwen_0.5-DPOP_5e-7-2ep_0alp_5lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-DPOP_5e-7-2ep_0alp_5lam,1736390528.6092985,44
JayHyeon_Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam,detailed_results\JayHyeon_Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam\results_2025-01-09T03-09-40.868283.json,JayHyeon/Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam,1736390226.8484313,44
JayHyeon_Qwen_0.5-DPO_1e-6-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-DPO_1e-6-3ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-DPO_1e-6-3ep_0alp_0lam,1736781677.607868,44
JayHyeon_Qwen_0.5-DPO_1e-7-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-DPO_1e-7-3ep_0alp_0lam\results_2025-01-13T18-49-20.675984.json,JayHyeon/Qwen_0.5-DPO_1e-7-3ep_0alp_0lam,1736792145.8061352,44
JayHyeon_Qwen_0.5-DPO_3e-6-1ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-DPO_3e-6-1ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-DPO_3e-6-1ep_0alp_0lam,1736392895.6698842,44
JayHyeon_Qwen_0.5-DPO_3e-6-2ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-DPO_3e-6-2ep_0alp_0lam\results_2025-01-09T03-35-02.133914.json,JayHyeon/Qwen_0.5-DPO_3e-6-2ep_0alp_0lam,1736392531.8401194,44
JayHyeon_Qwen_0.5-DPO_3e-6-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-DPO_3e-6-3ep_0alp_0lam\results_2025-01-07T23-53-04.755874.json,JayHyeon/Qwen_0.5-DPO_3e-6-3ep_0alp_0lam,1736291892.8311465,44
JayHyeon_Qwen_0.5-DPO_3e-7-1ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-DPO_3e-7-1ep_0alp_0lam\results_2025-01-15T09-12-32.791967.json,JayHyeon/Qwen_0.5-DPO_3e-7-1ep_0alp_0lam,1736931082.219908,44
JayHyeon_Qwen_0.5-DPO_3e-7-2ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-DPO_3e-7-2ep_0alp_0lam\results_2025-01-15T09-11-14.790371.json,JayHyeon/Qwen_0.5-DPO_3e-7-2ep_0alp_0lam,1736931083.8135724,44
JayHyeon_Qwen_0.5-DPO_3e-7-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-DPO_3e-7-3ep_0alp_0lam\results_2025-01-15T09-23-39.196530.json,JayHyeon/Qwen_0.5-DPO_3e-7-3ep_0alp_0lam,1736931081.8493688,44
JayHyeon_Qwen_0.5-DPO_5e-7-1ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-DPO_5e-7-1ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-DPO_5e-7-1ep_0alp_0lam,1737803493.5851493,44
JayHyeon_Qwen_0.5-DPO_5e-7-2ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-DPO_5e-7-2ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-DPO_5e-7-2ep_0alp_0lam,1736389141.7153735,44
JayHyeon_Qwen_0.5-DPO_5e-7-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-DPO_5e-7-3ep_0alp_0lam\results_2025-01-08T03-45-44.132699.json,JayHyeon/Qwen_0.5-DPO_5e-7-3ep_0alp_0lam,1736306158.3530648,44
JayHyeon_Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-IPO_5e-7-1ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,1737863782.2247984,44
JayHyeon_Qwen_0.5-IPO_5e-7-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-IPO_5e-7-3ep_0alp_0lam\results_2025-01-26T04-48-22.284565.json,JayHyeon/Qwen_0.5-IPO_5e-7-3ep_0alp_0lam,1737865184.6565015,44
JayHyeon_Qwen_0.5-IRPO_1e-6-3ep_1alp_0lam,detailed_results\JayHyeon_Qwen_0.5-IRPO_1e-6-3ep_1alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-IRPO_1e-6-3ep_1alp_0lam,1736815603.2348459,44
JayHyeon_Qwen_0.5-IRPO_1e-7-3ep_1alp_0lam,detailed_results\JayHyeon_Qwen_0.5-IRPO_1e-7-3ep_1alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-IRPO_1e-7-3ep_1alp_0lam,1736781187.2501178,44
JayHyeon_Qwen_0.5-IRPO_3e-6-1ep_1alp_0lam,detailed_results\JayHyeon_Qwen_0.5-IRPO_3e-6-1ep_1alp_0lam\results_2025-01-09T04-15-28.904556.json,JayHyeon/Qwen_0.5-IRPO_3e-6-1ep_1alp_0lam,1736394909.2108536,44
JayHyeon_Qwen_0.5-IRPO_3e-6-2ep_1alp_0lam,detailed_results\JayHyeon_Qwen_0.5-IRPO_3e-6-2ep_1alp_0lam\results_2025-01-09T04-04-45.876414.json,JayHyeon/Qwen_0.5-IRPO_3e-6-2ep_1alp_0lam,1736394355.4569175,44
JayHyeon_Qwen_0.5-IRPO_3e-6-3ep_1alp_0lam,detailed_results\JayHyeon_Qwen_0.5-IRPO_3e-6-3ep_1alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-IRPO_3e-6-3ep_1alp_0lam,1736394051.2511382,44
JayHyeon_Qwen_0.5-IRPO_3e-7-1ep_1alp_0lam,detailed_results\JayHyeon_Qwen_0.5-IRPO_3e-7-1ep_1alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-IRPO_3e-7-1ep_1alp_0lam,1736931082.1268132,44
JayHyeon_Qwen_0.5-IRPO_3e-7-3ep_1alp_0lam,detailed_results\JayHyeon_Qwen_0.5-IRPO_3e-7-3ep_1alp_0lam\results_2025-01-15T09-24-06.937216.json,JayHyeon/Qwen_0.5-IRPO_3e-7-3ep_1alp_0lam,1736931086.154654,44
JayHyeon_Qwen_0.5-IRPO_5e-7-1ep_1alp_0lam,detailed_results\JayHyeon_Qwen_0.5-IRPO_5e-7-1ep_1alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-IRPO_5e-7-1ep_1alp_0lam,1736392470.3710902,44
JayHyeon_Qwen_0.5-IRPO_5e-7-2ep_1alp_0lam,detailed_results\JayHyeon_Qwen_0.5-IRPO_5e-7-2ep_1alp_0lam\results_2025-01-09T03-26-15.034504.json,JayHyeon/Qwen_0.5-IRPO_5e-7-2ep_1alp_0lam,1736392048.1501443,44
JayHyeon_Qwen_0.5-IRPO_5e-7-3ep_1alp_0lam,detailed_results\JayHyeon_Qwen_0.5-IRPO_5e-7-3ep_1alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-IRPO_5e-7-3ep_1alp_0lam,1736391927.985705,44
JayHyeon_Qwen_0.5-MDPO_0.1_3e-6-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.1_3e-6-3ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-MDPO_0.1_3e-6-3ep_0alp_0lam,1736789119.1143203,44
JayHyeon_Qwen_0.5-MDPO_0.1_5e-7-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.1_5e-7-3ep_0alp_0lam\results_2025-01-21T07-13-13.514593.json,JayHyeon/Qwen_0.5-MDPO_0.1_5e-7-3ep_0alp_0lam,1737441582.489225,44
JayHyeon_Qwen_0.5-MDPO_0.3_3e-6-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.3_3e-6-3ep_0alp_0lam\results_2025-01-09T04-48-35.371892.json,JayHyeon/Qwen_0.5-MDPO_0.3_3e-6-3ep_0alp_0lam,1736396176.2378757,44
JayHyeon_Qwen_0.5-MDPO_0.3_5e-7-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.3_5e-7-3ep_0alp_0lam\results_2025-01-09T04-44-39.692037.json,JayHyeon/Qwen_0.5-MDPO_0.3_5e-7-3ep_0alp_0lam,1736395922.908302,44
JayHyeon_Qwen_0.5-MDPO_0.5_1e-5-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.5_1e-5-3ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-MDPO_0.5_1e-5-3ep_0alp_0lam,1736792147.2588718,44
JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,1736931081.8510125,44
JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-2ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-2ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-2ep_0alp_0lam,1736919334.0332794,44
JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.5_3e-7-3ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-3ep_0alp_0lam,1736931082.3228414,44
JayHyeon_Qwen_0.5-MDPO_0.5_4e-6-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.5_4e-6-3ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-MDPO_0.5_4e-6-3ep_0alp_0lam,1736815835.7654533,44
JayHyeon_Qwen_0.5-MDPO_0.5_6e-6-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.5_6e-6-3ep_0alp_0lam\results_2025-01-13T15-45-01.205704.json,JayHyeon/Qwen_0.5-MDPO_0.5_6e-6-3ep_0alp_0lam,1736781114.3447585,44
JayHyeon_Qwen_0.5-MDPO_0.5_7e-6-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.5_7e-6-3ep_0alp_0lam\results_2025-01-13T17-57-25.419354.json,JayHyeon/Qwen_0.5-MDPO_0.5_7e-6-3ep_0alp_0lam,1736788941.5367534,44
JayHyeon_Qwen_0.5-MDPO_0.5_7e-7-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.5_7e-7-3ep_0alp_0lam\results_2025-01-14T01-52-42.526523.json,JayHyeon/Qwen_0.5-MDPO_0.5_7e-7-3ep_0alp_0lam,1736817471.910543,44
JayHyeon_Qwen_0.5-MDPO_0.7_3e-6-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.7_3e-6-3ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-MDPO_0.7_3e-6-3ep_0alp_0lam,1736396494.1733282,44
JayHyeon_Qwen_0.5-MDPO_0.7_5e-7-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.7_5e-7-3ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-MDPO_0.7_5e-7-3ep_0alp_0lam,1737442172.7051804,44
JayHyeon_Qwen_0.5-MDPO_0.9_5e-7-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-MDPO_0.9_5e-7-3ep_0alp_0lam\results_2025-01-13T17-52-55.439417.json,JayHyeon/Qwen_0.5-MDPO_0.9_5e-7-3ep_0alp_0lam,1736788754.735721,44
JayHyeon_Qwen_0.5-rDPO_3e-6-1ep_0vpo_const_0.1,detailed_results\JayHyeon_Qwen_0.5-rDPO_3e-6-1ep_0vpo_const_0.1\results_2025-02-27T10-38-23.212605.json,JayHyeon/Qwen_0.5-rDPO_3e-6-1ep_0vpo_const_0.1,1740650883.2746649,44
JayHyeon_Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,detailed_results\JayHyeon_Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3\results_2025-02-18T18-02-25.746599.json,JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,1739900050.091903,44
JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_0alp_0lam\results_2025-01-25T09-34-19.451187.json,JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_0alp_0lam,1737795742.5549307,44
JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_10vpo_const,detailed_results\JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_10vpo_const\results_2025-02-25T00-37-19.926047.json,JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_10vpo_const,1740441945.7357166,44
JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_3vpo_const,detailed_results\JayHyeon_Qwen_0.5-VDPO_5e-7-1ep_3vpo_const\results_2025-02-25T00-38-16.358599.json,JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_3vpo_const,1740441917.5931365,44
JayHyeon_Qwen_0.5-VDPO_5e-7-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-VDPO_5e-7-3ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-VDPO_5e-7-3ep_0alp_0lam,1737853933.9763594,44
JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_0alp_0lam\results_2025-02-13T18-27-04.338360.json,JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_0alp_0lam,1737811943.5784597,44
JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_30vpo_const,detailed_results\JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_30vpo_const\results_2025-02-25T03-20-46.678124.json,JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_30vpo_const,1740451742.5088935,44
JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,detailed_results\JayHyeon_Qwen_0.5-VIPO_5e-7-1ep_3vpo_const\results_2025-02-24T17-43-57.079384.json,JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,1740417071.1800542,44
JayHyeon_Qwen_0.5-VIPO_5e-7-3ep_0alp_0lam,detailed_results\JayHyeon_Qwen_0.5-VIPO_5e-7-3ep_0alp_0lam\results_2025-01-26T01-45-44.854883.json,JayHyeon/Qwen_0.5-VIPO_5e-7-3ep_0alp_0lam,1737854304.924566,44
jebish7_gemma-2-9b-it,detailed_results\jebish7_gemma-2-9b-it\results_2025-02-06T20-01-35.038625.json,jebish7/gemma-2-9b-it,1738867493.545631,44
jebish7_Llama-3-Nanda-10B-Chat,detailed_results\jebish7_Llama-3-Nanda-10B-Chat\results_2025-02-18T16-16-25.862303.json,jebish7/Llama-3-Nanda-10B-Chat,1739892973.1392002,44
jebish7_Llama-3.1-8B-Instruct,detailed_results\jebish7_Llama-3.1-8B-Instruct\results_2025-02-06T12-17-02.420246.json,jebish7/Llama-3.1-8B-Instruct,1738842515.2159576,44
jeffmeloy_Qwen2.5-7B-minperplexity-2,detailed_results\jeffmeloy_Qwen2.5-7B-minperplexity-2\results_2024-12-03T20-09-20.636372.json,jeffmeloy/Qwen2.5-7B-minperplexity-2,1733254241.7082632,44
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v0.9,detailed_results\jeffmeloy_Qwen2.5-7B-nerd-uncensored-v0.9\results_2024-11-13T03-54-51.081772.json,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v0.9,1731468378.3435373,44
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.0,detailed_results\jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.0\results_2024-11-14T12-55-04.681817.json,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.0,1731587170.9474974,44
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.1,detailed_results\jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.1\results_2024-11-10T05-48-20.418763.json,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.1,1731216079.695268,44
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.2,detailed_results\jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.2\results_2024-11-10T05-48-59.875913.json,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.2,1731216257.7940288,44
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.3,detailed_results\jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.3\results_2024-11-10T05-52-36.690886.json,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.3,1731216499.7567692,44
jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.5,detailed_results\jeffmeloy_Qwen2.5-7B-nerd-uncensored-v1.5\results_2024-11-20T01-39-50.321433.json,jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.5,1732065169.7220669,44
jeffmeloy_Qwen2.5-7B-olm-v1.2,detailed_results\jeffmeloy_Qwen2.5-7B-olm-v1.2\results_2025-01-01T22-43-57.626039.json,jeffmeloy/Qwen2.5-7B-olm-v1.2,1735769982.8882568,44
jeffmeloy_Qwen2.5-7B-olm-v1.3,detailed_results\jeffmeloy_Qwen2.5-7B-olm-v1.3\results_2025-01-18T04-41-41.249302.json,jeffmeloy/Qwen2.5-7B-olm-v1.3,1737173805.9050202,44
jeffmeloy_Qwen2.5-7B-olm-v1.5,detailed_results\jeffmeloy_Qwen2.5-7B-olm-v1.5\results_2025-02-27T09-43-53.906040.json,jeffmeloy/Qwen2.5-7B-olm-v1.5,1740647001.02363,44
jiangxinyang-shanda_Homer-LLama3-8B,detailed_results\jiangxinyang-shanda_Homer-LLama3-8B\results_2024-11-10T09-58-15.357580.json,jiangxinyang-shanda/Homer-LLama3-8B,1731231045.2288733,44
Jimmy19991222_llama-3-8b-instruct-gapo-v2-bert-f1-beta10-gamma0.3-lr1.0e-6-1minus-rerun,detailed_results\Jimmy19991222_llama-3-8b-instruct-gapo-v2-bert-f1-beta10-gamma0.3-lr1.0e-6-1minus-rerun\results_2025-02-13T18-27-04.338360.json,Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert-f1-beta10-gamma0.3-lr1.0e-6-1minus-rerun,1726671252.556084,44
Jimmy19991222_llama-3-8b-instruct-gapo-v2-bert_f1-beta10-gamma0.3-lr1.0e-6-scale-log,detailed_results\Jimmy19991222_llama-3-8b-instruct-gapo-v2-bert_f1-beta10-gamma0.3-lr1.0e-6-scale-log\results_2024-09-23T10-55-46.640885.json,Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert_f1-beta10-gamma0.3-lr1.0e-6-scale-log,1727087815.3414526,44
