folder,file,model_name,result_date,tasks
DebateLabKIT_Llama-3.1-Argunaut-1-8B-SFT,detailed_results\DebateLabKIT_Llama-3.1-Argunaut-1-8B-SFT\results_2025-01-02T23-42-32.363726.json,DebateLabKIT/Llama-3.1-Argunaut-1-8B-SFT,1735859653.373485,44
Deci_DeciLM-7B,detailed_results\Deci_DeciLM-7B\results_2024-06-16T21-49-06.071553.json,Deci/DeciLM-7B,1718573026.8345191,45
Deci_DeciLM-7B-instruct,detailed_results\Deci_DeciLM-7B-instruct\results_2024-06-16T21-50-32.589302.json,Deci/DeciLM-7B-instruct,1718573119.4388602,45
DeepAutoAI_causal_gpt2,detailed_results\DeepAutoAI_causal_gpt2\results_2024-10-17T06-14-28.690757.json,DeepAutoAI/causal_gpt2,1729145378.276096,44
DeepAutoAI_d2nwg_causal_gpt2,detailed_results\DeepAutoAI_d2nwg_causal_gpt2\results_2024-10-18T01-36-00.225326.json,DeepAutoAI/d2nwg_causal_gpt2,1729215060.739235,44
DeepAutoAI_d2nwg_causal_gpt2_v1,detailed_results\DeepAutoAI_d2nwg_causal_gpt2_v1\results_2024-10-18T17-39-39.780270.json,DeepAutoAI/d2nwg_causal_gpt2_v1,1729272908.6922462,44
DeepAutoAI_d2nwg_Llama-3.1-8B-Instruct-v0.0,detailed_results\DeepAutoAI_d2nwg_Llama-3.1-8B-Instruct-v0.0\results_2024-09-12T00-17-43.652795.json,DeepAutoAI/d2nwg_Llama-3.1-8B-Instruct-v0.0,1726098232.106956,44
DeepAutoAI_Explore_Llama-3.1-8B-Inst,detailed_results\DeepAutoAI_Explore_Llama-3.1-8B-Inst\results_2024-09-21T17-34-15.250414.json,DeepAutoAI/Explore_Llama-3.1-8B-Inst,1726938012.3255763,44
DeepAutoAI_Explore_Llama-3.2-1B-Inst,detailed_results\DeepAutoAI_Explore_Llama-3.2-1B-Inst\results_2024-10-07T07-57-21.365937.json,DeepAutoAI/Explore_Llama-3.2-1B-Inst,1728286758.0055628,44
DeepAutoAI_Explore_Llama-3.2-1B-Inst_v0,detailed_results\DeepAutoAI_Explore_Llama-3.2-1B-Inst_v0\results_2024-10-08T11-14-35.125813.json,DeepAutoAI/Explore_Llama-3.2-1B-Inst_v0,1728384970.2306337,44
DeepAutoAI_Explore_Llama-3.2-1B-Inst_v1,detailed_results\DeepAutoAI_Explore_Llama-3.2-1B-Inst_v1\results_2024-10-09T10-26-35.079919.json,DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1,1728468483.5096064,44
DeepAutoAI_Explore_Llama-3.2-1B-Inst_v1.1,detailed_results\DeepAutoAI_Explore_Llama-3.2-1B-Inst_v1.1\results_2024-10-09T10-29-37.972649.json,DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1.1,1728468677.7211645,44
DeepAutoAI_ldm_soup_Llama-3.1-8B-Inst,detailed_results\DeepAutoAI_ldm_soup_Llama-3.1-8B-Inst\results_2024-09-17T16-53-14.508118.json,DeepAutoAI/ldm_soup_Llama-3.1-8B-Inst,1726590003.821347,44
DeepAutoAI_ldm_soup_Llama-3.1-8B-Instruct-v0.0,detailed_results\DeepAutoAI_ldm_soup_Llama-3.1-8B-Instruct-v0.0\results_2024-09-16T00-55-20.303513.json,DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.0,1726446078.7922862,44
DeepAutoAI_ldm_soup_Llama-3.1-8B-Instruct-v0.1,detailed_results\DeepAutoAI_ldm_soup_Llama-3.1-8B-Instruct-v0.1\results_2024-09-16T11-07-45.732075.json,DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.1,1726482900.5801542,44
DeepMount00_Lexora-Lite-3B,detailed_results\DeepMount00_Lexora-Lite-3B\results_2024-10-20T17-04-44.753677.json,DeepMount00/Lexora-Lite-3B,1729441825.5416932,44
DeepMount00_Lexora-Lite-3B_v2,detailed_results\DeepMount00_Lexora-Lite-3B_v2\results_2025-02-26T01-20-11.246594.json,DeepMount00/Lexora-Lite-3B_v2,1740530974.4366355,44
DeepMount00_Lexora-Medium-7B,detailed_results\DeepMount00_Lexora-Medium-7B\results_2024-09-24T13-30-06.561197.json,DeepMount00/Lexora-Medium-7B,1727180481.1734104,44
DeepMount00_Llama-3-8b-Ita,detailed_results\DeepMount00_Llama-3-8b-Ita\results_2024-08-13T04-33-17.994268.json,DeepMount00/Llama-3-8b-Ita,1723521752.44688,44
DeepMount00_Llama-3.1-8b-ITA,detailed_results\DeepMount00_Llama-3.1-8b-ITA\results_2025-02-13T18-27-04.338360.json,DeepMount00/Llama-3.1-8b-Ita,1726663981.619067,44
DeepMount00_Llama-3.1-Distilled,detailed_results\DeepMount00_Llama-3.1-Distilled\results_2024-10-25T16-30-54.674107.json,DeepMount00/Llama-3.1-Distilled,1729871864.2714565,44
DeepMount00_mergekit-ties-okvgjfz,detailed_results\DeepMount00_mergekit-ties-okvgjfz\results_2024-10-25T16-48-46.916487.json,DeepMount00/mergekit-ties-okvgjfz,1729871864.6190352,44
DeepMount00_Qwen2-1.5B-Ita,detailed_results\DeepMount00_Qwen2-1.5B-Ita\results_2025-02-28T20-55-59.716664.json,DeepMount00/Qwen2-1.5B-Ita,1740774948.0809295,44
DeepMount00_Qwen2-1.5B-Ita_v2,detailed_results\DeepMount00_Qwen2-1.5B-Ita_v2\results_2025-03-06T07-46-27.142642.json,DeepMount00/Qwen2-1.5B-Ita_v2,1741245883.0025353,44
DeepMount00_Qwen2-1.5B-Ita_v3,detailed_results\DeepMount00_Qwen2-1.5B-Ita_v3\results_2025-03-06T09-07-19.003105.json,DeepMount00/Qwen2-1.5B-Ita_v3,1741250655.7651823,44
DeepMount00_Qwen2-1.5B-Ita_v5,detailed_results\DeepMount00_Qwen2-1.5B-Ita_v5\results_2025-03-10T13-52-00.461153.json,DeepMount00/Qwen2-1.5B-Ita_v5,1741613462.652971,44
DeepMount00_Qwen2-1.5B-Ita_v6,detailed_results\DeepMount00_Qwen2-1.5B-Ita_v6\results_2025-03-10T16-42-48.688447.json,DeepMount00/Qwen2-1.5B-Ita_v6,1741623532.0146508,44
DeepMount00_Qwen2.5-7B-Instruct-MathCoder,detailed_results\DeepMount00_Qwen2.5-7B-Instruct-MathCoder\results_2024-10-25T16-48-55.371157.json,DeepMount00/Qwen2.5-7B-Instruct-MathCoder,1729871863.9573479,44
deepseek-ai_deepseek-llm-7b-base,detailed_results\deepseek-ai_deepseek-llm-7b-base\results_2024-06-17T16-08-00.757449.json,deepseek-ai/deepseek-llm-7b-base,1718638527.23163,45
deepseek-ai_deepseek-moe-16b-base,detailed_results\deepseek-ai_deepseek-moe-16b-base\results_2024-06-17T15-10-41.581210.json,deepseek-ai/deepseek-moe-16b-base,1718620365.6877387,45
deepseek-ai_DeepSeek-R1-Distill-Llama-8B,detailed_results\deepseek-ai_DeepSeek-R1-Distill-Llama-8B\results_2025-01-20T21-34-30.383569.json,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,1737407118.446501,44
deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B,detailed_results\deepseek-ai_DeepSeek-R1-Distill-Qwen-1.5B\results_2025-01-20T22-52-38.383912.json,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,1737412093.9189832,44
deepseek-ai_DeepSeek-R1-Distill-Qwen-7B,detailed_results\deepseek-ai_DeepSeek-R1-Distill-Qwen-7B\results_2025-01-20T22-51-25.465135.json,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,1737411863.161731,44
Delta-Vector_Baldur-8B,detailed_results\Delta-Vector_Baldur-8B\results_2024-10-06T23-26-24.662364.json,Delta-Vector/Baldur-8B,1728255359.197997,44
Delta-Vector_Control-8B,detailed_results\Delta-Vector_Control-8B\results_2024-11-25T22-58-23.311876.json,Delta-Vector/Control-8B,1732573898.658496,44
Delta-Vector_Control-8B-V1.1,detailed_results\Delta-Vector_Control-8B-V1.1\results_2024-11-25T22-59-39.146282.json,Delta-Vector/Control-8B-V1.1,1732574062.1514652,44
Delta-Vector_Darkens-8B,detailed_results\Delta-Vector_Darkens-8B\results_2024-10-06T23-43-28.378749.json,Delta-Vector/Darkens-8B,1728255358.091729,44
Delta-Vector_Henbane-7b-attempt2,detailed_results\Delta-Vector_Henbane-7b-attempt2\results_2024-10-11T04-26-22.219154.json,Delta-Vector/Henbane-7b-attempt2,1728618089.560087,44
Delta-Vector_Odin-9B,detailed_results\Delta-Vector_Odin-9B\results_2024-10-07T06-28-49.718610.json,Delta-Vector/Odin-9B,1728276085.6047833,44
Delta-Vector_Tor-8B,detailed_results\Delta-Vector_Tor-8B\results_2024-10-07T05-32-42.968657.json,Delta-Vector/Tor-8B,1728276188.1651065,44
DevQuasar_DevQuasar-R1-Uncensored-Llama-8B,detailed_results\DevQuasar_DevQuasar-R1-Uncensored-Llama-8B\results_2025-02-24T21-08-11.864665.json,DevQuasar/DevQuasar-R1-Uncensored-Llama-8B,1740429587.727648,44
dnhkng_RYS-Llama-3-8B-Instruct,detailed_results\dnhkng_RYS-Llama-3-8B-Instruct\results_2024-08-12T19-09-35.366165.json,dnhkng/RYS-Llama-3-8B-Instruct,1723487866.226911,44
dnhkng_RYS-Llama-3-Large-Instruct,detailed_results\dnhkng_RYS-Llama-3-Large-Instruct\results_2024-08-13T00-58-36.953051.json,dnhkng/RYS-Llama-3-Large-Instruct,1723487346.3172796,44
dnhkng_RYS-Llama-3.1-8B-Instruct,detailed_results\dnhkng_RYS-Llama-3.1-8B-Instruct\results_2024-09-02T22-11-07.496089.json,dnhkng/RYS-Llama-3.1-8B-Instruct,1725312760.562339,44
Dongwei_DeepSeek-R1-Distill-Qwen-7B-GRPO,detailed_results\Dongwei_DeepSeek-R1-Distill-Qwen-7B-GRPO\results_2025-02-05T21-39-58.605765.json,Dongwei/DeepSeek-R1-Distill-Qwen-7B-GRPO,1738790004.7160246,44
DoppelReflEx_L3-8B-R1-WolfCore,detailed_results\DoppelReflEx_L3-8B-R1-WolfCore\results_2025-02-28T08-19-11.374461.json,DoppelReflEx/L3-8B-R1-WolfCore,1740729187.4596872,44
DoppelReflEx_L3-8B-R1-WolfCore-V1.5-test,detailed_results\DoppelReflEx_L3-8B-R1-WolfCore-V1.5-test\results_2025-03-01T06-02-01.732045.json,DoppelReflEx/L3-8B-R1-WolfCore-V1.5-test,1740807371.023743,44
DoppelReflEx_L3-8B-WolfCore,detailed_results\DoppelReflEx_L3-8B-WolfCore\results_2025-02-28T15-09-48.824639.json,DoppelReflEx/L3-8B-WolfCore,1740753842.4274793,44
DoppelReflEx_MiniusLight-24B,detailed_results\DoppelReflEx_MiniusLight-24B\results_2025-03-04T03-48-41.345537.json,DoppelReflEx/MiniusLight-24B,1741056699.1053407,44
DoppelReflEx_MiniusLight-24B-test,detailed_results\DoppelReflEx_MiniusLight-24B-test\results_2025-03-04T04-36-04.245444.json,DoppelReflEx/MiniusLight-24B-test,1741061596.7040193,44
DoppelReflEx_MiniusLight-24B-v1b-test,detailed_results\DoppelReflEx_MiniusLight-24B-v1b-test\results_2025-03-04T05-07-42.130665.json,DoppelReflEx/MiniusLight-24B-v1b-test,1741061596.2777998,44
DoppelReflEx_MiniusLight-24B-v1c-test,detailed_results\DoppelReflEx_MiniusLight-24B-v1c-test\results_2025-03-04T19-39-54.628918.json,DoppelReflEx/MiniusLight-24B-v1c-test,1741113731.1899621,44
DoppelReflEx_MiniusLight-24B-v1d-test,detailed_results\DoppelReflEx_MiniusLight-24B-v1d-test\results_2025-03-07T08-10-57.040104.json,DoppelReflEx/MiniusLight-24B-v1d-test,1741331498.9116478,44
DoppelReflEx_MN-12B-FoxFrame-test,detailed_results\DoppelReflEx_MN-12B-FoxFrame-test\results_2025-02-06T06-23-45.550962.json,DoppelReflEx/MN-12B-FoxFrame-test,1738821185.4951563,44
DoppelReflEx_MN-12B-FoxFrame2-test,detailed_results\DoppelReflEx_MN-12B-FoxFrame2-test\results_2025-02-18T20-23-38.255325.json,DoppelReflEx/MN-12B-FoxFrame2-test,1739908440.0397997,44
DoppelReflEx_MN-12B-FoxFrame3-test,detailed_results\DoppelReflEx_MN-12B-FoxFrame3-test\results_2025-02-18T20-33-24.161176.json,DoppelReflEx/MN-12B-FoxFrame3-test,1739909150.8517091,44
DoppelReflEx_MN-12B-Kakigori,detailed_results\DoppelReflEx_MN-12B-Kakigori\results_2025-01-29T06-05-49.129207.json,DoppelReflEx/MN-12B-Kakigori,1738128857.8334208,44
DoppelReflEx_MN-12B-LilithFrame,detailed_results\DoppelReflEx_MN-12B-LilithFrame\results_2025-01-29T06-14-21.361820.json,DoppelReflEx/MN-12B-LilithFrame,1738129058.9667723,44
DoppelReflEx_MN-12B-LilithFrame-Experiment-2,detailed_results\DoppelReflEx_MN-12B-LilithFrame-Experiment-2\results_2025-01-29T09-38-43.090670.json,DoppelReflEx/MN-12B-LilithFrame-Experiment-2,1738141341.9346385,44
DoppelReflEx_MN-12B-LilithFrame-Experiment-3,detailed_results\DoppelReflEx_MN-12B-LilithFrame-Experiment-3\results_2025-01-30T03-11-48.420023.json,DoppelReflEx/MN-12B-LilithFrame-Experiment-3,1738203903.1226869,44
DoppelReflEx_MN-12B-LilithFrame-Experiment-4,detailed_results\DoppelReflEx_MN-12B-LilithFrame-Experiment-4\results_2025-02-01T07-44-15.589128.json,DoppelReflEx/MN-12B-LilithFrame-Experiment-4,1738393905.3367739,44
DoppelReflEx_MN-12B-Mimicore-GreenSnake,detailed_results\DoppelReflEx_MN-12B-Mimicore-GreenSnake\results_2025-01-27T04-06-45.582696.json,DoppelReflEx/MN-12B-Mimicore-GreenSnake,1737948803.8579614,44
DoppelReflEx_MN-12B-Mimicore-Nocturne,detailed_results\DoppelReflEx_MN-12B-Mimicore-Nocturne\results_2025-03-09T01-56-11.380620.json,DoppelReflEx/MN-12B-Mimicore-Nocturne,1741483285.0206687,44
DoppelReflEx_MN-12B-Mimicore-Orochi,detailed_results\DoppelReflEx_MN-12B-Mimicore-Orochi\results_2025-01-28T04-52-13.925053.json,DoppelReflEx/MN-12B-Mimicore-Orochi,1738038132.5178285,44
DoppelReflEx_MN-12B-Mimicore-Orochi-v2-Experiment,detailed_results\DoppelReflEx_MN-12B-Mimicore-Orochi-v2-Experiment\results_2025-01-28T07-33-29.878696.json,DoppelReflEx/MN-12B-Mimicore-Orochi-v2-Experiment,1738048307.779901,44
DoppelReflEx_MN-12B-Mimicore-Orochi-v3-Experiment,detailed_results\DoppelReflEx_MN-12B-Mimicore-Orochi-v3-Experiment\results_2025-01-28T08-45-35.014563.json,DoppelReflEx/MN-12B-Mimicore-Orochi-v3-Experiment,1738052354.8539903,44
DoppelReflEx_MN-12B-Mimicore-Orochi-v4-Experiment,detailed_results\DoppelReflEx_MN-12B-Mimicore-Orochi-v4-Experiment\results_2025-01-28T11-41-49.522671.json,DoppelReflEx/MN-12B-Mimicore-Orochi-v4-Experiment,1738062271.8374093,44
DoppelReflEx_MN-12B-Mimicore-WhiteSnake,detailed_results\DoppelReflEx_MN-12B-Mimicore-WhiteSnake\results_2025-01-27T04-00-36.616405.json,DoppelReflEx/MN-12B-Mimicore-WhiteSnake,1737948545.8513875,44
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-1,detailed_results\DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-1\results_2025-01-29T01-43-28.326883.json,DoppelReflEx/MN-12B-Mimicore-WhiteSnake-v2-Experiment-1,1738112782.1298296,44
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-2,detailed_results\DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-2\results_2025-01-29T02-00-09.948353.json,DoppelReflEx/MN-12B-Mimicore-WhiteSnake-v2-Experiment-2,1738113965.129891,44
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-3,detailed_results\DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-3\results_2025-01-29T01-52-03.291596.json,DoppelReflEx/MN-12B-Mimicore-WhiteSnake-v2-Experiment-3,1738113371.2949517,44
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-4,detailed_results\DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-4\results_2025-01-29T02-06-49.274720.json,DoppelReflEx/MN-12B-Mimicore-WhiteSnake-v2-Experiment-4,1738114361.228701,44
DoppelReflEx_MN-12B-Unleashed-Twilight,detailed_results\DoppelReflEx_MN-12B-Unleashed-Twilight\results_2025-02-24T16-40-04.762595.json,DoppelReflEx/MN-12B-Unleashed-Twilight,1740413274.6335077,44
DoppelReflEx_MN-12B-WolFrame,detailed_results\DoppelReflEx_MN-12B-WolFrame\results_2025-02-01T13-32-06.626014.json,DoppelReflEx/MN-12B-WolFrame,1738414733.0593324,44
DreadPoor_Again-8B-Model_Stock,detailed_results\DreadPoor_Again-8B-Model_Stock\results_2024-12-18T05-38-04.604621.json,DreadPoor/Again-8B-Model_Stock,1734498672.8929372,44
DreadPoor_Alita99-8B-LINEAR,detailed_results\DreadPoor_Alita99-8B-LINEAR\results_2024-11-26T09-13-36.210728.json,DreadPoor/Alita99-8B-LINEAR,1732610853.6426234,44
DreadPoor_AnotherTest,detailed_results\DreadPoor_AnotherTest\results_2025-01-29T02-35-35.598992.json,DreadPoor/AnotherTest,1738116336.8026516,44
DreadPoor_Aspire-8B-model_stock,detailed_results\DreadPoor_Aspire-8B-model_stock\results_2024-09-18T14-56-50.576279.json,DreadPoor/Aspire-8B-model_stock,1726669408.0035002,44
DreadPoor_Aspire_1.3-8B_model-stock,detailed_results\DreadPoor_Aspire_1.3-8B_model-stock\results_2024-11-06T17-49-07.924455.json,DreadPoor/Aspire_1.3-8B_model-stock,1730913649.1688225,44
DreadPoor_Aspire_V2-8B-Model_Stock,detailed_results\DreadPoor_Aspire_V2-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Aspire_V2-8B-Model_Stock,1737352469.4959152,44
DreadPoor_Aspire_V2.1-8B-Model_Stock,detailed_results\DreadPoor_Aspire_V2.1-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Aspire_V2.1-8B-Model_Stock,1737397362.6746166,44
DreadPoor_Aspire_V2_ALT-8B-Model_Stock,detailed_results\DreadPoor_Aspire_V2_ALT-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Aspire_V2_ALT-8B-Model_Stock,1737353571.6107895,44
DreadPoor_Aspire_V2_ALT_ROW-8B-Model_Stock,detailed_results\DreadPoor_Aspire_V2_ALT_ROW-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Aspire_V2_ALT_ROW-8B-Model_Stock,1737353836.1140497,44
DreadPoor_Aspire_V3-8B-Model_Stock,detailed_results\DreadPoor_Aspire_V3-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Aspire_V3-8B-Model_Stock,1737496202.2180002,44
DreadPoor_Aspire_V4-8B-Model_Stock,detailed_results\DreadPoor_Aspire_V4-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Aspire_V4-8B-Model_Stock,1737627146.6994238,44
DreadPoor_Aspire_V4_ALT-8B-Model_Stock,detailed_results\DreadPoor_Aspire_V4_ALT-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Aspire_V4_ALT-8B-Model_Stock,1737627469.6550808,44
DreadPoor_Asymmetric_Linearity-8B-Model_Stock,detailed_results\DreadPoor_Asymmetric_Linearity-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Asymmetric_Linearity-8B-Model_Stock,1734704608.2773645,44
DreadPoor_Aurora_faustus-8B-LINEAR,detailed_results\DreadPoor_Aurora_faustus-8B-LINEAR\results_2025-02-13T18-27-04.338360.json,DreadPoor/Aurora_faustus-8B-LINEAR,1727319145.9801695,44
DreadPoor_Aurora_faustus-8B-LORABLATED,detailed_results\DreadPoor_Aurora_faustus-8B-LORABLATED\results_2025-02-13T18-27-04.338360.json,DreadPoor/Aurora_faustus-8B-LORABLATED,1727612277.925663,44
DreadPoor_Aurora_faustus-8B-LORABLATED_ALT,detailed_results\DreadPoor_Aurora_faustus-8B-LORABLATED_ALT\results_2025-02-13T18-27-04.338360.json,DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,1727612278.6243908,44
DreadPoor_Autumn_Dawn-8B-LINEAR,detailed_results\DreadPoor_Autumn_Dawn-8B-LINEAR\results_2025-02-13T18-27-04.338360.json,DreadPoor/Autumn_Dawn-8B-LINEAR,1738427947.2053535,44
DreadPoor_BaeZel-8B-LINEAR,detailed_results\DreadPoor_BaeZel-8B-LINEAR\results_2025-02-13T18-27-04.338360.json,DreadPoor/BaeZel-8B-LINEAR,1731230323.8554645,44
DreadPoor_BaeZel-8B-Model_Stock,detailed_results\DreadPoor_BaeZel-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/BaeZel-8B-Model_Stock,1735497260.821396,44
DreadPoor_BaeZel_V2-8B-Model_Stock,detailed_results\DreadPoor_BaeZel_V2-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/BaeZel_V2-8B-Model_Stock,1738091655.8676171,44
DreadPoor_BaeZel_V2_ALT-8B-Model_Stock,detailed_results\DreadPoor_BaeZel_V2_ALT-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/BaeZel_V2_ALT-8B-Model_Stock,1738091449.3798273,44
DreadPoor_BaeZel_V3-8B-Model_Stock,detailed_results\DreadPoor_BaeZel_V3-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/BaeZel_V3-8B-Model_Stock,1736758212.011752,44
DreadPoor_Blunt_Edge-8B-SLERP,detailed_results\DreadPoor_Blunt_Edge-8B-SLERP\results_2025-02-13T18-27-04.338360.json,DreadPoor/Blunt_Edge-8B-SLERP,1737164670.1364713,44
DreadPoor_BulkUp,detailed_results\DreadPoor_BulkUp\results_2025-02-13T18-27-04.338360.json,DreadPoor/BulkUp,1737996407.9727044,44
DreadPoor_Cadence-8B-LINEAR,detailed_results\DreadPoor_Cadence-8B-LINEAR\results_2025-02-25T20-04-11.601267.json,DreadPoor/Cadence-8B-LINEAR,1740512262.2128248,44
DreadPoor_Caelid-8B-Model_Stock,detailed_results\DreadPoor_Caelid-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Caelid-8B-Model_Stock,1736892840.0575032,44
DreadPoor_Casuar-9B-Model_Stock,detailed_results\DreadPoor_Casuar-9B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Casuar-9B-Model_Stock,1734784736.706982,44
DreadPoor_Condensed_Milk-8B-Model_Stock,detailed_results\DreadPoor_Condensed_Milk-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Condensed_Milk-8B-Model_Stock,1732718047.6545715,44
DreadPoor_CoolerCoder-8B-LINEAR,detailed_results\DreadPoor_CoolerCoder-8B-LINEAR\results_2025-02-13T18-27-04.338360.json,DreadPoor/CoolerCoder-8B-LINEAR,1732191762.671467,44
DreadPoor_Damasteel-8B-LINEAR,detailed_results\DreadPoor_Damasteel-8B-LINEAR\results_2025-02-13T18-27-04.338360.json,DreadPoor/Damasteel-8B-LINEAR,1730913851.9862826,44
DreadPoor_Dearly_Beloved-8B-TIES,detailed_results\DreadPoor_Dearly_Beloved-8B-TIES\results_2025-02-13T18-27-04.338360.json,DreadPoor/Dearly_Beloved-8B-TIES,1732294278.688287,44
DreadPoor_Decayed-8B-LINEAR,detailed_results\DreadPoor_Decayed-8B-LINEAR\results_2025-02-25T20-09-22.458828.json,DreadPoor/Decayed-8B-LINEAR,1740512631.4606366,44
DreadPoor_Derivative-8B-Model_Stock,detailed_results\DreadPoor_Derivative-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Derivative-8B-Model_Stock,1736165672.6874053,44
DreadPoor_Derivative_V2-8B-Model_Stock,detailed_results\DreadPoor_Derivative_V2-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Derivative_V2-8B-Model_Stock,1736270919.049717,44
DreadPoor_Derivative_V2_ALT-8B-Model_Stock,detailed_results\DreadPoor_Derivative_V2_ALT-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Derivative_V2_ALT-8B-Model_Stock,1736269575.3492787,44
DreadPoor_Derivative_V3-8B-Model_Stock,detailed_results\DreadPoor_Derivative_V3-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Derivative_V3-8B-Model_Stock,1736309542.9610107,44
DreadPoor_Elusive_Dragon_Heart-8B-LINEAR,detailed_results\DreadPoor_Elusive_Dragon_Heart-8B-LINEAR\results_2025-02-13T18-27-04.338360.json,DreadPoor/Elusive_Dragon_Heart-8B-LINEAR,1734557527.8324163,44
DreadPoor_Emu_Eggs-9B-Model_Stock,detailed_results\DreadPoor_Emu_Eggs-9B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Emu_Eggs-9B-Model_Stock,1729289915.5607157,44
DreadPoor_Eunoia_Vespera-8B-LINEAR,detailed_results\DreadPoor_Eunoia_Vespera-8B-LINEAR\results_2025-02-13T18-27-04.338360.json,DreadPoor/Eunoia_Vespera-8B-LINEAR,1727103764.3340735,44
DreadPoor_felix_dies-mistral-7B-model_stock,detailed_results\DreadPoor_felix_dies-mistral-7B-model_stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/felix_dies-mistral-7B-model_stock,1728071454.1286197,44
DreadPoor_Fu_sion_HA-8B-SLERP,detailed_results\DreadPoor_Fu_sion_HA-8B-SLERP\results_2025-02-13T18-27-04.338360.json,DreadPoor/Fu_sion_HA-8B-SLERP,1737128597.9468205,44
DreadPoor_hakuchido-8B-MODEL_STOCK,detailed_results\DreadPoor_hakuchido-8B-MODEL_STOCK\results_2025-02-27T14-30-59.823930.json,DreadPoor/hakuchido-8B-MODEL_STOCK,1740665117.8008096,44
DreadPoor_Happy_New_Year-8B-Model_Stock,detailed_results\DreadPoor_Happy_New_Year-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Happy_New_Year-8B-Model_Stock,1735651322.522705,44
DreadPoor_Heart_Stolen-8B-Model_Stock,detailed_results\DreadPoor_Heart_Stolen-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Heart_Stolen-8B-Model_Stock,1726128706.889489,44
DreadPoor_Heart_Stolen-ALT-8B-Model_Stock,detailed_results\DreadPoor_Heart_Stolen-ALT-8B-Model_Stock\results_2025-02-13T18-27-04.338360.json,DreadPoor/Heart_Stolen-ALT-8B-Model_Stock,1726277064.5415003,44
DreadPoor_Here_We_Go_Again-8B-SLERP,detailed_results\DreadPoor_Here_We_Go_Again-8B-SLERP\results_2025-02-13T18-27-04.338360.json,DreadPoor/Here_We_Go_Again-8B-SLERP,1735674803.3212695,44
DreadPoor_HOT_STINKING_GARBAGE,detailed_results\DreadPoor_HOT_STINKING_GARBAGE\results_2025-02-13T18-27-04.338360.json,DreadPoor/HOT_STINKING_GARBAGE,1738583798.459191,44
DreadPoor_Howdy-8B-LINEAR,detailed_results\DreadPoor_Howdy-8B-LINEAR\results_2025-02-13T18-27-04.338360.json,DreadPoor/Howdy-8B-LINEAR,1736987008.7397382,44
DreadPoor_H_the_eighth-8B-LINEAR,detailed_results\DreadPoor_H_the_eighth-8B-LINEAR\results_2025-03-06T15-42-24.897731.json,DreadPoor/H_the_eighth-8B-LINEAR,1741274188.734528,44
DreadPoor_ichor-8B-Model_Stock,detailed_results\DreadPoor_ichor-8B-Model_Stock\results_2025-03-03T05-09-40.415004.json,DreadPoor/ichor-8B-Model_Stock,1740976504.0976942,44
