horizon_months,target_date,compute_scenario,regime,p_scenario,compute_budget,N_B,D_B,Q_B,loss,benchmark,bridge_cv_rmse,bridge_error_band_low,bridge_error_band_high,bridge_loss_range_status,extrapolation
12,2026-01-31,continuation,E0_empirical,P0_reference,2.49340794614254e+25,11.965825000000002,299.893,0.9999999999999999,2.0933794714890714,18.011195607572333,11.86412981770644,0.0,41.264890050276954,inside,strong
12,2026-01-31,continuation,E0_empirical,P1_observed_support_lambda0.25,2.49340794614254e+25,11.965825000000002,299.893,0.9999999999999999,1.9678185220795714,21.25330448999725,11.86412981770644,0.0,44.506998932701876,inside,strong
12,2026-01-31,continuation,E1_moderate_3x,P0_reference,2.49340794614254e+25,35.89747500000001,899.6789999999999,1.0,1.9793992513321863,20.93726152720495,11.86412981770644,0.0,44.19095596990957,inside,strong
12,2026-01-31,continuation,E1_moderate_3x,P1_observed_support_lambda0.25,2.49340794614254e+25,35.89747500000001,899.6789999999999,1.0,1.8538383019226863,24.54837543458297,11.86412981770644,1.294680991878348,47.80206987728759,inside,strong
12,2026-01-31,continuation,E2_free_scaling,P0_reference,2.49340794614254e+25,167.01973735683927,21822.051940709927,1.0,1.827638305280756,25.35269355352022,11.86412981770644,2.0989991108155976,48.60638799622484,inside,strong
12,2026-01-31,continuation,E2_free_scaling,P1_observed_support_lambda0.25,2.49340794614254e+25,167.01973735683927,21822.051940709927,1.0,1.702077355871256,29.441763500406314,11.86412981770644,6.188069057701693,52.69545794311094,inside,strong
12,2026-01-31,moderate_slowdown,E0_empirical,P0_reference,9.254191505955551e+24,11.965825000000002,299.893,0.9999999999999999,2.0933794714890714,18.011195607572333,11.86412981770644,0.0,41.264890050276954,inside,strong
12,2026-01-31,moderate_slowdown,E0_empirical,P1_observed_support_lambda0.25,9.254191505955551e+24,11.965825000000002,299.893,0.9999999999999999,1.9678185220795714,21.25330448999725,11.86412981770644,0.0,44.506998932701876,inside,strong
12,2026-01-31,moderate_slowdown,E1_moderate_3x,P0_reference,9.254191505955551e+24,35.89747500000001,899.6789999999999,1.0,1.9793992513321863,20.93726152720495,11.86412981770644,0.0,44.19095596990957,inside,strong
12,2026-01-31,moderate_slowdown,E1_moderate_3x,P1_observed_support_lambda0.25,9.254191505955551e+24,35.89747500000001,899.6789999999999,1.0,1.8538383019226863,24.54837543458297,11.86412981770644,1.294680991878348,47.80206987728759,inside,strong
12,2026-01-31,moderate_slowdown,E2_free_scaling,P0_reference,9.254191505955551e+24,106.98333137759388,12621.491300188354,1.0,1.8503349597293877,24.654921278559407,11.86412981770644,1.4012268358547857,47.90861572126403,inside,strong
12,2026-01-31,moderate_slowdown,E2_free_scaling,P1_observed_support_lambda0.25,9.254191505955551e+24,106.98333137759388,12621.491300188354,1.0,1.7247740103198876,28.674680681031806,11.86412981770644,5.420986238327185,51.92837512373643,inside,strong
12,2026-01-31,strong_slowdown,E0_empirical,P0_reference,5.637818030377867e+24,11.965825000000002,299.893,0.9999999999999999,2.0933794714890714,18.011195607572333,11.86412981770644,0.0,41.264890050276954,inside,strong
12,2026-01-31,strong_slowdown,E0_empirical,P1_observed_support_lambda0.25,5.637818030377867e+24,11.965825000000002,299.893,0.9999999999999999,1.9678185220795714,21.25330448999725,11.86412981770644,0.0,44.506998932701876,inside,strong
12,2026-01-31,strong_slowdown,E1_moderate_3x,P0_reference,5.637818030377867e+24,35.89747500000001,899.6789999999999,1.0,1.9793992513321863,20.93726152720495,11.86412981770644,0.0,44.19095596990957,inside,strong
12,2026-01-31,strong_slowdown,E1_moderate_3x,P1_observed_support_lambda0.25,5.637818030377867e+24,35.89747500000001,899.6789999999999,1.0,1.8538383019226863,24.54837543458297,11.86412981770644,1.294680991878348,47.80206987728759,inside,strong
12,2026-01-31,strong_slowdown,E2_free_scaling,P0_reference,5.637818030377867e+24,85.65725986937801,9591.677235315216,1.0,1.8630577856684538,24.269474153702618,11.86412981770644,1.0157797109979967,47.52316859640724,inside,strong
12,2026-01-31,strong_slowdown,E2_free_scaling,P1_observed_support_lambda0.25,5.637818030377867e+24,85.65725986937801,9591.677235315216,1.0,1.7374968362589538,28.24995257532949,11.86412981770644,4.99625813262487,51.503647018034115,inside,strong
24,2027-01-31,continuation,E0_empirical,P0_reference,1.8101020176636807e+26,11.965825000000002,299.893,0.9999999999999999,2.0933794714890714,18.011195607572333,11.86412981770644,0.0,41.264890050276954,inside,strong
24,2027-01-31,continuation,E0_empirical,P1_observed_support_lambda0.25,1.8101020176636807e+26,11.965825000000002,299.893,0.9999999999999999,1.9678185220795714,21.25330448999725,11.86412981770644,0.0,44.506998932701876,inside,strong
24,2027-01-31,continuation,E1_moderate_3x,P0_reference,1.8101020176636807e+26,35.89747500000001,899.6789999999999,1.0,1.9793992513321863,20.93726152720495,11.86412981770644,0.0,44.19095596990957,inside,strong
24,2027-01-31,continuation,E1_moderate_3x,P1_observed_support_lambda0.25,1.8101020176636807e+26,35.89747500000001,899.6789999999999,1.0,1.8538383019226863,24.54837543458297,11.86412981770644,1.294680991878348,47.80206987728759,inside,strong
24,2027-01-31,continuation,E2_free_scaling,P0_reference,1.8101020176636807e+26,407.8778735557793,64993.07385412472,1.0,1.7914446651296776,26.49207356765235,11.86412981770644,3.2383791249477305,49.74576801035697,inside,strong
24,2027-01-31,continuation,E2_free_scaling,P1_observed_support_lambda0.25,1.8101020176636807e+26,407.8778735557793,64993.07385412472,1.0,1.6658837157201776,30.689359716323033,11.86412981770644,7.435665273618412,53.94305415902765,inside,strong
24,2027-01-31,moderate_slowdown,E0_empirical,P0_reference,2.49340794614254e+25,11.965825000000002,299.893,0.9999999999999999,2.0933794714890714,18.011195607572333,11.86412981770644,0.0,41.264890050276954,inside,strong
24,2027-01-31,moderate_slowdown,E0_empirical,P1_observed_support_lambda0.25,2.49340794614254e+25,11.965825000000002,299.893,0.9999999999999999,1.9678185220795714,21.25330448999725,11.86412981770644,0.0,44.506998932701876,inside,strong
24,2027-01-31,moderate_slowdown,E1_moderate_3x,P0_reference,2.49340794614254e+25,35.89747500000001,899.6789999999999,1.0,1.9793992513321863,20.93726152720495,11.86412981770644,0.0,44.19095596990957,inside,strong
24,2027-01-31,moderate_slowdown,E1_moderate_3x,P1_observed_support_lambda0.25,2.49340794614254e+25,35.89747500000001,899.6789999999999,1.0,1.8538383019226863,24.54837543458297,11.86412981770644,1.294680991878348,47.80206987728759,inside,strong
24,2027-01-31,moderate_slowdown,E2_free_scaling,P0_reference,2.49340794614254e+25,167.01973735683927,21822.051940709927,1.0,1.827638305280756,25.35269355352022,11.86412981770644,2.0989991108155976,48.60638799622484,inside,strong
24,2027-01-31,moderate_slowdown,E2_free_scaling,P1_observed_support_lambda0.25,2.49340794614254e+25,167.01973735683927,21822.051940709927,1.0,1.702077355871256,29.441763500406314,11.86412981770644,6.188069057701693,52.69545794311094,inside,strong
24,2027-01-31,strong_slowdown,E0_empirical,P0_reference,9.254191505955551e+24,11.965825000000002,299.893,0.9999999999999999,2.0933794714890714,18.011195607572333,11.86412981770644,0.0,41.264890050276954,inside,strong
24,2027-01-31,strong_slowdown,E0_empirical,P1_observed_support_lambda0.25,9.254191505955551e+24,11.965825000000002,299.893,0.9999999999999999,1.9678185220795714,21.25330448999725,11.86412981770644,0.0,44.506998932701876,inside,strong
24,2027-01-31,strong_slowdown,E1_moderate_3x,P0_reference,9.254191505955551e+24,35.89747500000001,899.6789999999999,1.0,1.9793992513321863,20.93726152720495,11.86412981770644,0.0,44.19095596990957,inside,strong
24,2027-01-31,strong_slowdown,E1_moderate_3x,P1_observed_support_lambda0.25,9.254191505955551e+24,35.89747500000001,899.6789999999999,1.0,1.8538383019226863,24.54837543458297,11.86412981770644,1.294680991878348,47.80206987728759,inside,strong
