split,budget,policy,bootstrap_replicate,cost_model,Q0,L_ctx,loss,oracle_loss,regret,feasible,cost_ratio
heldout,1e+19,mean_regret,199,exponential,0.8,32768,3.37634061522,3.23553820207,0.140802413148,True,0.657747555226
heldout,1e+19,mean_regret,199,power,0.2,2048,3.37634061522,3.23778182688,0.138558788347,True,0.689628732237
heldout,1e+19,mean_regret,199,power,0.2,32768,3.37634061522,3.37047447728,0.00586613794541,True,0.999999999996
heldout,1e+19,mean_regret,199,power,0.8,2048,3.37634061522,3.08873842104,0.287602194184,True,0.356209451575
heldout,1e+19,mean_regret,199,power,0.8,32768,3.37634061522,3.23553820207,0.140802413148,True,0.666580719334
heldout,1e+19,mean_regret,199,logarithmic,0.2,2048,3.37634061522,3.20242856209,0.173912053128,True,0.689628732241
heldout,1e+19,mean_regret,199,logarithmic,0.2,32768,3.37634061522,3.31578724375,0.0605533714709,True,1
heldout,1e+19,mean_regret,199,logarithmic,0.8,2048,3.37634061522,3.04692316535,0.329417449868,True,0.330512537129
heldout,1e+19,mean_regret,199,logarithmic,0.8,32768,3.37634061522,3.17969680694,0.196643808283,True,0.640883804888
train,1e+19,cvar90_regret,172,exponential,0.2,2048,3.37124876364,3.18932272812,0.181926035517,True,0.54054841702
train,1e+19,cvar90_regret,172,exponential,0.2,32768,3.37124876364,3.32088135883,0.0503674048072,True,0.850914137145
train,1e+19,cvar90_regret,172,exponential,0.8,2048,3.37124876364,3.08348301832,0.287765745317,True,0.347371230851
train,1e+19,cvar90_regret,172,exponential,0.8,32768,3.37124876364,3.23032063375,0.140928129887,True,0.657736950976
train,1e+19,cvar90_regret,172,power,0.2,2048,3.37124876364,3.23165924127,0.139589522367,True,0.689634279868
train,1e+19,cvar90_regret,172,power,0.2,32768,3.37124876364,3.36465941452,0.00658934911723,True,0.999999999992
train,1e+19,cvar90_regret,172,power,0.8,2048,3.37124876364,3.08348301832,0.287765745317,True,0.356204668642
train,1e+19,cvar90_regret,172,power,0.8,32768,3.37124876364,3.23032063375,0.140928129887,True,0.666570388766
train,1e+19,cvar90_regret,172,logarithmic,0.2,2048,3.37124876364,3.2024270391,0.168821724537,True,0.689634279876
train,1e+19,cvar90_regret,172,logarithmic,0.2,32768,3.37124876364,3.31578999251,0.0554587711272,True,1
train,1e+19,cvar90_regret,172,logarithmic,0.8,2048,3.37124876364,3.04694716017,0.324301603467,True,0.330506958014
train,1e+19,cvar90_regret,172,logarithmic,0.8,32768,3.37124876364,3.17972920976,0.191519553877,True,0.640872678139
train,1e+19,cvar90_regret,124,exponential,0.2,2048,3.38097707967,3.2002867932,0.180690286468,True,0.54054841702
