budget,cap,policy,split,bootstrap_replicate,cost_model,Q0,L_ctx,N_B,D_B,Q_B,loss,cap_oracle_loss,free_oracle_loss,within_cap_regret,free_regret,feasible,cost_ratio
1e+19,1x,nominal_shared,train,88,logarithmic,0.8,32768,0.309808083445,1.63196758269,0.818705344162,3.37819779959,3.17971971683,3.17971971683,0.198478082764,0.198478082764,True,0.641420071789
1e+19,1x,nominal_shared,heldout,8,exponential,0.2,2048,0.309808083445,1.63196758269,0.818705344162,3.37864058289,3.19811263026,3.19811263026,0.180527952624,0.180527952624,True,0.540502736107
1e+19,1x,nominal_shared,heldout,8,exponential,0.2,32768,0.309808083445,1.63196758269,0.818705344162,3.37864058289,3.32914588071,3.32914588071,0.0494947021741,0.0494947021741,True,0.851141378715
1e+19,1x,nominal_shared,heldout,8,exponential,0.8,2048,0.309808083445,1.63196758269,0.818705344162,3.37864058289,3.09172646232,3.09172646232,0.28691412057,0.28691412057,True,0.347619996946
1e+19,1x,nominal_shared,heldout,8,exponential,0.8,32768,0.309808083445,1.63196758269,0.818705344162,3.37864058289,3.23910883544,3.23910883544,0.139531747445,0.139531747445,True,0.658258639554
1e+19,1x,nominal_shared,heldout,8,power,0.2,2048,0.309808083445,1.63196758269,0.818705344162,3.37864058289,3.2422291757,3.2422291757,0.136411407191,0.136411407191,True,0.689361357392
1e+19,1x,nominal_shared,heldout,8,power,0.2,32768,0.309808083445,1.63196758269,0.818705344162,3.37864058289,3.37453872147,3.37453872147,0.00410186141492,0.00410186141492,True,1
1e+19,1x,nominal_shared,heldout,8,power,0.8,2048,0.309808083445,1.63196758269,0.818705344162,3.37864058289,3.09172646232,3.09172646232,0.28691412057,0.28691412057,True,0.356439970523
1e+19,1x,nominal_shared,heldout,8,power,0.8,32768,0.309808083445,1.63196758269,0.818705344162,3.37864058289,3.23910883544,3.23910883544,0.139531747445,0.139531747445,True,0.667078613131
1e+19,1x,nominal_shared,heldout,8,logarithmic,0.2,2048,0.309808083445,1.63196758269,0.818705344162,3.37864058289,3.20245182919,3.20245182919,0.176188753702,0.176188753702,True,0.689361357391
1e+19,1x,nominal_shared,heldout,8,logarithmic,0.2,32768,0.309808083445,1.63196758269,0.818705344162,3.37864058289,3.31580654674,3.31580654674,0.0628340361441,0.0628340361441,True,1
