source,cost_model,budget,replicate,r_N,r_D,r_Q,Q_state,KKT_rel_error,Q_complementarity_ok,budget_ratio
joint_bootstrap,exponential,1e+22,149,7.43952052844e-24,7.43952083636e-24,5.94189389855e-23,upper,4.13887137562e-08,True,1
joint_bootstrap,exponential,1e+24,149,3.49369028704e-26,3.49369054441e-26,2.97045971649e-24,upper,7.36663358256e-08,True,1
joint_bootstrap,exponential,1e+19,150,2.43089192331e-20,2.43089232758e-20,2.43089251249e-20,interior,2.42371165248e-07,True,1
joint_bootstrap,exponential,1e+20,150,1.84755159787e-21,1.84755159748e-21,3.00169625875e-21,upper,2.11358352456e-10,True,1
joint_bootstrap,exponential,1e+22,150,7.43868169235e-24,7.43868194149e-24,8.26398620976e-23,upper,3.34920475895e-08,True,1
joint_bootstrap,exponential,1e+24,150,3.49308063538e-26,3.49308073499e-26,3.71310611126e-24,upper,2.85163554775e-08,True,1
joint_bootstrap,exponential,1e+19,151,2.34877707807e-20,2.3487771609e-20,2.3487771142e-20,interior,3.52645684563e-08,True,1
joint_bootstrap,exponential,1e+20,151,1.77497660331e-21,1.77497698457e-21,1.77497681771e-21,interior,2.14795032967e-07,True,1
joint_bootstrap,exponential,1e+22,151,7.43940550368e-24,7.43940529579e-24,4.80322910256e-23,upper,2.79441157549e-08,True,1
joint_bootstrap,exponential,1e+24,151,3.49353655556e-26,3.49353656133e-26,2.32698927952e-24,upper,1.65342892066e-09,True,1
joint_bootstrap,exponential,1e+19,152,2.35786763851e-20,2.35786762203e-20,2.35786732373e-20,interior,1.33504039547e-07,True,1
joint_bootstrap,exponential,1e+20,152,1.7728456861e-21,1.77284570993e-21,1.77284550037e-21,interior,1.182048259e-07,True,1
joint_bootstrap,exponential,1e+22,152,7.43938467806e-24,7.43938526493e-24,3.70097626528e-23,upper,7.88867125988e-08,True,1
joint_bootstrap,exponential,1e+24,152,3.49393190914e-26,3.49393166839e-26,1.81999133988e-24,upper,6.89069774027e-08,True,1
joint_bootstrap,exponential,1e+19,153,2.36229433092e-20,2.36229421829e-20,2.36229421009e-20,interior,5.11481509147e-08,True,1
joint_bootstrap,exponential,1e+20,153,1.79299480574e-21,1.79299501368e-21,1.79299523099e-21,interior,2.37173454549e-07,True,1
joint_bootstrap,exponential,1e+22,153,7.43910680122e-24,7.43910738952e-24,5.22594445066e-23,upper,7.9082174332e-08,True,1
joint_bootstrap,exponential,1e+24,153,3.49321707231e-26,3.49321698937e-26,2.5876275407e-24,upper,2.37436187783e-08,True,1
joint_bootstrap,exponential,1e+19,154,2.35963565406e-20,2.35963581327e-20,2.35963611316e-20,interior,1.94566195634e-07,True,1
joint_bootstrap,exponential,1e+20,154,1.78765329032e-21,1.78765397153e-21,1.78765380938e-21,interior,3.81059911634e-07,True,1
joint_bootstrap,exponential,1e+22,154,7.43880042574e-24,7.43880016278e-24,4.89581893799e-23,upper,3.53487937422e-08,True,1
joint_bootstrap,exponential,1e+24,154,3.49291906027e-26,3.49291920022e-26,2.42111660867e-24,upper,4.006653117e-08,True,1
joint_bootstrap,exponential,1e+19,155,2.38330058737e-20,2.38330079423e-20,2.3833011439e-20,interior,2.33513243007e-07,True,1
joint_bootstrap,exponential,1e+20,155,1.78938266278e-21,1.78938292291e-21,1.78938251431e-21,interior,2.28349341645e-07,True,1
joint_bootstrap,exponential,1e+22,155,7.43981840928e-24,7.43981853052e-24,4.80236282621e-23,upper,1.62950548535e-08,True,1
joint_bootstrap,exponential,1e+24,155,3.49393518654e-26,3.49393515345e-26,2.28912491348e-24,upper,9.47195040571e-09,True,1
joint_bootstrap,exponential,1e+19,156,2.35953023942e-20,2.3595302769e-20,2.35953056171e-20,interior,1.36591581396e-07,True,1
joint_bootstrap,exponential,1e+20,156,1.78507497269e-21,1.78507484501e-21,1.78507492341e-21,interior,7.15279644217e-08,True,1
joint_bootstrap,exponential,1e+22,156,7.43930077017e-24,7.43930037977e-24,4.61299141654e-23,upper,5.24785280614e-08,True,1
joint_bootstrap,exponential,1e+24,156,3.49319150524e-26,3.49319174466e-26,2.28397505055e-24,upper,6.85380303309e-08,True,1
joint_bootstrap,exponential,1e+19,157,2.36033359898e-20,2.36033378161e-20,2.36033369412e-20,interior,7.73752927182e-08,True,1
joint_bootstrap,exponential,1e+20,157,1.81568720353e-21,1.81568692783e-21,1.81568681879e-21,interior,2.11899558137e-07,True,1
joint_bootstrap,exponential,1e+22,157,7.43921430774e-24,7.43921391713e-24,7.7301769102e-23,upper,5.2506425697e-08,True,1
joint_bootstrap,exponential,1e+24,157,3.49349462488e-26,3.49349452548e-26,3.75967781657e-24,upper,2.84525045893e-08,True,1
joint_bootstrap,exponential,1e+19,158,2.38072686791e-20,2.3807267143e-20,2.38072672644e-20,interior,6.45206744943e-08,True,1
joint_bootstrap,exponential,1e+20,158,1.79133949133e-21,1.7913395425e-21,1.79133945702e-21,interior,4.77174950069e-08,True,1
joint_bootstrap,exponential,1e+22,158,7.43882581049e-24,7.43882542001e-24,5.41375482526e-23,upper,5.24920887162e-08,True,1
joint_bootstrap,exponential,1e+24,158,3.49318408732e-26,3.49318396668e-26,2.55561214192e-24,upper,3.45358432398e-08,True,1
joint_bootstrap,exponential,1e+19,159,2.36532763605e-20,2.36532784136e-20,2.36532788182e-20,interior,1.03905512951e-07,True,1
joint_bootstrap,exponential,1e+20,159,1.84745306061e-21,1.84745299835e-21,2.50291080708e-21,upper,3.37016435752e-08,True,1
joint_bootstrap,exponential,1e+22,159,7.43802076034e-24,7.43802063962e-24,7.50305347126e-23,upper,1.62298011083e-08,True,1
joint_bootstrap,exponential,1e+24,159,3.49261812764e-26,3.49261836732e-26,3.72564350928e-24,upper,6.86256076729e-08,True,1
joint_bootstrap,exponential,1e+19,160,2.37311387428e-20,2.37311387908e-20,2.37311402229e-20,interior,6.23713985404e-08,True,1
joint_bootstrap,exponential,1e+20,160,1.77846201772e-21,1.77846206401e-21,1.778462216e-21,interior,1.11489930247e-07,True,1
joint_bootstrap,exponential,1e+22,160,7.43994847464e-24,7.43994906095e-24,4.18296214572e-23,upper,7.88060811055e-08,True,1
joint_bootstrap,exponential,1e+24,160,3.49406195637e-26,3.49406207641e-26,2.00017311832e-24,upper,3.43554945048e-08,True,1
joint_bootstrap,exponential,1e+19,161,2.3670268654e-20,2.36702730993e-20,2.36702767199e-20,interior,3.40762668517e-07,True,1
joint_bootstrap,exponential,1e+20,161,1.78343740514e-21,1.78343751852e-21,1.78343770635e-21,interior,1.68890379713e-07,True,1
joint_bootstrap,exponential,1e+22,161,7.43872317643e-24,7.43872300469e-24,4.77267267919e-23,upper,2.30873403154e-08,True,1
joint_bootstrap,exponential,1e+24,161,3.493037313e-26,3.49303719312e-26,2.30230887856e-24,upper,3.43211221144e-08,True,1
joint_bootstrap,exponential,1e+19,162,2.36117925925e-20,2.36117931477e-20,2.36117931265e-20,interior,2.35107895408e-08,True,1
joint_bootstrap,exponential,1e+20,162,1.75565276134e-21,1.75565262957e-21,1.75565367462e-21,interior,5.95244770642e-07,True,1
joint_bootstrap,exponential,1e+22,162,7.43921307285e-24,7.43921281042e-24,2.56357687202e-23,upper,3.52769784664e-08,True,1
joint_bootstrap,exponential,1e+24,162,3.49349286985e-26,3.49349286945e-26,1.22703274709e-24,upper,1.14517927649e-10,True,1
joint_bootstrap,exponential,1e+19,163,2.35875315025e-20,2.35875325195e-20,2.35875329322e-20,interior,6.06130966022e-08,True,1
joint_bootstrap,exponential,1e+20,163,1.7691117035e-21,1.76911202153e-21,1.76911199446e-21,interior,1.79764639043e-07,True,1
joint_bootstrap,exponential,1e+22,163,7.43892703457e-24,7.43892762176e-24,3.7981405586e-23,upper,7.89344920622e-08,True,1
joint_bootstrap,exponential,1e+24,163,3.49335820089e-26,3.49335808068e-26,1.82985037689e-24,upper,3.44113816008e-08,True,1
joint_bootstrap,exponential,1e+19,164,2.38369160441e-20,2.38369171463e-20,2.38369195646e-20,interior,1.4769151192e-07,True,1
joint_bootstrap,exponential,1e+20,164,1.79026272048e-21,1.7902626313e-21,1.79026261929e-21,interior,5.65272911017e-08,True,1
joint_bootstrap,exponential,1e+22,164,7.43939738029e-24,7.43939737326e-24,4.88859735216e-23,upper,9.4562493421e-10,True,1
joint_bootstrap,exponential,1e+24,164,3.493586983e-26,3.49358698212e-26,2.32951828584e-24,upper,2.52734370823e-10,True,1
joint_bootstrap,exponential,1e+19,165,2.37633145256e-20,2.3763310623e-20,2.37633095364e-20,interior,2.09953150705e-07,True,1
joint_bootstrap,exponential,1e+20,165,1.79205073577e-21,1.7920537474e-21,1.7920557688e-21,interior,2.80852635687e-06,True,1
joint_bootstrap,exponential,1e+22,165,7.43922171209e-24,7.43922197338e-24,5.26104234097e-23,upper,3.51241314865e-08,True,1
joint_bootstrap,exponential,1e+24,165,3.49343343048e-26,3.49343356831e-26,2.52482521582e-24,upper,3.94526623946e-08,True,1
joint_bootstrap,exponential,1e+19,166,2.35498488859e-20,2.35498501355e-20,2.35498492968e-20,interior,5.30654672113e-08,True,1
joint_bootstrap,exponential,1e+20,166,1.77617005298e-21,1.77616919321e-21,1.77616838267e-21,interior,9.40398092326e-07,True,1
joint_bootstrap,exponential,1e+22,166,7.43883988234e-24,7.43883961981e-24,4.61276727179e-23,upper,3.52923633426e-08,True,1
joint_bootstrap,exponential,1e+24,166,3.49327590533e-26,3.49327590519e-26,2.23218675869e-24,upper,4.16271712912e-11,True,1
joint_bootstrap,exponential,1e+19,167,2.36239944501e-20,2.36239962221e-20,2.36239967107e-20,interior,9.56887335664e-08,True,1
joint_bootstrap,exponential,1e+20,167,1.78701270326e-21,1.78701318866e-21,1.78701342346e-21,interior,4.03021465146e-07,True,1
joint_bootstrap,exponential,1e+22,167,7.43891229892e-24,7.4389119167e-24,5.12937034675e-23,upper,5.1381631465e-08,True,1
joint_bootstrap,exponential,1e+24,167,3.49327913341e-26,3.49327908939e-26,2.49742702998e-24,upper,1.26022959906e-08,True,1
joint_bootstrap,exponential,1e+19,168,2.36599806555e-20,2.36599839569e-20,2.36599856281e-20,interior,2.10170334535e-07,True,1
joint_bootstrap,exponential,1e+20,168,1.78328296534e-21,1.78328289429e-21,1.78328290322e-21,interior,3.98439042172e-08,True,1
joint_bootstrap,exponential,1e+22,168,7.43946389697e-24,7.43946390474e-24,4.680860829e-23,upper,1.04463274526e-09,True,1
joint_bootstrap,exponential,1e+24,168,3.49330742165e-26,3.49330718115e-26,2.26747948326e-24,upper,6.88462803326e-08,True,1
joint_bootstrap,exponential,1e+19,169,2.35366454573e-20,2.35366450628e-20,2.35366408396e-20,interior,1.96190396231e-07,True,1
joint_bootstrap,exponential,1e+20,169,1.769716295e-21,1.76971615079e-21,1.76971622948e-21,interior,8.14876321436e-08,True,1
joint_bootstrap,exponential,1e+22,169,7.43856804572e-24,7.43856829423e-24,3.61644054551e-23,upper,3.34081240932e-08,True,1
joint_bootstrap,exponential,1e+24,169,3.49306838965e-26,3.49306826922e-26,1.77828617279e-24,upper,3.44755570835e-08,True,1
joint_bootstrap,exponential,1e+19,170,2.39067089953e-20,2.39067103835e-20,2.39067107876e-20,interior,7.49700630033e-08,True,1
joint_bootstrap,exponential,1e+20,170,1.79398547012e-21,1.79398531539e-21,1.79398529966e-21,interior,9.50202832069e-08,True,1
joint_bootstrap,exponential,1e+22,170,7.43975394014e-24,7.43975372566e-24,5.25538013906e-23,upper,2.88276829568e-08,True,1
joint_bootstrap,exponential,1e+24,170,3.49396294918e-26,3.49396270849e-26,2.46871070423e-24,upper,6.8886352727e-08,True,1
joint_bootstrap,exponential,1e+19,171,2.37326589736e-20,2.37326596443e-20,2.37326579907e-20,interior,6.96786260052e-08,True,1
joint_bootstrap,exponential,1e+20,171,1.80525481049e-21,1.80525554849e-21,1.80525600714e-21,interior,6.62870700233e-07,True,1
joint_bootstrap,exponential,1e+22,171,7.4393815024e-24,7.43938162293e-24,6.03885470916e-23,upper,1.62011479647e-08,True,1
joint_bootstrap,exponential,1e+24,171,3.49339386044e-26,3.49339361962e-26,2.95753287166e-24,upper,6.89380004781e-08,True,1
joint_bootstrap,exponential,1e+19,172,2.35030879708e-20,2.35030915246e-20,2.35030926048e-20,interior,1.97165699653e-07,True,1
joint_bootstrap,exponential,1e+20,172,1.75178597025e-21,1.75178582002e-21,1.75178583e-21,interior,8.57579310826e-08,True,1
joint_bootstrap,exponential,1e+22,172,7.43938464899e-24,7.43938419341e-24,2.66038657666e-23,upper,6.12390080481e-08,True,1
joint_bootstrap,exponential,1e+24,172,3.49336900809e-26,3.49336902055e-26,1.27373273771e-24,upper,3.567887761e-09,True,1
joint_bootstrap,exponential,1e+19,173,2.36372127037e-20,2.36372122128e-20,2.36372139166e-20,interior,7.20811696923e-08,True,1
joint_bootstrap,exponential,1e+20,173,1.79539100707e-21,1.79539091874e-21,1.79539102233e-21,interior,5.76957243149e-08,True,1
joint_bootstrap,exponential,1e+22,173,7.43861049438e-24,7.43861074296e-24,5.93813755858e-23,upper,3.34178900782e-08,True,1
joint_bootstrap,exponential,1e+24,173,3.49251316294e-26,3.49251341368e-26,2.88349492158e-24,upper,7.17944162569e-08,True,1
joint_bootstrap,exponential,1e+19,174,2.35969613868e-20,2.35969653111e-20,2.35969661396e-20,interior,2.01414892462e-07,True,1
joint_bootstrap,exponential,1e+20,174,1.7800076693e-21,1.78000733461e-21,1.7800075164e-21,interior,1.88029500224e-07,True,1
joint_bootstrap,exponential,1e+22,174,7.43867725594e-24,7.43867771417e-24,4.34056693981e-23,upper,6.1601195799e-08,True,1
joint_bootstrap,exponential,1e+24,174,3.49282982127e-26,3.49282982068e-26,2.13143480826e-24,upper,1.69899673072e-10,True,1
joint_bootstrap,exponential,1e+19,175,2.38359527385e-20,2.38359570614e-20,2.3835960009e-20,interior,3.05022838348e-07,True,1
joint_bootstrap,exponential,1e+20,175,1.78576185607e-21,1.7857617493e-21,1.78576073548e-21,interior,6.27512244279e-07,True,1
joint_bootstrap,exponential,1e+22,175,7.43856604042e-24,7.43856564995e-24,4.62408905857e-23,upper,5.24922453791e-08,True,1
joint_bootstrap,exponential,1e+24,175,3.49254756255e-26,3.49254744172e-26,2.18792126417e-24,upper,3.45964597023e-08,True,1
joint_bootstrap,exponential,1e+19,176,2.35759280725e-20,2.35759284326e-20,2.35759298141e-20,interior,7.38734695229e-08,True,1
joint_bootstrap,exponential,1e+20,176,1.76330482551e-21,1.76330495133e-21,1.76330496497e-21,interior,7.90891247832e-08,True,1
joint_bootstrap,exponential,1e+22,176,7.43864620085e-24,7.43864619349e-24,3.34793756868e-23,upper,9.88819656313e-10,True,1
joint_bootstrap,exponential,1e+24,176,3.4930579484e-26,3.49305818856e-26,1.60843032741e-24,upper,6.87531718768e-08,True,1
joint_bootstrap,exponential,1e+19,177,2.36573907023e-20,2.36573875637e-20,2.36573891345e-20,interior,1.32667749691e-07,True,1
joint_bootstrap,exponential,1e+20,177,1.80852733421e-21,1.80852785192e-21,1.808527946e-21,interior,3.38280580589e-07,True,1
joint_bootstrap,exponential,1e+22,177,7.43985881649e-24,7.43985927414e-24,6.25755010558e-23,upper,6.15127965815e-08,True,1
joint_bootstrap,exponential,1e+24,177,3.4938471577e-26,3.49384739738e-26,3.11412799938e-24,upper,6.86008645085e-08,True,1
joint_bootstrap,exponential,1e+19,178,2.35528307179e-20,2.35528286841e-20,2.35528244319e-20,interior,2.66889293093e-07,True,1
joint_bootstrap,exponential,1e+20,178,1.78841587745e-21,1.7884166224e-21,1.7884154697e-21,interior,6.44533413137e-07,True,1
joint_bootstrap,exponential,1e+22,178,7.43890568385e-24,7.43890614209e-24,5.55153388608e-23,upper,6.15992911626e-08,True,1
joint_bootstrap,exponential,1e+24,178,3.49324069348e-26,3.49324065313e-26,2.71442572355e-24,upper,1.15503423115e-08,True,1
joint_bootstrap,exponential,1e+19,179,2.42309597034e-20,2.42309592221e-20,2.42309641203e-20,interior,2.0214582484e-07,True,1
joint_bootstrap,exponential,1e+20,179,1.84766560227e-21,1.84766564063e-21,2.64004205428e-21,upper,2.07613578106e-08,True,1
joint_bootstrap,exponential,1e+22,179,7.43954328797e-24,7.4395437462e-24,7.35056959915e-23,upper,6.15932113125e-08,True,1
joint_bootstrap,exponential,1e+24,179,3.49364995254e-26,3.4936498321e-26,3.34670315233e-24,upper,3.44737121866e-08,True,1
joint_bootstrap,exponential,1e+19,180,2.3578194732e-20,2.35781973399e-20,2.35781991301e-20,interior,1.86531487155e-07,True,1
joint_bootstrap,exponential,1e+20,180,1.77643855133e-21,1.77643840092e-21,1.77643856126e-21,interior,9.02611128509e-08,True,1
joint_bootstrap,exponential,1e+22,180,7.43992007347e-24,7.4399201943e-24,4.45305473534e-23,upper,1.62408102159e-08,True,1
joint_bootstrap,exponential,1e+24,180,3.49386187601e-26,3.49386175561e-26,2.15583899374e-24,upper,3.4459842106e-08,True,1
joint_bootstrap,exponential,1e+19,181,2.3597945801e-20,2.3597947193e-20,2.35979466496e-20,interior,5.89869007619e-08,True,1
joint_bootstrap,exponential,1e+20,181,1.76515276917e-21,1.76515307721e-21,1.76515315318e-21,interior,2.1754765263e-07,True,1
joint_bootstrap,exponential,1e+22,181,7.43847333431e-24,7.43847388439e-24,3.65421357138e-23,upper,7.39501592226e-08,True,1
joint_bootstrap,exponential,1e+24,181,3.49279995789e-26,3.49279994494e-26,1.73853943386e-24,upper,3.70642673024e-09,True,1
joint_bootstrap,exponential,1e+19,182,2.36329752385e-20,2.36329778856e-20,2.36329783209e-20,interior,1.30426383454e-07,True,1
joint_bootstrap,exponential,1e+20,182,1.77794738391e-21,1.77794748947e-21,1.77794738936e-21,interior,5.93672147824e-08,True,1
joint_bootstrap,exponential,1e+22,182,7.43990131094e-24,7.43990118308e-24,4.25688232169e-23,upper,1.71863596041e-08,True,1
joint_bootstrap,exponential,1e+24,182,3.49404064983e-26,3.49404076933e-26,2.06576775241e-24,upper,3.42017574814e-08,True,1
joint_bootstrap,exponential,1e+19,183,2.35592307579e-20,2.35592313621e-20,2.35592321698e-20,interior,5.99299899331e-08,True,1
joint_bootstrap,exponential,1e+20,183,1.84752850828e-21,1.84752851215e-21,2.32822158001e-21,upper,2.09781377608e-09,True,1
joint_bootstrap,exponential,1e+22,183,7.43906598681e-24,7.43906598131e-24,7.16878184897e-23,upper,7.39521840135e-10,True,1
joint_bootstrap,exponential,1e+24,183,3.49335169726e-26,3.493351817e-26,3.67346876041e-24,upper,3.42777952949e-08,True,1
joint_bootstrap,exponential,1e+19,184,2.3773769226e-20,2.37737707564e-20,2.3773771453e-20,interior,9.36735361933e-08,True,1
joint_bootstrap,exponential,1e+20,184,1.7766197174e-21,1.77661954134e-21,1.77661964395e-21,interior,9.91000432905e-08,True,1
joint_bootstrap,exponential,1e+22,184,7.43827572589e-24,7.43827566727e-24,4.07626129594e-23,upper,7.8809939135e-09,True,1
joint_bootstrap,exponential,1e+24,184,3.49277968913e-26,3.49277968891e-26,1.92684581771e-24,upper,6.05380479112e-11,True,1
joint_bootstrap,exponential,1e+19,185,2.42724751277e-20,2.42724759771e-20,2.42724794218e-20,interior,1.76909346448e-07,True,1
joint_bootstrap,exponential,1e+20,185,1.81642356852e-21,1.81642381093e-21,1.81642400184e-21,interior,2.38552041399e-07,True,1
joint_bootstrap,exponential,1e+22,185,7.4393957774e-24,7.43939602571e-24,6.40838039506e-23,upper,3.33775773977e-08,True,1
joint_bootstrap,exponential,1e+24,185,3.49342366631e-26,3.49342379032e-26,2.87726341919e-24,upper,3.55006220492e-08,True,1
joint_bootstrap,exponential,1e+19,186,2.35291676976e-20,2.35291690426e-20,2.35291657661e-20,interior,1.39254920974e-07,True,1
joint_bootstrap,exponential,1e+20,186,1.76726594593e-21,1.76726587707e-21,1.76726574393e-21,interior,1.1430273044e-07,True,1
joint_bootstrap,exponential,1e+22,186,7.44121153293e-24,7.44121152575e-24,3.65846265198e-23,upper,9.64328183854e-10,True,1
joint_bootstrap,exponential,1e+24,186,3.49510210051e-26,3.49510223479e-26,1.77994460468e-24,upper,3.84187847283e-08,True,1
joint_bootstrap,exponential,1e+19,187,2.35091586942e-20,2.35091589675e-20,2.35091594098e-20,interior,3.04364338038e-08,True,1
joint_bootstrap,exponential,1e+20,187,1.76759559904e-21,1.76759569201e-21,1.76759575502e-21,interior,8.82443610163e-08,True,1
joint_bootstrap,exponential,1e+22,187,7.43901224246e-24,7.43901197924e-24,4.03173075024e-23,upper,3.53838120669e-08,True,1
joint_bootstrap,exponential,1e+24,187,3.49338748928e-26,3.49338748934e-26,1.9442665883e-24,upper,1.85499021069e-11,True,1
joint_bootstrap,exponential,1e+19,188,2.40112586132e-20,2.40112586506e-20,2.40112604951e-20,interior,7.8377018481e-08,True,1
joint_bootstrap,exponential,1e+20,188,1.79194165338e-21,1.79194143743e-21,1.79194153841e-21,interior,1.20512680288e-07,True,1
joint_bootstrap,exponential,1e+22,188,7.4389566086e-24,7.43895660135e-24,4.52461034628e-23,upper,9.7410517284e-10,True,1
joint_bootstrap,exponential,1e+24,188,3.49332907484e-26,3.49332895384e-26,2.1259054524e-24,upper,3.46392766206e-08,True,1
joint_bootstrap,exponential,1e+19,189,2.35530013081e-20,2.3553001253e-20,2.35530015355e-20,interior,1.1994024603e-08,True,1
joint_bootstrap,exponential,1e+20,189,1.78582510869e-21,1.7858253739e-21,1.78582417128e-21,interior,6.73428722157e-07,True,1
joint_bootstrap,exponential,1e+22,189,7.43972144654e-24,7.43972118398e-24,5.26808181268e-23,upper,3.52921956508e-08,True,1
joint_bootstrap,exponential,1e+24,189,3.49382181348e-26,3.4938218131e-26,2.57646650995e-24,upper,1.06758459167e-10,True,1
joint_bootstrap,exponential,1e+19,190,2.42652326357e-20,2.42652336866e-20,2.42652347054e-20,interior,8.5295441248e-08,True,1
joint_bootstrap,exponential,1e+20,190,1.80537271788e-21,1.80537260823e-21,1.80537271694e-21,interior,6.07325617145e-08,True,1
joint_bootstrap,exponential,1e+22,190,7.43999013679e-24,7.4399903852e-24,5.58348957344e-23,upper,3.33883104666e-08,True,1
joint_bootstrap,exponential,1e+24,190,3.49407157913e-26,3.49407145796e-26,2.50782652951e-24,upper,3.46763047308e-08,True,1
joint_bootstrap,exponential,1e+19,191,2.35381533237e-20,2.35381570841e-20,2.35381554579e-20,interior,1.59758500153e-07,True,1
joint_bootstrap,exponential,1e+20,191,1.8038107805e-21,1.80380948642e-21,1.8038079618e-21,interior,1.56264195663e-06,True,1
joint_bootstrap,exponential,1e+22,191,7.43867301295e-24,7.43867328531e-24,6.89767034775e-23,upper,3.66148064841e-08,True,1
joint_bootstrap,exponential,1e+24,191,3.49302362484e-26,3.49302376327e-26,3.39318173015e-24,upper,3.96327406881e-08,True,1
joint_bootstrap,exponential,1e+19,192,2.37424009231e-20,2.37424042887e-20,2.37424074629e-20,interior,2.75449011438e-07,True,1
joint_bootstrap,exponential,1e+20,192,1.8476005595e-21,1.84760062967e-21,2.7277572168e-21,upper,3.79762474203e-08,True,1
joint_bootstrap,exponential,1e+22,192,7.43908149697e-24,7.43908208449e-24,7.98031555694e-23,upper,7.89770468258e-08,True,1
joint_bootstrap,exponential,1e+24,192,3.49336855051e-26,3.49336869613e-26,3.85102422803e-24,upper,4.16846762235e-08,True,1
joint_bootstrap,exponential,1e+19,193,2.35562790799e-20,2.35562781452e-20,2.35562827294e-20,interior,1.94604668497e-07,True,1
joint_bootstrap,exponential,1e+20,193,1.77871560612e-21,1.77871515853e-21,1.77871526489e-21,interior,2.51639473603e-07,True,1
joint_bootstrap,exponential,1e+22,193,7.43911563603e-24,7.4391157568e-24,4.4814964242e-23,upper,1.62341738455e-08,True,1
joint_bootstrap,exponential,1e+24,193,3.49341118461e-26,3.49341106486e-26,2.19602121273e-24,upper,3.42792747532e-08,True,1
joint_bootstrap,exponential,1e+19,194,2.35409079979e-20,2.35409116241e-20,2.3540911634e-20,interior,1.54459117132e-07,True,1
joint_bootstrap,exponential,1e+20,194,1.75997464097e-21,1.75997455384e-21,1.75997459475e-21,interior,4.95068431749e-08,True,1
joint_bootstrap,exponential,1e+22,194,7.43958573913e-24,7.43958632835e-24,3.14474760719e-23,upper,7.92003201179e-08,True,1
joint_bootstrap,exponential,1e+24,194,3.49348582241e-26,3.49348558191e-26,1.51303518178e-24,upper,6.88417852019e-08,True,1
joint_bootstrap,exponential,1e+19,195,2.42546195108e-20,2.42546223113e-20,2.4254626015e-20,interior,2.68161259188e-07,True,1
joint_bootstrap,exponential,1e+20,195,1.80350081246e-21,1.80350126892e-21,1.80350107029e-21,interior,2.53098885865e-07,True,1
joint_bootstrap,exponential,1e+22,195,7.43932367967e-24,7.43932387089e-24,5.55654662726e-23,upper,2.57048580237e-08,True,1
joint_bootstrap,exponential,1e+24,195,3.49357453878e-26,3.49357441815e-26,2.48768361391e-24,upper,3.45303728494e-08,True,1
joint_bootstrap,exponential,1e+19,196,2.35963846505e-20,2.35963854966e-20,2.35963904379e-20,interior,2.45266274764e-07,True,1
joint_bootstrap,exponential,1e+20,196,1.80185854538e-21,1.80185798472e-21,1.80185483431e-21,interior,2.05958526029e-06,True,1
joint_bootstrap,exponential,1e+22,196,7.43900628578e-24,7.43900651076e-24,6.59610177677e-23,upper,3.02441309009e-08,True,1
joint_bootstrap,exponential,1e+24,196,3.49335257517e-26,3.49335269424e-26,3.22297927882e-24,upper,3.40855256877e-08,True,1
joint_bootstrap,exponential,1e+19,197,2.36099613757e-20,2.36099643615e-20,2.36099681536e-20,interior,2.87075787075e-07,True,1
joint_bootstrap,exponential,1e+20,197,1.78321549711e-21,1.78321550388e-21,1.78321557795e-21,interior,4.53308718288e-08,True,1
joint_bootstrap,exponential,1e+22,197,7.4394406274e-24,7.43944090837e-24,4.84837206026e-23,upper,3.77683896656e-08,True,1
joint_bootstrap,exponential,1e+24,197,3.49368864787e-26,3.49368888754e-26,2.3578738019e-24,upper,6.86009874004e-08,True,1
joint_bootstrap,exponential,1e+19,198,2.40106283401e-20,2.40106326413e-20,2.40106283321e-20,interior,1.79469875321e-07,True,1
joint_bootstrap,exponential,1e+20,198,1.82034659844e-21,1.8203466024e-21,1.82034709955e-21,interior,2.75281426494e-07,True,1
joint_bootstrap,exponential,1e+22,198,7.43973712976e-24,7.4397370476e-24,6.76641648269e-23,upper,1.10441057812e-08,True,1
joint_bootstrap,exponential,1e+24,198,3.49379823484e-26,3.49379799396e-26,3.18644878005e-24,upper,6.89465911406e-08,True,1
joint_bootstrap,exponential,1e+19,199,2.35302989806e-20,2.35302971093e-20,2.35302977101e-20,interior,7.95257811503e-08,True,1
joint_bootstrap,exponential,1e+20,199,1.78027353625e-21,1.78027360419e-21,1.78027360967e-21,interior,4.12382046696e-08,True,1
joint_bootstrap,exponential,1e+22,199,7.4390578489e-24,7.43905830694e-24,4.8120957788e-23,upper,6.1571846826e-08,True,1
joint_bootstrap,exponential,1e+24,199,3.49332568336e-26,3.49332605933e-26,2.35550069579e-24,upper,1.0762433873e-07,True,1
