dataset,version,n_mixtures,mean_loss_spearman,centered_slope,slope_ci_low,slope_ci_high,mean_loss_bias,evidence_status
test_1m,elasticnet_selected,256,0.7305633440146485,0.8635176309414964,0.7704508707462769,0.9666557918498941,0.04361165240589989,retrospective_test_diagnostic_not_new_blind_validation
test_60m,elasticnet_selected,256,0.6891258010986494,0.635567803083315,0.5527473624058101,0.7330562180278565,1.5029824410941697,retrospective_test_diagnostic_not_new_blind_validation
test_1B,elasticnet_selected,64,0.6577380952380951,0.2087983180382605,0.15798419616799084,0.26912247563566477,2.6128643639280007,retrospective_test_diagnostic_not_new_blind_validation
