cost_model,Q0,L_ctx,budget,N_B,D_B,Q_B,loss,C_total,C_train,C_Q,C_attn,s_train,s_Q,s_attn,budget_ratio,optimizer_spread,global_checked,global_gap,N_at_lower_bound,N_at_upper_bound,D_at_lower_bound,D_at_upper_bound,Q_at_Q0,Q_at_1
exponential,0.6,4096,1e+19,0.311384923873,3.95550272052,0.724121163537,3.18042337194,1e+19,7.39010348105e+18,1.60090105701e+18,1.00899546195e+18,0.739010348105,0.160090105701,0.100899546195,1,4.07229805433e-13,True,-4.07229805433e-13,False,False,False,False,False,False
exponential,0.6,4096,1e+22,5.43315455833,245.591189004,1,2.15470427308,1e+22,8.00600932813e+21,9.00903531598e+20,1.09308714027e+21,0.800600932813,0.0900903531598,0.109308714027,1,1.95399252334e-14,True,-3.54436480166e-11,False,False,False,False,False,True
exponential,0.6,4096,1e+24,39.56184334,3656.99670841,1,1.91599639637,1e+24,8.68065185239e+23,1.34149814699e+22,1.18519833291e+23,0.868065185239,0.0134149814699,0.118519833291,1,1.43796086149e-12,True,-1.31064048503e-11,False,False,False,False,False,True
