draw,Q0,L_ctx,cost_model,G,kappa,eta_N,budget,N_B,D_B,Q_B,loss,C_total,C_train,C_Q,C_attn,s_train,s_Q,s_attn,budget_ratio,optimizer_spread,global_checked,global_gap,N_at_lower_bound,N_at_upper_bound,D_at_lower_bound,D_at_upper_bound,Q_at_Q0,Q_at_1
29,0.6,2048,logarithmic,0.361454314308,1.00899132177,0.17579536322,1e+19,0.333414898963,3.28836344631,1,3.09289057089,1e+19,6.57833619722e+18,2.97258271838e+18,4.49081084397e+17,0.657833619722,0.297258271838,0.0449081084397,1,8.881784197e-16,False,not_applicable,False,False,False,False,False,True
29,0.6,2048,logarithmic,0.361454314308,1.00899132177,0.17579536322,1e+22,5.16600273679,293.979464699,1,2.14509894713,1e+22,9.11219231516e+21,2.6574868946e+20,6.22058995382e+20,0.911219231516,0.026574868946,0.0622058995382,1,1.42108547152e-14,False,not_applicable,False,False,False,False,False,True
29,0.6,2048,logarithmic,0.361454314308,1.00899132177,0.17579536322,1e+24,40.2138440762,3866.09957073,1,1.91350710086,1e+24,9.32824351923e+23,3.49483898576e+21,6.36808090913e+22,0.932824351923,0.00349483898576,0.0636808090913,1,1.9340085089e-13,False,not_applicable,False,False,False,False,False,True
30,0.8,4096,logarithmic,0.358458220228,1.00781243775,0.1485721833,1e+19,0.270505430072,4.45241521818,1,3.05849221163,1e+19,7.22641496072e+18,1.78693851664e+18,9.86646522638e+17,0.722641496072,0.178693851664,0.0986646522638,1,6.66133814775e-15,False,not_applicable,False,False,False,False,False,True
30,0.8,4096,logarithmic,0.358458220228,1.00781243775,0.1485721833,1e+22,4.93625989248,293.576388477,1,2.14835294241,1e+22,8.6950161109e+21,1.17824356094e+20,1.18715953301e+21,0.86950161109,0.0117824356094,0.118715953301,1,3.10862446895e-15,False,not_applicable,False,False,False,False,False,True
30,0.8,4096,logarithmic,0.358458220228,1.00781243775,0.1485721833,1e+24,39.0142015544,3753.0918257,1,1.9155751255,1e+24,8.7854328564e+23,1.50627109359e+21,1.19950443266e+23,0.87854328564,0.00150627109359,0.119950443266,1,9.99200722163e-14,False,not_applicable,False,False,False,False,False,True
31,0.8,2048,logarithmic,0.365100526263,0.965552252858,0.154143448092,1e+19,0.279823388825,4.55602164966,1,3.0469314375,1e+19,7.64928850541e+18,1.82852006596e+18,5.22191428636e+17,0.764928850541,0.182852006596,0.0522191428636,1,1.37667655054e-14,False,not_applicable,False,False,False,False,False,True
31,0.8,2048,logarithmic,0.365100526263,0.965552252858,0.154143448092,1e+22,5.0786422894,303.458759128,1,2.14404172453,1e+22,9.24695092317e+21,1.21790560476e+20,6.31258516355e+20,0.924695092317,0.0121790560476,0.0631258516355,1,7.1054273576e-15,False,not_applicable,False,False,False,False,False,True
31,0.8,2048,logarithmic,0.365100526263,0.965552252858,0.154143448092,1e+24,40.1232461097,3882.35984327,1,1.91344016257,1e+24,9.34637276866e+23,1.55815169957e+21,6.38045714341e+22,0.934637276866,0.00155815169957,0.0638045714341,1,1.59428026336e-13,False,not_applicable,False,False,False,False,False,True
32,0.6,4096,exponential,0.357152983488,1.03262460464,0.167771620977,1e+19,0.310410499681,3.97509433736,0.722858832576,3.17509846239,1e+19,7.40346611723e+18,1.58571397557e+18,1.01081990721e+18,0.740346611723,0.158571397557,0.101081990721,1,7.72715225139e-14,False,not_applicable,False,False,False,False,False,False
32,0.6,4096,exponential,0.357152983488,1.03262460464,0.167771620977,1e+22,5.43315455833,245.591189004,1,2.15470427308,1e+22,8.00600932813e+21,9.00903531598e+20,1.09308714027e+21,0.800600932813,0.0900903531598,0.109308714027,1,6.66133814775e-15,False,not_applicable,False,False,False,False,False,True
32,0.6,4096,exponential,0.357152983488,1.03262460464,0.167771620977,1e+24,39.56184334,3656.99670841,1,1.91599639637,1e+24,8.68065185239e+23,1.34149814699e+22,1.18519833291e+23,0.868065185239,0.0134149814699,0.118519833291,1,6.55031584529e-14,False,not_applicable,False,False,False,False,False,True
33,0.2,2048,power,0.355715892473,0.959027761034,0.187699504151,1e+19,0.408987216586,2.80074201915,0.661438977768,3.24812665356,1e+19,6.87280609673e+18,2.6580103404e+18,4.6918356287e+17,0.687280609673,0.26580103404,0.046918356287,1,0.0609118012493,False,not_applicable,False,False,False,False,False,False
33,0.2,2048,power,0.355715892473,0.959027761034,0.187699504151,1e+22,5.79658823876,237.271499382,1,2.15294544544,1e+22,8.25219109625e+21,1.18445932491e+21,5.63349578837e+20,0.825219109625,0.118445932491,0.0563349578837,1,8.43769498715e-15,False,not_applicable,False,False,False,False,False,True
33,0.2,2048,power,0.355715892473,0.959027761034,0.187699504151,1e+24,40.9371974114,3739.95270315,1,1.91404421265,1e+24,9.1861909271e+23,1.86698438941e+22,6.27110633957e+22,0.91861909271,0.0186698438941,0.0627110633957,1,3.5527136788e-15,False,not_applicable,False,False,False,False,False,True
34,0.6,2048,exponential,0.358062293331,1.0001683921,0.168629514533,1e+19,0.322770614262,4.06385442299,0.721321103089,3.16817008855,1e+19,7.87015673026e+18,1.59257390362e+18,5.37269366119e+17,0.787015673026,0.159257390362,0.0537269366119,1,9.7699626167e-14,False,not_applicable,False,False,False,False,False,False
34,0.6,2048,exponential,0.358062293331,1.0001683921,0.168629514533,1e+22,5.60550797132,252.542028181,1,2.15053333739,1e+22,8.49375811238e+21,9.26401333812e+20,5.79840553805e+20,0.849375811238,0.0926401333812,0.0579840553805,1,5.3290705182e-15,False,not_applicable,False,False,False,False,False,True
34,0.6,2048,exponential,0.358062293331,1.0001683921,0.168629514533,1e+24,40.7055588749,3779.65152084,1,1.91387169553,1e+24,9.23116965049e+23,1.3864916804e+22,6.30181181473e+22,0.923116965049,0.013864916804,0.0630181181473,1,3.97459842816e-14,False,not_applicable,False,False,False,False,False,True
35,0.6,4096,exponential,0.3486941334,0.957757454281,0.158988857678,1e+19,0.309373428796,4.01019249014,0.719570005986,3.18245631884,1e+19,7.44388200482e+18,1.53977997212e+18,1.01633802306e+18,0.744388200482,0.153977997212,0.101633802306,1,1.13242748512e-13,False,not_applicable,False,False,False,False,False,False
35,0.6,4096,exponential,0.3486941334,0.957757454281,0.158988857678,1e+22,5.43315399371,245.591212227,1,2.15470427308,1e+22,8.00600925318e+21,9.00903616787e+20,1.09308713003e+21,0.800600925318,0.0900903616787,0.109308713003,1,7.1054273576e-15,False,not_applicable,False,False,False,False,False,True
35,0.6,4096,exponential,0.3486941334,0.957757454281,0.158988857678,1e+24,39.56184334,3656.99670841,1,1.91599639637,1e+24,8.68065185239e+23,1.34149814699e+22,1.18519833291e+23,0.868065185239,0.0134149814699,0.118519833291,1,1.95399252334e-14,False,not_applicable,False,False,False,False,False,True
36,0.6,32768,power,0.356328190636,0.9500840133,0.165398703796,1e+19,0.224436789317,3.22580012479,0.656808110655,3.33690593478,1e+19,4.34392933792e+18,9.11341443924e+17,4.74472921816e+18,0.434392933792,0.0911341443924,0.474472921816,1,0.0532969001054,False,not_applicable,False,False,False,False,False,False
36,0.6,32768,power,0.356328190636,0.9500840133,0.165398703796,1e+22,4.06483249843,180.569686066,1,2.19923894379,1e+22,4.40391316893e+21,7.85839273761e+20,4.81024755731e+21,0.440391316893,0.0785839273761,0.481024755731,1,6.83897383169e-14,False,not_applicable,False,False,False,False,False,True
36,0.6,32768,power,0.356328190636,0.9500840133,0.165398703796,1e+24,29.9638084435,2628.08176121,1,1.9381330963,1e+24,4.724840308e+23,1.14374118248e+22,5.16078557375e+23,0.4724840308,0.0114374118248,0.516078557375,1,1.83852932878e-13,False,not_applicable,False,False,False,False,False,True
37,0.8,32768,power,0.355118538937,0.955442886186,0.160281036336,1e+19,0.183575090013,4.33928288797,0.8,3.24230122684,1e+19,4.7795054805e+18,0,5.2204945195e+18,0.47795054805,0,0.52204945195,1,0.089996495378,False,not_applicable,False,False,False,False,True,False
37,0.8,32768,power,0.355118538937,0.955442886186,0.160281036336,1e+22,3.95280384212,190.208383187,1,2.19715090251,1e+22,4.51113856718e+21,5.61495147168e+20,4.92736628565e+21,0.451113856718,0.0561495147168,0.492736628565,1,9.01501095996e-14,False,not_applicable,False,False,False,False,False,True
37,0.8,32768,power,0.355118538937,0.955442886186,0.160281036336,1e+24,29.8369147533,2648.9175554,1,1.93799170738,1e+24,4.74213163735e+23,7.81960462355e+21,5.17967231642e+23,0.474213163735,0.00781960462355,0.517967231642,1,2.26929586233e-13,False,not_applicable,False,False,False,False,False,True
38,0.6,32768,logarithmic,0.351140587134,1.02001538368,0.160748140818,1e+19,0.22544221676,2.67803463102,1,3.21863417254,1e+19,3.62245238266e+18,2.42086362818e+18,3.95668398916e+18,0.362245238266,0.242086362818,0.395668398916,1,3.43280959214e-13,False,not_applicable,False,False,False,False,False,True
38,0.6,32768,logarithmic,0.351140587134,1.02001538368,0.160748140818,1e+22,3.77811098443,206.898559489,1,2.19394389487,1e+22,4.69011432162e+21,1.87030142026e+20,5.12285553636e+21,0.469011432162,0.0187030142026,0.512285553636,1,9.85878045867e-14,False,not_applicable,False,False,False,False,False,True
38,0.6,32768,logarithmic,0.351140587134,1.02001538368,0.160748140818,1e+24,29.6494706274,2680.16350756,1,1.93778340708,1e+24,4.76792575164e+23,2.42278806923e+21,5.20784636766e+23,0.476792575164,0.00242278806923,0.520784636766,1,3.5527136788e-15,False,not_applicable,False,False,False,False,False,True
39,0.6,2048,power,0.352472797109,0.976044787161,0.173876872072,1e+19,0.284713255737,5.4797580686,0.6,3.1821715228,1e+19,9.36095856216e+18,0,6.39041437843e+17,0.936095856216,0,0.0639041437843,1,4.29878355135e-13,False,not_applicable,False,False,False,False,True,False
39,0.6,2048,power,0.352472797109,0.976044787161,0.173876872072,1e+22,5.70552527653,244.36652794,1,2.15179271632,1e+22,8.36543641139e+21,1.06348312959e+21,5.71080459017e+20,0.836543641139,0.106348312959,0.0571080459017,1,5.3290705182e-15,False,not_applicable,False,False,False,False,False,True
39,0.6,2048,power,0.352472797109,0.976044787161,0.173876872072,1e+24,40.8254948469,3759.01564515,1,1.91396096521,1e+24,9.20782043103e+23,1.63592360877e+22,6.28587208092e+22,0.920782043103,0.0163592360877,0.0628587208092,1,6.19504447741e-14,False,not_applicable,False,False,False,False,False,True
40,0.8,2048,exponential,0.35757949632,1.00699380709,0.1485721833,1e+19,0.245616673389,6.35201079322,0.8,3.08672739945,1e+19,9.36095856216e+18,0,6.39041437843e+17,0.936095856216,0,0.0639041437843,1,4.97379915032e-14,False,not_applicable,False,False,False,False,True,False
40,0.8,2048,exponential,0.35757949632,1.00699380709,0.1485721833,1e+22,5.4769498794,263.683584693,1,2.14892588271,1e+22,8.66509066431e+21,7.43372479677e+20,5.91536856017e+20,0.866509066431,0.0743372479677,0.0591536856017,1,8.43769498715e-15,False,not_applicable,False,False,False,False,False,True
40,0.8,2048,exponential,0.35757949632,1.00699380709,0.1485721833,1e+24,40.5556897247,3805.68285894,1,1.91376033256,1e+24,9.26052559307e+23,1.07289193106e+22,6.3218521382e+22,0.926052559307,0.0107289193106,0.063218521382,1,2.15161222172e-13,False,not_applicable,False,False,False,False,False,True
41,0.2,32768,power,0.360371150917,1.0282313809,0.1485721833,1e+19,0.274305209428,2.11071649523,0.714377455335,3.36600098937,1e+19,3.4738831816e+18,2.73171001525e+18,3.79440680315e+18,0.34738831816,0.273171001525,0.379440680315,1,6.79456491071e-14,False,not_applicable,False,False,False,False,False,False
41,0.2,32768,power,0.360371150917,1.0282313809,0.1485721833,1e+22,4.11432699547,176.548637157,1,2.20016834021,1e+22,4.35827294321e+21,8.81330796688e+20,4.7603962601e+21,0.435827294321,0.0881330796688,0.47603962601,1,9.01501095996e-14,False,not_applicable,False,False,False,False,False,True
41,0.2,32768,power,0.360371150917,1.0282313809,0.1485721833,1e+24,30.021487867,2618.69393889,1,1.93819746494,1e+24,4.71702529883e+23,1.30725201429e+22,5.15224949974e+23,0.471702529883,0.0130725201429,0.515224949974,1,4.21884749358e-15,False,not_applicable,False,False,False,False,False,True
42,0.8,4096,logarithmic,0.359893874544,1.03104324682,0.178245919641,1e+19,0.270505430072,4.45241521818,1,3.05849221163,1e+19,7.22641496072e+18,1.78693851664e+18,9.86646522638e+17,0.722641496072,0.178693851664,0.0986646522638,1,2.6778579354e-13,False,not_applicable,False,False,False,False,False,True
42,0.8,4096,logarithmic,0.359893874544,1.03104324682,0.178245919641,1e+22,4.93625989248,293.576388477,1,2.14835294241,1e+22,8.6950161109e+21,1.17824356094e+20,1.18715953301e+21,0.86950161109,0.0117824356094,0.118715953301,1,6.2172489379e-15,False,not_applicable,False,False,False,False,False,True
42,0.8,4096,logarithmic,0.359893874544,1.03104324682,0.178245919641,1e+24,39.0142015544,3753.0918257,1,1.9155751255,1e+24,8.7854328564e+23,1.50627109359e+21,1.19950443266e+23,0.87854328564,0.00150627109359,0.119950443266,1,1.81410442224e-13,False,not_applicable,False,False,False,False,False,True
43,0.8,2048,exponential,0.35493164435,0.972890966406,0.159697032195,1e+19,0.249293848113,6.25831632899,0.8,3.09238521422,1e+19,9.36095856216e+18,0,6.39041437843e+17,0.936095856216,0,0.0639041437843,1,4.70734562441e-14,False,not_applicable,False,False,False,False,True,False
43,0.8,2048,exponential,0.35493164435,0.972890966406,0.159697032195,1e+22,5.4769499075,263.683583441,1,2.14892588271,1e+22,8.66509066761e+21,7.43372476146e+20,5.91536856242e+20,0.866509066761,0.0743372476146,0.0591536856242,1,1.02140518266e-14,False,not_applicable,False,False,False,False,False,True
43,0.8,2048,exponential,0.35493164435,0.972890966406,0.159697032195,1e+24,40.5556897247,3805.68285894,1,1.91376033256,1e+24,9.26052559307e+23,1.07289193106e+22,6.3218521382e+22,0.926052559307,0.0107289193106,0.063218521382,1,2.15161222172e-13,False,not_applicable,False,False,False,False,False,True
44,0.2,32768,exponential,0.360485124513,0.967643950268,0.161967885079,1e+19,0.264714766049,2.20893731664,0.80299562504,3.33238546392,1e+19,3.50842994994e+18,2.6594289634e+18,3.83214108666e+18,0.350842994994,0.26594289634,0.383214108666,1,2.9709568139e-13,False,not_applicable,False,False,False,False,False,False
44,0.2,32768,exponential,0.360485124513,0.967643950268,0.161967885079,1e+22,4.03725279802,182.871710761,1,2.19872284471,1e+22,4.4297959557e+21,7.31685581748e+20,4.83851846255e+21,0.44297959557,0.0731685581748,0.483851846255,1,7.28306304154e-14,False,not_applicable,False,False,False,False,False,True
44,0.2,32768,exponential,0.360485124513,0.967643950268,0.161967885079,1e+24,29.932093641,2633.26550196,1,1.93809773223,1e+24,4.72914897519e+23,1.05359237505e+22,5.1654917873e+23,0.472914897519,0.0105359237505,0.51654917873,1,2.44249065418e-15,False,not_applicable,False,False,False,False,False,True
45,0.2,32768,logarithmic,0.358080216729,1.02858081823,0.169413216345,1e+19,0.300378983349,1.57000571316,1,3.31579298402,1e+19,2.82958031982e+18,4.07976341618e+18,3.090656264e+18,0.282958031982,0.407976341618,0.3090656264,1,4.4408920985e-16,False,not_applicable,False,False,False,False,False,True
45,0.2,32768,logarithmic,0.358080216729,1.02858081823,0.169413216345,1e+22,3.92363400187,192.848045953,1,2.19661104545,1e+22,4.53999090177e+21,5.01128369259e+20,4.95888072897e+21,0.453999090177,0.0501128369259,0.495888072897,1,9.32587340685e-14,False,not_applicable,False,False,False,False,False,True
45,0.2,32768,logarithmic,0.358080216729,1.02858081823,0.169413216345,1e+24,29.8047251841,2654.24364534,1,1.93795588565,1e+24,4.74654014526e+23,6.89722720825e+21,5.18448758266e+23,0.474654014526,0.00689722720825,0.518448758266,1,1.55431223448e-15,False,not_applicable,False,False,False,False,False,True
46,0.8,2048,logarithmic,0.361199369245,0.976014327336,0.156019592202,1e+19,0.279823388825,4.55602164966,1,3.0469314375,1e+19,7.64928850541e+18,1.82852006596e+18,5.22191428636e+17,0.764928850541,0.182852006596,0.0522191428636,1,9.32587340685e-15,False,not_applicable,False,False,False,False,False,True
46,0.8,2048,logarithmic,0.361199369245,0.976014327336,0.156019592202,1e+22,5.0786422894,303.458759128,1,2.14404172453,1e+22,9.24695092317e+21,1.21790560476e+20,6.31258516355e+20,0.924695092317,0.0121790560476,0.0631258516355,1,1.99840144433e-14,False,not_applicable,False,False,False,False,False,True
46,0.8,2048,logarithmic,0.361199369245,0.976014327336,0.156019592202,1e+24,40.1232461097,3882.35984327,1,1.91344016257,1e+24,9.34637276866e+23,1.55815169957e+21,6.38045714341e+22,0.934637276866,0.00155815169957,0.0638045714341,1,1.61648472385e-13,False,not_applicable,False,False,False,False,False,True
47,0.2,32768,power,0.358904610203,0.978646710353,0.153761349276,1e+19,0.279447685542,2.05879509138,0.72179405436,3.37401533082,1e+19,3.45195313975e+18,2.77759351081e+18,3.77045334944e+18,0.345195313975,0.277759351081,0.377045334944,1,4.35207425653e-14,False,not_applicable,False,False,False,False,False,False
47,0.2,32768,power,0.358904610203,0.978646710353,0.153761349276,1e+22,4.11432699547,176.548637157,1,2.20016834021,1e+22,4.35827294321e+21,8.81330796688e+20,4.7603962601e+21,0.435827294321,0.0881330796688,0.47603962601,1,8.52651282912e-14,False,not_applicable,False,False,False,False,False,True
47,0.2,32768,power,0.358904610203,0.978646710353,0.153761349276,1e+24,30.0214912286,2618.6936495,1,1.93819746494,1e+24,4.71702530574e+23,1.30725186983e+22,5.15224950728e+23,0.471702530574,0.0130725186983,0.515224950728,1,8.881784197e-16,False,not_applicable,False,False,False,False,False,True
48,0.6,2048,logarithmic,0.367118606875,0.984539784716,0.185021075307,1e+19,0.333414892078,3.28836349403,1,3.09289057089,1e+19,6.57833615684e+18,2.97258276152e+18,4.4908108164e+17,0.657833615684,0.297258276152,0.044908108164,1,5.3290705182e-15,False,not_applicable,False,False,False,False,False,True
48,0.6,2048,logarithmic,0.367118606875,0.984539784716,0.185021075307,1e+22,5.16600273679,293.979464699,1,2.14509894713,1e+22,9.11219231516e+21,2.6574868946e+20,6.22058995382e+20,0.911219231516,0.026574868946,0.0622058995382,1,1.69642078163e-13,False,not_applicable,False,False,False,False,False,True
48,0.6,2048,logarithmic,0.367118606875,0.984539784716,0.185021075307,1e+24,40.2138440762,3866.09957073,1,1.91350710086,1e+24,9.32824351923e+23,3.49483898576e+21,6.36808090913e+22,0.932824351923,0.00349483898576,0.0636808090913,1,2.77555756156e-14,False,not_applicable,False,False,False,False,False,True
49,0.6,2048,power,0.354576157266,0.97793068952,0.169710503025,1e+19,0.282991632635,5.51309501921,0.6,3.18198772615,1e+19,9.36095856216e+18,0,6.39041437843e+17,0.936095856216,0,0.0639041437843,1,2.44249065418e-14,False,not_applicable,False,False,False,False,True,False
49,0.6,2048,power,0.354576157266,0.97793068952,0.169710503025,1e+22,5.70552527653,244.36652794,1,2.15179271632,1e+22,8.36543641139e+21,1.06348312959e+21,5.71080459017e+20,0.836543641139,0.106348312959,0.0571080459017,1,4.4408920985e-15,False,not_applicable,False,False,False,False,False,True
49,0.6,2048,power,0.354576157266,0.97793068952,0.169710503025,1e+24,40.8254948469,3759.01564515,1,1.91396096521,1e+24,9.20782043103e+23,1.63592360877e+22,6.28587208092e+22,0.920782043103,0.0163592360877,0.0628587208092,1,4.81836792687e-14,False,not_applicable,False,False,False,False,False,True
50,0.8,32768,exponential,0.356258658361,1.00361128104,0.167136644941,1e+19,0.183141712166,4.34955116085,0.8,3.23621597259,1e+19,4.7795054805e+18,0,5.2204945195e+18,0.47795054805,0,0.52204945195,1,2.19824158876e-13,False,not_applicable,False,False,False,False,True,False
50,0.8,32768,exponential,0.356258658361,1.00361128104,0.167136644941,1e+22,3.94188641597,191.189786978,1,2.19694865836,1e+22,4.52189054495e+21,5.38999142476e+20,4.93911031257e+21,0.452189054495,0.0538999142476,0.493911031257,1,1.39444011893e-13,False,not_applicable,False,False,False,False,False,True
50,0.8,32768,exponential,0.356258658361,1.00361128104,0.167136644941,1e+24,29.8248260426,2650.91584393,1,1.93797825208,1e+24,4.74378623393e+23,7.47341889564e+21,5.18147957711e+23,0.474378623393,0.00747341889564,0.518147957711,1,2.02282635087e-13,False,not_applicable,False,False,False,False,False,True
51,0.6,32768,power,0.355873454768,0.9744414582,0.162588134802,1e+19,0.221089687109,3.29596948687,0.652535138969,3.33176461358,1e+19,4.37222917545e+18,8.52130637185e+17,4.77564018737e+18,0.437222917545,0.0852130637185,0.477564018737,1,2.6645352591e-15,False,not_applicable,False,False,False,False,False,False
51,0.6,32768,power,0.355873454768,0.9744414582,0.162588134802,1e+22,4.0648318432,180.569712886,1,2.19923894379,1e+22,4.40391311314e+21,7.85839390481e+20,4.81024749638e+21,0.440391311314,0.0785839390481,0.481024749638,1,1.1812772982e-13,False,not_applicable,False,False,False,False,False,True
51,0.6,32768,power,0.355873454768,0.9744414582,0.162588134802,1e+24,29.9638084435,2628.08176121,1,1.9381330963,1e+24,4.724840308e+23,1.14374118248e+22,5.16078557375e+23,0.4724840308,0.0114374118248,0.516078557375,1,9.7699626167e-15,False,not_applicable,False,False,False,False,False,True
52,0.2,2048,logarithmic,0.356281822477,0.988323796128,0.165028055539,1e+19,0.460759608784,1.80120115583,1,3.20243531879,1e+19,4.97952443941e+18,4.68054002553e+18,3.39935535063e+17,0.497952443941,0.468054002553,0.0339935535063,1,1.33226762955e-15,False,not_applicable,False,False,False,False,False,True
52,0.2,2048,logarithmic,0.356281822477,0.988323796128,0.165028055539,1e+22,5.44269420893,266.780074736,1,2.14849985799,1e+22,8.71201420692e+21,6.93245623218e+20,5.94740169859e+20,0.871201420692,0.0693245623218,0.0594740169859,1,5.3290705182e-15,False,not_applicable,False,False,False,False,False,True
52,0.2,2048,logarithmic,0.356281822477,0.988323796128,0.165028055539,1e+24,40.5165745533,3812.5215084,1,1.91373130794,1e+24,9.26821871588e+23,9.90708864499e+21,6.32710397671e+22,0.926821871588,0.00990708864499,0.0632710397671,1,6.2172489379e-15,False,not_applicable,False,False,False,False,False,True
53,0.8,2048,logarithmic,0.357521178734,0.959854303072,0.157421972876,1e+19,0.279823369134,4.55602191164,1,3.0469314375,1e+19,7.64928840698e+18,1.8285201711e+18,5.22191421917e+17,0.764928840698,0.18285201711,0.0522191421917,1,9.7699626167e-15,False,not_applicable,False,False,False,False,False,True
53,0.8,2048,logarithmic,0.357521178734,0.959854303072,0.157421972876,1e+22,5.0786422894,303.458759128,1,2.14404172453,1e+22,9.24695092317e+21,1.21790560476e+20,6.31258516355e+20,0.924695092317,0.0121790560476,0.0631258516355,1,1.28785870857e-14,False,not_applicable,False,False,False,False,False,True
53,0.8,2048,logarithmic,0.357521178734,0.959854303072,0.157421972876,1e+24,40.1232461097,3882.35984327,1,1.91344016257,1e+24,9.34637276866e+23,1.55815169957e+21,6.38045714341e+22,0.934637276866,0.00155815169957,0.0638045714341,1,1.61648472385e-13,False,not_applicable,False,False,False,False,False,True
54,0.8,32768,logarithmic,0.349479845717,1.0036595277,0.159853318906,1e+19,0.194902593632,3.51114892795,1,3.17970440062,1e+19,4.10599219611e+18,1.40916939449e+18,4.4848384094e+18,0.410599219611,0.140916939449,0.44848384094,1,2.6645352591e-15,False,not_applicable,False,False,False,False,False,True
54,0.8,32768,logarithmic,0.349479845717,1.0036595277,0.159853318906,1e+22,3.73294411264,211.580975221,1,2.19312569951,1e+22,4.73891973479e+21,8.49162028884e+19,5.17616406232e+21,0.473891973479,0.00849162028884,0.517616406232,1,5.99520433298e-14,False,not_applicable,False,False,False,False,False,True
54,0.8,32768,logarithmic,0.349479845717,1.0036595277,0.159853318906,1e+24,29.6031374777,2687.97486682,1,1.93773201528,1e+24,4.77434937115e+23,1.07879557182e+21,5.21486267313e+23,0.477434937115,0.00107879557182,0.521486267313,1,1.83186799063e-13,False,not_applicable,False,False,False,False,False,True
55,0.6,32768,logarithmic,0.36171591774,0.961608665595,0.154706365206,1e+19,0.22544221676,2.67803463102,1,3.21863417254,1e+19,3.62245238266e+18,2.42086362818e+18,3.95668398916e+18,0.362245238266,0.242086362818,0.395668398916,1,3.5527136788e-15,False,not_applicable,False,False,False,False,False,True
55,0.6,32768,logarithmic,0.36171591774,0.961608665595,0.154706365206,1e+22,3.77811045421,206.898587982,1,2.19394389487,1e+22,4.69011430931e+21,1.87030167783e+20,5.12285552291e+21,0.469011430931,0.0187030167783,0.512285552291,1,9.7699626167e-14,False,not_applicable,False,False,False,False,False,True
55,0.6,32768,logarithmic,0.36171591774,0.961608665595,0.154706365206,1e+24,29.6494706274,2680.16350756,1,1.93778340708,1e+24,4.76792575164e+23,2.42278806923e+21,5.20784636766e+23,0.476792575164,0.00242278806923,0.520784636766,1,1.90958360236e-13,False,not_applicable,False,False,False,False,False,True
56,0.8,32768,logarithmic,0.357390054908,1.01632104255,0.158955013716,1e+19,0.194902593632,3.51114892795,1,3.17970440062,1e+19,4.10599219611e+18,1.40916939449e+18,4.4848384094e+18,0.410599219611,0.140916939449,0.44848384094,1,3.5527136788e-15,False,not_applicable,False,False,False,False,False,True
56,0.8,32768,logarithmic,0.357390054908,1.01632104255,0.158955013716,1e+22,3.73294411264,211.580975221,1,2.19312569951,1e+22,4.73891973479e+21,8.49162028884e+19,5.17616406232e+21,0.473891973479,0.00849162028884,0.517616406232,1,5.99520433298e-14,False,not_applicable,False,False,False,False,False,True
56,0.8,32768,logarithmic,0.357390054908,1.01632104255,0.158955013716,1e+24,29.6031351714,2687.97507601,1,1.93773201528,1e+24,4.77434937075e+23,1.07879565578e+21,5.21486267269e+23,0.477434937075,0.00107879565578,0.521486267269,1,1.83186799063e-13,False,not_applicable,False,False,False,False,False,True
57,0.2,32768,exponential,0.356501508637,1.00869858264,0.168299940427,1e+19,0.262270927023,2.24730231775,0.796595699142,3.32612034253,1e+19,3.53641237306e+18,2.60088227226e+18,3.86270535468e+18,0.353641237306,0.260088227226,0.386270535468,1,3.5527136788e-15,False,not_applicable,False,False,False,False,False,False
57,0.2,32768,exponential,0.356501508637,1.00869858264,0.168299940427,1e+22,4.03725279802,182.871710761,1,2.19872284471,1e+22,4.4297959557e+21,7.31685581748e+20,4.83851846255e+21,0.44297959557,0.0731685581748,0.483851846255,1,7.28306304154e-14,False,not_applicable,False,False,False,False,False,True
57,0.2,32768,exponential,0.356501508637,1.00869858264,0.168299940427,1e+24,29.932093641,2633.26550196,1,1.93809773223,1e+24,4.72914897519e+23,1.05359237505e+22,5.1654917873e+23,0.472914897519,0.0105359237505,0.51654917873,1,7.54951656745e-15,False,not_applicable,False,False,False,False,False,True
58,0.8,4096,logarithmic,0.362313865515,0.995641974236,0.149174045879,1e+19,0.270505430072,4.45241521818,1,3.05849221163,1e+19,7.22641496072e+18,1.78693851664e+18,9.86646522638e+17,0.722641496072,0.178693851664,0.0986646522638,1,4.4408920985e-16,False,not_applicable,False,False,False,False,False,True
58,0.8,4096,logarithmic,0.362313865515,0.995641974236,0.149174045879,1e+22,4.93625989248,293.576388477,1,2.14835294241,1e+22,8.6950161109e+21,1.17824356094e+20,1.18715953301e+21,0.86950161109,0.0117824356094,0.118715953301,1,7.54951656745e-15,False,not_applicable,False,False,False,False,False,True
58,0.8,4096,logarithmic,0.362313865515,0.995641974236,0.149174045879,1e+24,39.0142015544,3753.0918257,1,1.9155751255,1e+24,8.7854328564e+23,1.50627109359e+21,1.19950443266e+23,0.87854328564,0.00150627109359,0.119950443266,1,1.50768286744e-13,False,not_applicable,False,False,False,False,False,True
59,0.8,32768,exponential,0.360657979133,0.982785422816,0.1485721833,1e+19,0.181122393646,4.39804394539,0.8,3.23756026981,1e+19,4.7795054805e+18,0,5.2204945195e+18,0.47795054805,0,0.52204945195,1,3.5527136788e-15,False,not_applicable,False,False,False,False,True,False
