budget,N_B,D_B,Q_B,nominal_loss,nominal_budget_ratio,raw_free_kkt_rel_error,raw_free_kkt_complementarity_ok
1e+19,0.311384953048,3.95550230576,0.72412117784,3.18042337194,1,7.34144592983e-08,True
1e+22,5.43315415601,245.591205551,1,2.15470427308,1,1.72190229062e-08,True
1e+24,39.5618368537,3656.99729994,1,1.91599639637,1,3.45889409251e-08,True
