replicate,budget,N_B,D_B,Q_B,loss,C_total,C_train,C_Q,C_attn,s_train,s_Q,s_attn,budget_ratio,optimizer_spread,global_checked,global_gap,N_at_lower_bound,N_at_upper_bound,D_at_lower_bound,D_at_upper_bound,Q_at_Q0,Q_at_1
49,1e+24,39.5731524814,3655.96563465,1,1.9160095038,1e+24,8.6806851316e+23,1.34111991762e+22,1.18520287663e+23,0.86806851316,0.0134111991762,0.118520287663,1,5.90638649101e-14,False,not_applicable,False,False,False,False,False,True
50,1e+19,0.31254614474,3.929991235,0.72594766844,3.18335598827,1e+19,7.36982165616e+18,1.62395202705e+18,1.00622631679e+18,0.736982165616,0.162395202705,0.100622631679,1,1.95399252334e-14,False,not_applicable,False,False,False,False,False,False
50,1e+20,0.969962338508,10.3159072496,0.973700830328,2.70333114761,1e+20,6.00362491179e+19,3.17668016692e+19,8.1969492129e+18,0.600362491179,0.317668016692,0.081969492129,1,0.000288919686313,False,not_applicable,False,False,False,False,False,False
50,1e+22,5.43358967354,245.573294008,1,2.15469411234,1e+22,8.0060670865e+21,9.00837887284e+20,1.09309502621e+21,0.80060670865,0.0900837887284,0.109309502621,1,5.3290705182e-15,False,not_applicable,False,False,False,False,False,True
50,1e+24,39.5670766276,3656.51950835,1,1.91596967504,1e+24,8.68066725463e+23,1.34132309542e+22,1.18520043583e+23,0.868066725463,0.0134132309542,0.118520043583,1,1.82742709853e-13,False,not_applicable,False,False,False,False,False,True
51,1e+19,0.30958606151,3.98454324408,0.722783944634,3.18483677903,1e+19,7.4013542991e+18,1.58811412726e+18,1.01053157364e+18,0.74013542991,0.158811412726,0.101053157364,1,1.74971148681e-13,False,not_applicable,False,False,False,False,False,False
51,1e+20,1.00258188758,9.51917504703,1,2.70360221214,1e+20,5.72625149209e+19,3.49192430419e+19,7.8182420372e+18,0.572625149209,0.349192430419,0.078182420372,1,7.1054273576e-15,False,not_applicable,False,False,False,False,False,True
51,1e+22,5.43483488353,245.522096627,1,2.15469949668,1e+22,8.00623233255e+21,9.00650079646e+20,1.0931175878e+21,0.800623233255,0.0900650079646,0.10931175878,1,8.39328606617e-14,False,not_applicable,False,False,False,False,False,True
51,1e+24,39.5858367805,3654.80987694,1,1.91600013922,1e+24,8.68072243515e+23,1.34069595038e+22,1.18520796981e+23,0.868072243515,0.0134069595038,0.118520796981,1,5.50670620214e-14,False,not_applicable,False,False,False,False,False,True
52,1e+19,0.32033062075,3.81444355597,0.731002722322,3.18278890975,1e+19,7.3312984326e+18,1.66773495474e+18,1.00096661266e+18,0.73312984326,0.166773495474,0.100096661266,1,7.9936057773e-15,False,not_applicable,False,False,False,False,False,False
52,1e+20,0.956240006369,10.7095872909,0.960479077072,2.70249955195,1e+20,6.14456149154e+19,3.01650104615e+19,8.38937462312e+18,0.614456149154,0.301650104615,0.0838937462312,1,3.24185123191e-14,False,not_applicable,False,False,False,False,False,False
52,1e+22,5.43356904893,245.574142178,1,2.15470458567,1e+22,8.00606434893e+21,9.00840998631e+20,1.09309465244e+21,0.800606434893,0.0900840998631,0.109309465244,1,8.43769498715e-15,False,not_applicable,False,False,False,False,False,True
52,1e+24,39.5663622176,3656.58464486,1,1.91599994911,1e+24,8.68066515226e+23,1.34134698948e+22,1.18520014879e+23,0.868066515226,0.0134134698948,0.118520014879,1,1.70974345792e-14,False,not_applicable,False,False,False,False,False,True
53,1e+19,0.308839993561,4.00064851549,0.721686973776,3.17845511361,1e+19,7.41336157059e+18,1.57446746298e+18,1.01217096644e+18,0.741336157059,0.157446746298,0.101217096644,1,2.44249065418e-14,False,not_applicable,False,False,False,False,False,False
53,1e+20,0.94663831349,10.8982788947,0.955364056676,2.7020905668,1e+20,6.19003701171e+19,2.96481660163e+19,8.45146386665e+18,0.619003701171,0.296481660163,0.0845146386665,1,3.10862446895e-14,False,not_applicable,False,False,False,False,False,False
53,1e+22,5.43288291314,245.602362286,1,2.15470330004,1e+22,8.00597326495e+21,9.00944518612e+20,1.09308221644e+21,0.800597326495,0.0900944518612,0.109308221644,1,7.1054273576e-15,False,not_applicable,False,False,False,False,False,True
53,1e+24,39.5594527938,3657.21473306,1,1.91598572213,1e+24,8.68064481537e+23,1.34157812509e+22,1.18519737212e+23,0.868064481537,0.0134157812509,0.118519737212,1,7.92699239582e-14,False,not_applicable,False,False,False,False,False,True
54,1e+19,0.310605301155,3.96734546457,0.723638185104,3.18101284886,1e+19,7.39367119685e+18,1.59684622907e+18,1.00948257408e+18,0.739367119685,0.159684622907,0.100948257408,1,2.44693154627e-13,False,not_applicable,False,False,False,False,False,False
54,1e+20,0.957987164913,10.6132186316,0.964252095602,2.70281526873,1e+20,6.1003963365e+19,3.06669621703e+19,8.32907446476e+18,0.61003963365,0.306669621703,0.0832907446476,1,0.000811624758323,False,not_applicable,False,False,False,False,False,False
54,1e+22,5.43382354992,245.563676444,1,2.15470377784,1e+22,8.00609812841e+21,9.00802607122e+20,1.09309926447e+21,0.800609812841,0.0900802607122,0.109309926447,1,6.2172489379e-15,False,not_applicable,False,False,False,False,False,True
54,1e+24,39.5728308815,3655.99494743,1,1.91598964402,1e+24,8.6806841855e+23,1.34113067045e+22,1.18520274746e+23,0.86806841855,0.0134113067045,0.118520274746,1,7.1054273576e-15,False,not_applicable,False,False,False,False,False,True
55,1e+19,0.320065724079,3.80830746988,0.732249384406,3.18430467065,1e+19,7.31345212719e+18,1.68801787571e+18,9.98529997099e+17,0.731345212719,0.168801787571,0.0998529997099,1,1.7763568394e-15,False,not_applicable,False,False,False,False,False,False
55,1e+20,0.963459355453,10.509894951,0.967060170909,2.70291547038,1e+20,6.0755139692e+19,3.09497585687e+19,8.29510173929e+18,0.60755139692,0.309497585687,0.0829510173929,1,0.000673954664657,False,not_applicable,False,False,False,False,False,False
55,1e+22,5.43329913207,245.585242826,1,2.15471396746,1e+22,8.00602852018e+21,9.00881719201e+20,1.09308976062e+21,0.800602852018,0.0900881719201,0.109308976062,1,1.73194791842e-14,False,not_applicable,False,False,False,False,False,True
55,1e+24,39.5642329477,3656.77879534,1,1.91603709407,1e+24,8.68065888581e+23,1.34141820981e+22,1.18519929321e+23,0.868065888581,0.0134141820981,0.118519929321,1,1.79856129989e-14,False,not_applicable,False,False,False,False,False,True
56,1e+19,0.317946914594,3.85682119178,0.728377869577,3.17525246714,1e+19,7.3575863884e+18,1.6378578167e+18,1.0045557949e+18,0.73575863884,0.16378578167,0.10045557949,1,5.41788836017e-14,False,not_applicable,False,False,False,False,False,False
56,1e+20,0.926860829887,11.4935982636,0.935887643863,2.6995295311,1e+20,6.39177961502e+19,2.73552940821e+19,8.7269097677e+18,0.639177961502,0.273552940821,0.087269097677,1,6.70574706874e-14,False,not_applicable,False,False,False,False,False,False
56,1e+22,5.43418340963,245.548879613,1,2.15471580125,1e+22,8.00614588706e+21,9.00748327822e+20,1.09310578511e+21,0.800614588706,0.0900748327822,0.109310578511,1,4.4408920985e-16,False,not_applicable,False,False,False,False,False,True
56,1e+24,39.5777674387,3655.54504812,1,1.9160585548,1e+24,8.68069870657e+23,1.34096563363e+22,1.18520473007e+23,0.868069870657,0.0134096563363,0.118520473007,1,1.1945999745e-13,False,not_applicable,False,False,False,False,False,True
57,1e+19,0.320223524499,3.80394247211,0.732647859419,3.18526635083,1e+19,7.30867119246e+18,1.6934515674e+18,9.97877240143e+17,0.730867119246,0.16934515674,0.0997877240143,1,3.70370401015e-13,False,not_applicable,False,False,False,False,False,False
57,1e+20,0.969046462163,10.3650874395,0.971766819245,2.70321101423,1e+20,6.02655078798e+19,3.15062414444e+19,8.22825067585e+18,0.602655078798,0.315062414444,0.0822825067585,1,0.000406576589232,False,not_applicable,False,False,False,False,False,False
57,1e+22,5.43241721539,245.621519684,1,2.15470551874,1e+22,8.00591143201e+21,9.01014793801e+20,1.09307377418e+21,0.800591143201,0.0901014793801,0.109307377418,1,2.26485497024e-14,False,not_applicable,False,False,False,False,False,True
57,1e+24,39.5498852427,3658.08758138,1,1.91598619689,1e+24,8.68061664308e+23,1.34189831253e+22,1.18519352567e+23,0.868061664308,0.0134189831253,0.118519352567,1,3.17523785043e-14,False,not_applicable,False,False,False,False,False,True
58,1e+19,0.310015745743,3.98585420543,0.721963243951,3.1809550671,1e+19,7.41406538353e+18,1.57366755611e+18,1.01226706036e+18,0.741406538353,0.157366755611,0.101226706036,1,1.99840144433e-13,False,not_applicable,False,False,False,False,False,False
58,1e+20,0.96059488844,10.550993369,0.966175411756,2.70295733166,1e+20,6.08113817891e+19,3.08858375506e+19,8.30278066027e+18,0.608113817891,0.308858375506,0.0830278066027,1,0.000632462254972,False,not_applicable,False,False,False,False,False,False
58,1e+22,5.43256330497,245.615509679,1,2.15470180829,1e+22,8.00593083007e+21,9.00992747266e+20,1.09307642267e+21,0.800593083007,0.0900992747266,0.109307642267,1,3.99680288865e-15,False,not_applicable,False,False,False,False,False,True
58,1e+24,39.5459044036,3658.45087635,1,1.91602375461,1e+24,8.68060491727e+23,1.34203158022e+22,1.1851919247e+23,0.868060491727,0.0134203158022,0.11851919247,1,5.90638649101e-14,False,not_applicable,False,False,False,False,False,True
59,1e+19,0.307558030273,4.02665932008,0.720054206186,3.1772842931,1e+19,7.43058845439e+18,1.55488853531e+18,1.01452301031e+18,0.743058845439,0.155488853531,0.101452301031,1,7.54951656745e-15,False,not_applicable,False,False,False,False,False,False
59,1e+20,0.942986185809,10.990812961,0.952513016251,2.7018239824,1e+20,6.21851087581e+19,2.93245510595e+19,8.49034018244e+18,0.621851087581,0.293245510595,0.0849034018244,1,1.15463194561e-14,False,not_applicable,False,False,False,False,False,False
59,1e+22,5.43414960564,245.550269501,1,2.15470756699,1e+22,8.00614140102e+21,9.00753426356e+20,1.09310517262e+21,0.800614140102,0.0900753426356,0.109310517262,1,3.5527136788e-15,False,not_applicable,False,False,False,False,False,True
59,1e+24,39.5754636679,3655.75499137,1,1.9159913016,1e+24,8.68069193038e+23,1.34104264723e+22,1.18520380489e+23,0.868069193038,0.0134104264723,0.118520380489,1,2.35145236616e-13,False,not_applicable,False,False,False,False,False,True
60,1e+19,0.311585901695,3.95435974465,0.723982754384,3.18060180901,1e+19,7.39273647998e+18,1.59790856595e+18,1.00935495407e+18,0.739273647998,0.159790856595,0.100935495407,1,1.11022302463e-14,False,not_applicable,False,False,False,False,False,False
60,1e+20,0.955025192838,10.6961362335,0.961524532209,2.70260024156,1e+20,6.12904774141e+19,3.0341329403e+19,8.36819318294e+18,0.612904774141,0.30341329403,0.0836819318294,1,0.00100133334303,False,not_applicable,False,False,False,False,False,False
60,1e+22,5.43255560295,245.615826526,1,2.15470459844,1e+22,8.0059298074e+21,9.00993909558e+20,1.09307628304e+21,0.80059298074,0.0900993909558,0.109307628304,1,3.10862446895e-15,False,not_applicable,False,False,False,False,False,True
60,1e+24,39.5503924319,3658.04130002,1,1.91601726205,1e+24,8.68061813687e+23,1.34188133511e+22,1.18519372962e+23,0.868061813687,0.0134188133511,0.118519372962,1,7.54951656745e-15,False,not_applicable,False,False,False,False,False,True
61,1e+19,0.311312973453,3.9724571263,0.721878902264,3.17996309994,1e+19,7.42006463942e+18,1.56684920181e+18,1.01308615877e+18,0.742006463942,0.156684920181,0.101308615877,1,4.39648317752e-14,False,not_applicable,False,False,False,False,False,False
61,1e+20,0.954058060341,10.7299265854,0.960331303344,2.70259104721,1e+20,6.14218376739e+19,3.01920340891e+19,8.38612823707e+18,0.614218376739,0.301920340891,0.0838612823707,1,0.00100656992391,False,not_applicable,False,False,False,False,False,False
61,1e+22,5.43284848721,245.603778363,1,2.15471562041,1e+22,8.00596869438e+21,9.00949713213e+20,1.09308159241e+21,0.800596869438,0.0900949713213,0.109308159241,1,3.5527136788e-15,False,not_applicable,False,False,False,False,False,True
61,1e+24,39.5573503746,3657.40650119,1,1.91602756653,1e+24,8.68063862581e+23,1.3416484715e+22,1.18519652704e+23,0.868063862581,0.013416484715,0.118519652704,1,2.0650148258e-14,False,not_applicable,False,False,False,False,False,True
62,1e+19,0.308543696477,3.97245938593,0.725967083923,3.17910019107,1e+19,7.35406381825e+18,1.6418613351e+18,1.00407484665e+18,0.735406381825,0.16418613351,0.100407484665,1,4.4408920985e-14,False,not_applicable,False,False,False,False,False,False
62,1e+20,0.945989050064,10.8831404154,0.956289790929,2.70188782492,1e+20,6.17719899799e+19,2.97940743215e+19,8.43393569858e+18,0.617719899799,0.297940743215,0.0843393569858,1,9.54791801178e-14,False,not_applicable,False,False,False,False,False,False
62,1e+22,5.43536448786,245.500328172,1,2.15471019605,1e+22,8.006302593e+21,9.00570226299e+20,1.0931271807e+21,0.8006302593,0.0900570226299,0.10931271807,1,2.0872192863e-14,False,not_applicable,False,False,False,False,False,True
62,1e+24,39.6213818087,3651.57500341,1,1.91597641801,1e+24,8.6808268448e+23,1.33950929991e+22,1.18522222521e+23,0.86808268448,0.0133950929991,0.118522222521,1,1.97619698383e-14,False,not_applicable,False,False,False,False,False,True
63,1e+19,0.30853879758,4.0045614034,0.721601711767,3.18145498505,1e+19,7.41337536145e+18,1.5744517892e+18,1.01217284935e+18,0.741337536145,0.15744517892,0.101217284935,1,1.95399252334e-14,False,not_applicable,False,False,False,False,False,False
63,1e+20,0.965456681476,10.4174105854,0.970589216837,2.70316939839,1e+20,6.03453519201e+19,3.1415496031e+19,8.23915204883e+18,0.603453519201,0.31415496031,0.0823915204883,1,0.000403084712794,False,not_applicable,False,False,False,False,False,False
63,1e+22,5.43372846503,245.567586475,1,2.15470980762,1e+22,8.00608550829e+21,9.00816950308e+20,1.0930975414e+21,0.800608550829,0.0900816950308,0.10930975414,1,1.64313007645e-14,False,not_applicable,False,False,False,False,False,True
63,1e+24,39.5693193584,3656.31504189,1,1.91604442358,1e+24,8.68067385404e+23,1.34124809088e+22,1.18520133687e+23,0.868067385404,0.0134124809088,0.118520133687,1,2.10498285469e-13,False,not_applicable,False,False,False,False,False,True
64,1e+19,0.309029700205,3.98119041035,0.724066793768,3.178387893,1e+19,7.38183647383e+18,1.61029678628e+18,1.00786673989e+18,0.738183647383,0.161029678628,0.100786673989,1,1.28785870857e-14,False,not_applicable,False,False,False,False,False,False
64,1e+20,0.944051138377,10.9527679118,0.953844827449,2.70179615351,1e+20,6.20398380932e+19,2.94896560125e+19,8.47050589432e+18,0.620398380932,0.294896560125,0.0847050589432,1,1.68309810533e-13,False,not_applicable,False,False,False,False,False,False
64,1e+22,5.43132914018,245.666291461,1,2.15469864974,1e+22,8.00576692542e+21,9.0117903036e+20,1.09305404422e+21,0.800576692542,0.090117903036,0.109305404422,1,4.88498130835e-15,False,not_applicable,False,False,False,False,False,True
64,1e+24,39.5318126445,3659.73748302,1,1.91599314757,1e+24,8.68056339041e+23,1.34250354687e+22,1.1851862549e+23,0.868056339041,0.0134250354687,0.11851862549,1,2.88657986403e-15,False,not_applicable,False,False,False,False,False,True
65,1e+19,0.321550210545,3.79277986458,0.732378500146,3.18509039012,1e+19,7.31741498405e+18,1.6835139568e+18,9.99071059155e+17,0.731741498405,0.16835139568,0.0999071059155,1,1.07025499574e-13,False,not_applicable,False,False,False,False,False,False
65,1e+20,0.967600135095,10.4139184329,0.970026528652,2.70315020312,1e+20,6.04590532952e+19,3.12862706283e+19,8.25467607657e+18,0.604590532952,0.312862706283,0.0825467607657,1,0.000457904977167,False,not_applicable,False,False,False,False,False,False
65,1e+22,5.4334445379,245.579262715,1,2.15470844535,1e+22,8.00604782174e+21,9.00859782328e+20,1.09309239593e+21,0.800604782174,0.0900859782328,0.109309239593,1,9.32587340685e-15,False,not_applicable,False,False,False,False,False,True
65,1e+24,39.5660745666,3656.61087216,1,1.91600821261,1e+24,8.68066430574e+23,1.34135661046e+22,1.18520003321e+23,0.868066430574,0.0134135661046,0.118520003321,1,2.73114864058e-14,False,not_applicable,False,False,False,False,False,True
66,1e+19,0.309816690654,3.98250280604,0.722721399292,3.17811344969,1e+19,7.40307503934e+18,1.58615844862e+18,1.01076651204e+18,0.740307503934,0.158615844862,0.101076651204,1,6.66133814775e-15,False,not_applicable,False,False,False,False,False,False
66,1e+20,0.943798092847,10.9774923456,0.952815086116,2.70181955694,1e+20,6.21632180403e+19,2.93494305899e+19,8.48735136977e+18,0.621632180403,0.293494305899,0.0848735136977,1,1.42108547152e-13,False,not_applicable,False,False,False,False,False,False
66,1e+22,5.4340419455,245.554696169,1,2.1547112463,1e+22,8.00612711339e+21,9.00769664729e+20,1.09310322188e+21,0.800612711339,0.0900769664729,0.109310322188,1,7.1054273576e-15,False,not_applicable,False,False,False,False,False,True
66,1e+24,39.5748683827,3655.80924379,1,1.9159802431,1e+24,8.68069017932e+23,1.34106254868e+22,1.18520356582e+23,0.868069017932,0.0134106254868,0.118520356582,1,2.00062189037e-13,False,not_applicable,False,False,False,False,False,True
67,1e+19,0.33837742546,3.53554366926,0.747531724638,3.19540121695,1e+19,7.17808898643e+18,1.84186259729e+18,9.80048416281e+17,0.717808898643,0.184186259729,0.0980048416281,1,0.0684197058761,False,not_applicable,False,False,False,False,False,False
67,1e+20,1.00258874767,9.51913265737,1,2.70363025661,1e+20,5.72626517389e+19,3.49190875437e+19,7.81826071742e+18,0.572626517389,0.349190875437,0.0781826071742,1,7.9936057773e-15,False,not_applicable,False,False,False,False,False,True
67,1e+22,5.43481635377,245.52285833,1,2.15471734854,1e+22,8.00622987406e+21,9.00652873805e+20,1.09311725214e+21,0.800622987406,0.0900652873805,0.109311725214,1,2.6645352591e-15,False,not_applicable,False,False,False,False,False,True
67,1e+24,39.5863477213,3654.76333676,1,1.91600048706,1e+24,8.68072393729e+23,1.34067887802e+22,1.18520817491e+23,0.868072393729,0.0134067887802,0.118520817491,1,7.86037901435e-14,False,not_applicable,False,False,False,False,False,True
68,1e+19,0.320698538662,3.81129707169,0.730931204214,3.18289607726,1e+19,7.33366440779e+18,1.66504594507e+18,1.00128964714e+18,0.733366440779,0.166504594507,0.100128964714,1,1.73194791842e-14,False,not_applicable,False,False,False,False,False,False
68,1e+20,0.956670403194,10.7025763174,0.960645614451,2.70254659242,1e+20,6.14330280049e+19,3.01793159048e+19,8.38765609027e+18,0.614330280049,0.301793159048,0.0838765609027,1,4.77839989799e-13,False,not_applicable,False,False,False,False,False,False
68,1e+22,5.43377916444,245.565501625,1,2.15469882694,1e+22,8.00609223741e+21,9.00809302443e+20,1.09309846015e+21,0.800609223741,0.0900809302443,0.109309846015,1,8.43769498715e-15,False,not_applicable,False,False,False,False,False,True
68,1e+24,39.569586798,3656.29066134,1,1.9159736275,1e+24,8.68067464095e+23,1.34123914735e+22,1.18520144431e+23,0.868067464095,0.0134123914735,0.118520144431,1,6.66133814775e-16,False,not_applicable,False,False,False,False,False,True
69,1e+19,0.313495687748,3.93259620979,0.724192953085,3.1768756897,1e+19,7.39711172054e+18,1.59293595922e+18,1.00995232024e+18,0.739711172054,0.159293595922,0.100995232024,1,1.86517468137e-14,False,not_applicable,False,False,False,False,False,False
69,1e+20,0.936267081854,11.2095313605,0.945116271046,2.70098506126,1e+20,6.29706912952e+19,2.84317103199e+19,8.59759838484e+18,0.629706912952,0.284317103199,0.0859759838484,1,2.17603712827e-14,False,not_applicable,False,False,False,False,False,False
69,1e+22,5.43292503477,245.600629677,1,2.15470730163,1e+22,8.00597885716e+21,9.00938162873e+20,1.09308297996e+21,0.800597885716,0.0900938162873,0.109308297996,1,5.77315972805e-15,False,not_applicable,False,False,False,False,False,True
69,1e+24,39.5603361287,3657.13416736,1,1.91599364344,1e+24,8.68064741573e+23,1.34154857113e+22,1.18519772716e+23,0.868064741573,0.0134154857113,0.118519772716,1,1.11022302463e-13,False,not_applicable,False,False,False,False,False,True
70,1e+19,0.312709036129,3.91283900307,0.728082158473,3.18042331317,1e+19,7.34148067906e+18,1.65616249222e+18,1.00235682871e+18,0.734148067906,0.165616249222,0.100235682871,1,3.10862446895e-15,False,not_applicable,False,False,False,False,False,False
70,1e+20,0.949392805609,10.8305321593,0.957436188674,2.70206482353,1e+20,6.16945758776e+19,2.98820580293e+19,8.42336609315e+18,0.616945758776,0.298820580293,0.0842336609315,1,5.01820807131e-14,False,not_applicable,False,False,False,False,False,False
70,1e+22,5.43550240653,245.4946599,1,2.15470365975,1e+22,8.00632088807e+21,9.00549433348e+20,1.09312967858e+21,0.800632088807,0.0900549433348,0.109312967858,1,6.66133814775e-15,False,not_applicable,False,False,False,False,False,True
70,1e+24,39.5938049144,3654.08421659,1,1.91601598142,1e+24,8.68074585676e+23,1.34042975599e+22,1.18521116764e+23,0.868074585676,0.0134042975599,0.118521116764,1,5.83977310953e-14,False,not_applicable,False,False,False,False,False,True
71,1e+19,0.313207021665,3.92731828673,0.725353089675,3.18278882791,1e+19,7.3803819823e+18,1.61194986438e+18,1.00766815332e+18,0.73803819823,0.161194986438,0.100766815332,1,4.17443857259e-14,False,not_applicable,False,False,False,False,False,False
71,1e+20,0.966099402968,10.419325361,0.970285986536,2.7032129893,1e+20,6.03966240636e+19,3.13572235309e+19,8.24615240549e+18,0.603966240636,0.313572235309,0.0824615240549,1,0.000422106241157,False,not_applicable,False,False,False,False,False,False
71,1e+22,5.43117130932,245.672787191,1,2.15469915433,1e+22,8.00574595963e+21,9.01202858684e+20,1.09305118169e+21,0.800574595963,0.0901202858684,0.109305118169,1,1.73194791842e-14,False,not_applicable,False,False,False,False,False,True
71,1e+24,39.5313281396,3659.78173541,1,1.91598115255,1e+24,8.68056196211e+23,1.34251978e+22,1.18518605989e+23,0.868056196211,0.0134251978,0.118518605989,1,9.63673585375e-14,False,not_applicable,False,False,False,False,False,True
72,1e+19,0.311027353047,3.95923591264,0.724132961967,3.18200578081,1e+19,7.38858399598e+18,1.60262800244e+18,1.00878800158e+18,0.738858399598,0.160262800244,0.100878800158,1,3.75699471533e-13,False,not_applicable,False,False,False,False,False,False
72,1e+20,0.963735792927,10.4697451226,0.968793046977,2.70309992556,1e+20,6.05404087048e+19,3.11938074934e+19,8.26578380182e+18,0.605404087048,0.311938074934,0.0826578380182,1,0.00052213633365,False,not_applicable,False,False,False,False,False,False
72,1e+22,5.43482977434,245.52230665,1,2.15470415726,1e+22,8.00623165467e+21,9.00650850074e+20,1.09311749525e+21,0.800623165467,0.0900650850074,0.109311749525,1,1.42108547152e-14,False,not_applicable,False,False,False,False,False,True
72,1e+24,39.5851178038,3654.87536855,1,1.91598314647,1e+24,8.68072032133e+23,1.3407199747e+22,1.1852076812e+23,0.868072032133,0.013407199747,0.11852076812,1,6.68354260824e-14,False,not_applicable,False,False,False,False,False,True
73,1e+19,0.313090387338,3.9473019553,0.722736272468,3.17875474237,1e+19,7.41517378876e+18,1.57240781662e+18,1.01241839463e+18,0.741517378876,0.157240781662,0.101241839463,1,6.2172489379e-15,False,not_applicable,False,False,False,False,False,False
73,1e+20,0.946186755018,10.9502481932,0.953164314956,2.70196768055,1e+20,6.21658788275e+19,2.93464065166e+19,8.48771465591e+18,0.621658788275,0.293464065166,0.0848771465591,1,1.40332190313e-13,False,not_applicable,False,False,False,False,False,False
73,1e+22,5.43361455316,245.572270862,1,2.15470573972,1e+22,8.00607038884e+21,9.00834134072e+20,1.09309547709e+21,0.800607038884,0.0900834134072,0.109309547709,1,2.22044604925e-15,False,not_applicable,False,False,False,False,False,True
73,1e+24,39.568990577,3656.34501497,1,1.91600942211,1e+24,8.68067288662e+23,1.34125908592e+22,1.18520120479e+23,0.868067288662,0.0134125908592,0.118520120479,1,5.3290705182e-15,False,not_applicable,False,False,False,False,False,True
74,1e+19,0.329116589288,3.6555733903,0.741851479197,3.18931122352,1e+19,7.21865907665e+18,1.79575333742e+18,9.85587585932e+17,0.721865907665,0.179575333742,0.0985587585932,1,4.67181848762e-13,False,not_applicable,False,False,False,False,False,False
74,1e+20,0.9790166666,10.1279547669,0.97932047432,2.70346382961,1e+20,5.94926190922e+19,3.23846553144e+19,8.12272559339e+18,0.594926190922,0.323846553144,0.0812272559339,1,0.000152151967944,False,not_applicable,False,False,False,False,False,False
74,1e+22,5.4306585991,245.693890804,1,2.15471027022,1e+22,8.00567784504e+21,9.01280273184e+20,1.09304188178e+21,0.800567784504,0.0901280273184,0.109304188178,1,3.99680288865e-15,False,not_applicable,False,False,False,False,False,True
74,1e+24,39.5213982765,3660.68891798,1,1.91601431765,1e+24,8.68053268164e+23,1.34285256229e+22,1.18518206213e+23,0.868053268164,0.0134285256229,0.118518206213,1,5.21804821574e-14,False,not_applicable,False,False,False,False,False,True
75,1e+19,0.308819060544,3.96859404802,0.726089815081,3.18028112458,1e+19,7.35346491356e+18,1.64254201024e+18,1.0039930762e+18,0.735346491356,0.164254201024,0.10039930762,1,3.10862446895e-15,False,not_applicable,False,False,False,False,False,False
75,1e+20,0.951660745744,10.7442660834,0.960536090107,2.70233737186,1e+20,6.13493776405e+19,3.02743873323e+19,8.37623502718e+18,0.613493776405,0.302743873323,0.0837623502718,1,1.40332190313e-13,False,not_applicable,False,False,False,False,False,False
75,1e+22,5.4302696249,245.70990375,1,2.15469693883,1e+22,8.00562616122e+21,9.01339013566e+20,1.09303482521e+21,0.800562616122,0.0901339013566,0.109303482521,1,4.88498130835e-15,False,not_applicable,False,False,False,False,False,True
75,1e+24,39.5150691624,3661.26737438,1,1.91598243208,1e+24,8.68051401122e+23,1.34306475777e+22,1.185179513e+23,0.868051401122,0.0134306475777,0.1185179513,1,3.99680288865e-14,False,not_applicable,False,False,False,False,False,True
76,1e+19,0.31480629504,3.89915852088,0.726951772007,3.17785603885,1e+19,7.3648778864e+18,1.62957078618e+18,1.00555132742e+18,0.73648778864,0.162957078618,0.100555132742,1,6.2172489379e-14,False,not_applicable,False,False,False,False,False,False
76,1e+20,0.938120427552,11.1576097942,0.946766213537,2.70105636244,1e+20,6.28030900235e+19,2.8622194752e+19,8.57471522454e+18,0.628030900235,0.28622194752,0.0857471522454,1,1.64313007645e-14,False,not_applicable,False,False,False,False,False,False
76,1e+22,5.435385178,245.499477818,1,2.15471430622,1e+22,8.00630533763e+21,9.00567106941e+20,1.09312755543e+21,0.800630533763,0.0900567106941,0.109312755543,1,3.10862446895e-15,False,not_applicable,False,False,False,False,False,True
76,1e+24,39.5941003421,3654.05731745,1,1.91601627763,1e+24,8.68074672496e+23,1.34041988856e+22,1.18521128618e+23,0.868074672496,0.0134041988856,0.118521128618,1,1.09023901018e-13,False,not_applicable,False,False,False,False,False,True
77,1e+19,0.319252556426,3.82246045358,0.731386823197,3.18355221942,1e+19,7.32198162987e+18,1.6783238116e+18,9.99694558532e+17,0.732198162987,0.16783238116,0.0999694558532,1,3.41948691585e-14,False,not_applicable,False,False,False,False,False,False
77,1e+20,0.960291794923,10.5911509893,0.964452473299,2.70276526882,1e+20,6.1023572363e+19,3.06446758904e+19,8.33175174663e+18,0.61023572363,0.306446758904,0.0833175174663,1,0.000845710424903,False,not_applicable,False,False,False,False,False,False
77,1e+22,5.43448726473,245.536386985,1,2.1547057666,1e+22,8.0061862086e+21,9.00702501047e+20,1.09311129035e+21,0.80061862086,0.0900702501047,0.109311129035,1,7.54951656745e-15,False,not_applicable,False,False,False,False,False,True
77,1e+24,39.5801652772,3655.32655806,1,1.91599750325,1e+24,8.68070575861e+23,1.3408854848e+22,1.18520569291e+23,0.868070575861,0.013408854848,0.118520569291,1,5.99520433298e-15,False,not_applicable,False,False,False,False,False,True
78,1e+19,0.310922356644,3.95064633229,0.725469869733,3.18347779664,1e+19,7.37006560741e+18,1.62367476833e+18,1.00625962426e+18,0.737006560741,0.162367476833,0.100625962426,1,4.21884749358e-14,False,not_applicable,False,False,False,False,False,False
78,1e+20,0.973383769595,10.2235253865,0.976780869093,2.70341092782,1e+20,5.97084820754e+19,3.21393198385e+19,8.15219808603e+18,0.597084820754,0.321393198385,0.0815219808603,1,0.000184943871561,False,not_applicable,False,False,False,False,False,False
