replicate,cost_model,Q0,L_ctx,budget,N_B,D_B,Q_B,loss,C_total,C_train,C_Q,C_attn,s_train,s_Q,s_attn,budget_ratio,optimizer_spread,global_checked,global_gap,N_at_lower_bound,N_at_upper_bound,D_at_lower_bound,D_at_upper_bound,Q_at_Q0,Q_at_1
3,exponential,0.6,2048,1e+22,5.60360120353,252.619998647,1,2.15052779134,1e+22,8.49349037072e+21,9.26687353306e+20,5.79822275974e+20,0.849349037072,0.0926687353306,0.0579822275974,1,9.28146448587e-14,False,not_applicable,False,False,False,False,False,True
3,exponential,0.6,2048,1e+24,40.6744558909,3782.50164559,1,1.91386855529,1e+24,9.23107178046e+23,1.38753719326e+22,6.30174500213e+22,0.923107178046,0.0138753719326,0.0630174500213,1,3.66373598126e-14,False,not_applicable,False,False,False,False,False,True
4,power,0.6,2048,1e+19,0.279087660962,5.59021403878,0.6,3.17714008268,1e+19,9.36095856216e+18,0,6.39041437843e+17,0.936095856216,0,0.0639041437843,1,9.32587340685e-15,False,not_applicable,False,False,False,False,True,False
4,power,0.6,2048,1e+22,5.70618574842,244.341251042,1,2.15178984321,1e+22,8.36553938667e+21,1.06337312453e+21,5.71087488797e+20,0.836553938667,0.106337312453,0.0571087488797,1,5.3290705182e-15,False,not_applicable,False,False,False,False,False,True
4,power,0.6,2048,1e+24,40.8354635698,3758.11300548,1,1.91395774383,1e+24,9.20785720357e+23,1.63553077998e+22,6.2858971843e+22,0.920785720357,0.0163553077998,0.062858971843,1,4.30766533555e-14,False,not_applicable,False,False,False,False,False,True
5,logarithmic,0.6,2048,1e+19,0.333423737772,3.28830218642,1,3.09287306361,1e+19,6.57838803551e+18,2.97252734126e+18,4.49084623224e+17,0.657838803551,0.297252734126,0.0449084623224,1,2.6645352591e-15,False,not_applicable,False,False,False,False,False,True
5,logarithmic,0.6,2048,1e+22,5.17065564475,293.721945993,1,2.14506263175,1e+22,9.11241022821e+21,2.65515900211e+20,6.22073871579e+20,0.911241022821,0.0265515900211,0.0622073871579,1,7.1054273576e-15,False,not_applicable,False,False,False,False,False,True
5,logarithmic,0.6,2048,1e+24,40.2753967779,3860.21164669,1,1.91345253726,1e+24,9.32829334301e+23,3.4895164776e+21,6.36811492216e+22,0.932829334301,0.0034895164776,0.0636811492216,1,1.15463194561e-14,False,not_applicable,False,False,False,False,False,True
6,exponential,0.8,2048,1e+19,0.248618988651,6.27530410621,0.8,3.09070995387,1e+19,9.36095856216e+18,0,6.39041437843e+17,0.936095856216,0,0.0639041437843,1,4.57411886146e-14,False,not_applicable,False,False,False,False,True,False
6,exponential,0.8,2048,1e+22,5.47815919489,263.629702163,1,2.14892772393,1e+22,8.66523286172e+21,7.43220574924e+20,5.9154656336e+20,0.866523286172,0.0743220574924,0.059154656336,1,2.22044604925e-15,False,not_applicable,False,False,False,False,False,True
6,exponential,0.8,2048,1e+24,40.5739360497,3803.98977586,1,1.91375001928,1e+24,9.26057027398e+23,1.07241461983e+22,6.32188264037e+22,0.926057027398,0.0107241461983,0.0632188264037,1,2.00950367457e-13,False,not_applicable,False,False,False,False,False,True
7,power,0.8,2048,1e+19,0.248759434679,6.27176115901,0.8,3.08814632127,1e+19,9.36095856216e+18,0,6.39041437843e+17,0.936095856216,0,0.0639041437843,1,7.68274333041e-14,False,not_applicable,False,False,False,False,True,False
7,power,0.8,2048,1e+22,5.4967998925,261.887817451,1,2.14918465099,1e+22,8.63726956086e+21,7.73092837115e+20,5.89637602022e+20,0.863726956086,0.0773092837115,0.0589637602022,1,7.1054273576e-15,False,not_applicable,False,False,False,False,False,True
7,power,0.8,2048,1e+24,40.5720077303,3802.24752812,1,1.91381155611,1e+24,9.25588896621e+23,1.1224234703e+22,6.3186868676e+22,0.925588896621,0.011224234703,0.063186868676,1,1.57651669497e-13,False,not_applicable,False,False,False,False,False,True
8,logarithmic,0.8,2048,1e+19,0.279818188428,4.55609084002,1,3.04695211402,1e+19,7.64926251101e+18,1.82854783491e+18,5.22189654085e+17,0.764926251101,0.182854783491,0.0522189654085,1,8.881784197e-16,False,not_applicable,False,False,False,False,False,True
8,logarithmic,0.8,2048,1e+22,5.07838151929,303.474151661,1,2.14404638617,1e+22,9.24694514029e+21,1.21796738137e+20,6.31258121577e+20,0.924694514029,0.0121796738137,0.0631258121577,1,9.32587340685e-15,False,not_applicable,False,False,False,False,False,True
8,logarithmic,0.8,2048,1e+24,40.1209662342,3882.58011474,1,1.91342320975,1e+24,9.34637194112e+23,1.55824010363e+21,6.38045657847e+22,0.934637194112,0.00155824010363,0.0638045657847,1,1.4832579609e-13,False,not_applicable,False,False,False,False,False,True
9,exponential,0.2,4096,1e+19,0.376642416331,2.82709329539,0.767861894223,3.213550229,1e+19,6.3888194998e+18,2.73889367782e+18,8.72286822373e+17,0.63888194998,0.273889367782,0.0872286822373,1,2.78443934576e-13,False,not_applicable,False,False,False,False,False,False
9,exponential,0.2,4096,1e+22,5.47797794359,241.799877282,1,2.15530699553,1e+22,7.94744636708e+21,9.6746228894e+20,1.08509134398e+21,0.794744636708,0.096746228894,0.108509134398,1,3.47277762103e-13,False,not_applicable,False,False,False,False,False,True
9,exponential,0.2,4096,1e+24,39.5920020854,3649.80996914,1,1.91604092091,1e+24,8.67019703457e+23,1.46032063648e+22,1.18377090179e+23,0.867019703457,0.0146032063648,0.118377090179,1,1.4832579609e-13,False,not_applicable,False,False,False,False,False,True
10,power,0.2,4096,1e+19,0.376846320144,2.84676670357,0.66038747122,3.25524655394,1e+19,6.43676133929e+18,2.68440617918e+18,8.78832481525e+17,0.643676133929,0.268440617918,0.0878832481525,1,1.32782673745e-13,False,not_applicable,False,False,False,False,False,False
10,power,0.2,4096,1e+22,5.61265034016,231.129516172,1,2.15706326913,1e+22,7.78349494539e+21,1.15379854473e+21,1.06270650988e+21,0.778349494539,0.115379854473,0.106270650988,1,8.881784197e-15,False,not_applicable,False,False,False,False,False,True
10,power,0.2,4096,1e+24,39.7615055295,3621.43465381,1,1.91617755464,1e+24,8.63962164073e+23,1.80782017918e+22,1.17959634135e+23,0.863962164073,0.0180782017918,0.117959634135,1,3.33066907388e-15,False,not_applicable,False,False,False,False,False,True
11,logarithmic,0.2,4096,1e+19,0.442707012854,1.78015966929,1,3.21225397548,1e+19,4.72853501757e+18,4.6258623347e+18,6.45602647733e+17,0.472853501757,0.46258623347,0.0645602647733,1,7.9936057773e-15,False,not_applicable,False,False,False,False,False,True
11,logarithmic,0.2,4096,1e+22,5.2800783902,259.037316387,1,2.15270798675,1e+22,8.20642401906e+21,6.73125554873e+20,1.12045042607e+21,0.820642401906,0.0673125554873,0.112045042607,1,1.82076576039e-14,False,not_applicable,False,False,False,False,False,True
11,logarithmic,0.2,4096,1e+24,39.3966141151,3686.60934754,1,1.91584519379,1e+24,8.71439555148e+23,9.57989758878e+21,1.18980547263e+23,0.871439555148,0.00957989758878,0.118980547263,1,1.86517468137e-14,False,not_applicable,False,False,False,False,False,True
12,exponential,0.6,4096,1e+19,0.311936714095,3.94637636387,0.724571168059,3.17843103963,1e+19,7.38611805316e+18,1.60543062865e+18,1.00845131819e+18,0.738611805316,0.160543062865,0.100845131819,1,1.82076576039e-14,False,not_applicable,False,False,False,False,False,False
12,exponential,0.6,4096,1e+22,5.43388188565,245.561277655,1,2.15471046419,1e+22,8.00610587081e+21,9.0079380763e+20,1.09310032156e+21,0.800610587081,0.090079380763,0.109310032156,1,2.22044604925e-15,False,not_applicable,False,False,False,False,False,True
12,exponential,0.6,4096,1e+24,39.5717958483,3656.08929052,1,1.91603848924,1e+24,8.68068114045e+23,1.34116527837e+22,1.18520233171e+23,0.868068114045,0.0134116527837,0.118520233171,1,6.5059069243e-14,False,not_applicable,False,False,False,False,False,True
13,power,0.6,4096,1e+19,0.270780248285,5.41563753795,0.6,3.1974987797,1e+19,8.79868606288e+18,0,1.20131393712e+18,0.879868606288,0,0.120131393712,1,0.0954031158979,False,not_applicable,False,False,False,False,True,False
13,power,0.6,4096,1e+22,5.52627263384,237.887039671,1,2.15593179829,1e+22,7.88777182369e+21,1.03528439665e+21,1.07694377966e+21,0.788777182369,0.103528439665,0.107694377966,1,6.2172489379e-15,False,not_applicable,False,False,False,False,False,True
13,power,0.6,4096,1e+24,39.6512500753,3639.78100009,1,1.91609221942,1e+24,8.65931199925e+23,1.58403269124e+22,1.18228473163e+23,0.865931199925,0.0158403269124,0.118228473163,1,3.99236199655e-13,False,not_applicable,False,False,False,False,False,True
